id,name,brief,desc
6485,Steinklingen-Axt,,
6486,Steinklingen-Axt,,
6487,Steinklingen-Axt,,
6488,Steinklingen-Axt,,
6489,Steinklingen-Axt,,
6490,Steinklingen-Axt,,
117,Zahnrad,EXP Ticket des Dampffestivals,"Wird verwendet, um das Dampflevel zu kontrollieren"
8026,Ausrüstungsinspektion,Avatarbildrahmen,Kann durch den Kauf des Schwarzgoldpasses während des 1. Dampffestivals erhalten werden
7093,Revolverheldin,Kostüm,Kiras Kostüm Revolverheldin
27093,Revolverheldin,Kostüm,Kiras Kostüm Revolverheldin
118,Basketballgutschein,Eventmaterial,"Spezielles Material, das während des Champions-League-Events gegen Objekte ausgetauscht werden kann."
940031,6-Sterne Geisterpuppe (Fragment),Puppe beschwören,"Sammle 50 Fragmente, um eine 6-Sterne Puppe der Geisterfraktion zu beschwören.\nDie Puppe dient als Material für das Erwecken und Weiterentwickeln der Mädchen."
940032,6-Sterne Menschenpuppe (Fragment),Puppe beschwören,"Sammle 50 Fragmente, um eine 6-Sterne Puppe der Menschenfraktion zu beschwören.\nDie Puppe dient als Material für das Erwecken und Weiterentwickeln der Mädchen."
940033,6-Sterne Monsterpuppe (Fragment),Puppe beschwören,"Sammle 50 Fragmente, um eine 6-Sterne Puppe der Monsterfraktion zu beschwören.\nDie Puppe dient als Material für das Erwecken und Weiterentwickeln der Mädchen."
940034,6-Sterne Feenpuppe (Fragment),Puppe beschwören,"Sammle 50 Fragmente, um eine 6-Sterne Puppe der Feenfraktion zu beschwören.\nDie Puppe dient als Material für das Erwecken und Weiterentwickeln der Mädchen."
940035,6-Sterne Dämonenpuppe (Fragment),Puppe beschwören,"Sammle 50 Fragmente, um eine 6-Sterne Puppe der Dämonenfraktion zu beschwören.\nDie Puppe dient als Material für das Erwecken und Weiterentwickeln der Mädchen."
940036,6-Sterne Engelspuppe (Fragment),Puppe beschwören,"Sammle 50 Fragmente, um eine 6-Sterne Puppe der Engelsfraktion zu beschwören.\nDie Puppe dient als Material für das Erwecken und Weiterentwickeln der Mädchen."
119,Mechanische Schraube,Normale Währung des Dampffestivals,Normale Währung des Dampffestivals. Kann durch das Erhöhen des Dampflevels erhalten werden und gegen Objekte im Austauschbüro eingetauscht werden. Werden nach dem Event entfernt.
120,Mechanischer Kern,Fortgeschrittene Währung des Dampffestivals,Fortgeschrittene Währung des Dampffestivals. Kann durch das Erhöhen des Dampflevels erhalten werden. Kann im Premium Austauschbüro gegen Objekte eingetauscht werden. Verschwindet nach dem des Event nicht und kann auch im nächsten Dampffestival noch genutzt werden.
7094,Ewige Liebe,Kostüm,Hotties Kostüm Ewige Liebe
27094,Ewige Liebe,Kostüm,Hotties Kostüm Ewige Liebe
7095,Gei­gen­vir­tu­o­sin,Kostüm,Schmetterlings Kostüm Gei­gen­vir­tu­o­sin
27095,Gei­gen­vir­tu­o­sin,Kostüm,Schmetterlings Kostüm Gei­gen­vir­tu­o­sin
7096,Blumige Liebe,Kostüm,Sakuras Kostüm Blumige Liebe
27096,Blumige Liebe,Kostüm,Sakuras Kostüm Blumige Liebe
1070001,Geheimwand,Möbel,"Graue Wand mit Metallrahmen. Der beste Ort im Raum, um Schätze aufzubewahren."
1070002,Geheimboden,Möbel,"Das mystische Versteck unter den Dielen wurden endlich geöffnet. Klettere vorsichtig hinunter, damit du die mit Staub bedeckten Schätze nicht zerstörst!"
1070003,Dampfbett,Möbel,"Lege dich auf das Bett, schließe deine Augen und höre den angenehmen Klängen zu."
1070004,Zahnradtisch,Möbel,"Der Tisch ist ein großes Zahnrad, aber es ist nicht erkennbar, aus welcher großen Maschine es entfernt wurde~"
1070005,Werkbank,Möbel,"Niemand weiß, was hier für ein mystisches Objekt hergestellt wird, aber der Bauanleitung nach zu schließen ist es noch nicht fertig."
1070006,Arbeitshocker,Möbel,"Weniger ellegant, aber dafür sehr praktisch."
1070007,Dampflampe,Möbel,"Gibt nur ein sehr schwaches Licht ab, aber für diesen kleinen Raum hier reicht es."
1070008,Schreibmaschine,Möbel,"Für die meisten Schülerinnen der Yume Akademie ist dieser Gegenstand äußerst befremdlich. Sie wissen nicht einmal, für was es benutzt wird, geschweige denn, wie es benutzt wird."
1070009,Differenzmaschine,Möbel,"Eine sagenumwobene Maschine. Leider ist das nur ein Modell, das nicht benutzt werden kann."
1070010,Standuhr,Möbel,"In abgeschlossenen Räumen, wie diesem hier, vergisst man schnell die Zeit. Eine Uhr zu haben ist äußerst hilfreich."
1070011,Abstellregal,Möbel,Du kannst verschiedene Objekte auf dem Regal abstellen.
1070012,Zeitmaschine,Möbel,"Es ist der Traum aller Menschen in der Zeit zu reisen. Diese Maschine ermöglicht nicht nur in der Zeit zu reisen, sondern auch die Zeit anzuhalten. Aber natürlich weiß niemand, wie man sie anschaltet..."
1070013,Roboterarm,Möbel,Ein herkömmlicher Roboterarm. Kommt um Längen nicht an den von Iron Fist heran.
1070014,Dampfofen,Möbel,"Bevor du ihn öffnest, solltest du unbedingt auf den Dampfdruck achten. Die Konsequenzen musst du sonst selber tragen!"
1070015,Sphärisches Instrument,Möbel,"Ein Gerät, dessen Sinn niemand versteht. Kann aber als Spielzeug für deinen Diener verwendet werden, wenn du es heimlich klaust."
1070016,Werkzeug,Möbel,"Verschiedene Werkzeuge, die an der Wand hängen."
1070017,Geheimes Tor,Möbel,"Ein großes und schweres Tor. Bist du einmal hindurchgeschritten, wirst du einige Kraft benötigen, um es wieder aufzubekommen."
1070018,Maschinenbauplan,Möbel,"""Der einzige Nutzen dieser komplexen Zeichnung ist wahrscheinlich, dass ich mir doof vorkomme."" --- Eine Unbekannte hinterließ diese Nachricht auf dem Bauplan."
1070019,Dampfrohre,Möbel,Ist das Verbindungsstück zwischen Maschine und Antriebsmotor.
1070020,Regler,Möbel,"Dieser Regler hat so viele Ziffern. Sollen wir mal schauen was passiert, wenn wir die 4 und die 2 gleichzeitig drücken?"
52013,Königin Historia,,
652020,Königin Historia,,
752013,Königin Historia,,
930186,5-Sterne Königin·Historia Fragment,Mädchen beschwören,"Sammle 50 Fragmente, um das Mädchen zu beschwören."
7097,Vorteilshafte Liebe,Kostüm,Babels Kostüm Vorteilshafte Liebe
27097,Vorteilshafte Liebe,Kostüm,Babels Kostüm Vorteilshafte Liebe
121,Seelenenergie,Währung,"Wird verwendet, um die Seelen zu stärken"
122,Seelenticket,Seelenticket,"Wird verwendet, um Seelenaufgaben zu erledigen"
25010001,Basis Seelenessence,Seelenmaterial,"Kann benutzt werden, um eine kleine Menge Seelenenergie zu erhalten"
25010002,Mittlere Seelenessence,Seelenmaterial,"Kann benutzt werden, um eine mittlere Menge Seelenenergie zu erhalten"
25010003,Fortgeschrittene Seelenessence,Seelenmaterial,"Kann benutzt werden, um eine große Menge Seelenenergie zu erhalten"
25050500,[Ultimativer Rubin I] Synthesestein,Seelen Synthese Material,"Material, mit dem man das [Ultimativer Rubin I]-Set synthetisieren kann"
25060600,[Beschwörer] Synthesestein,Seelen Synthese Material,"Material, mit dem man das [Beschwörer]-Set synthetisieren kann"
25060700,[Richter] Synthesestein,Seelen Synthese Material,"Material, mit dem man das [Richter]-Set synthetisieren kann"
25060800,[Zerstörer] Synthesestein,Seelen Synthese Material,"Material, mit dem man das [Zerstörer]-Set synthetisieren kann"
25060900,[Dominator] Synthesestein,Seelen Synthese Material,"Material, mit dem man das [Dominator]-Set synthetisieren kann"
25010101,Wasser,Seele,
25010102,Feuer,Seele,
25010103,Wind,Seele,
25010104,Erde,Seele,
25020101,[Normaler Topas I] Wasser,Seele,
25020102,[Normaler Topas I] Feuer,Seele,
25020103,[Normaler Topas II] Wind,Seele,
25020104,[Normaler Topas II] Erde,Seele,
25030101,[Normaler Amethyst I] Waser,Seele,
25030102,[Normaler Amethyst I] Feuer,Seele,
25030103,[Normaler Amethyst II] Wind,Seele,
25030104,[Normaler Amethyst II] Erde,Seele,
25030201,[Primärer Amethyst I] Wasser,Seele,
25030202,[Primärer Amethyst I] Feuer,Seele,
25030203,[Primärer Amethyst I] Wind,Seele,
25030204,[Primärer Amethyst I] Erde,Seele,
25030205,[Primärer Amethyst II] Stern,Seele,
25030206,[Primärer Amethyst II] Mond,Seele,
25030301,[Mittlerer Amethyst I] Wasser,Seele,
25030302,[Mittlerer Amethyst I] Feuer,Seele,
25030303,[Mittlerer Amethyst I] Wind,Seele,
25030304,[Mittlerer Amethyst I] Erde,Seele,
25030305,[Mittlerer Amethyst II] Stern,Seele,
25030306,[Mittlerer Amethyst II] Mond,Seele,
25030401,[Fortgeschrittener Amethyst I] Wasser,Seele,
25030402,[Fortgeschrittener Amethyst I] Feuer,Seele,
25030403,[Fortgeschrittener Amethyst I] Wind,Seele,
25030404,[Fortgeschrittener Amethyst I] Erde,Seele,
25030405,[Fortgeschrittener Amethyst II] Stern,Seele,
25030406,[Fortgeschrittener Amethyst II] Mond,Seele,
25040101,[Normale Jade I] Waser,Seele,
25040102,[Normale Jade I] Feuer,Seele,
25040103,[Normale Jade II] Wind,Seele,
25040104,[Normale Jade II] Erde,Seele,
25040105,[Normale Jade III] Stern,Seele,
25040106,[Normale Jade III] Mond,Seele,
25040201,[Primäre Jade I] Wasser,Seele,
25040202,[Primäre Jade I] Feuer,Seele,
25040203,[Primäre Jade I] Wind,Seele,
25040204,[Primäre Jade I] Erde,Seele,
25040205,[Primäre Jade II] Stern,Seele,
25040206,[Primäre Jade II] Mond,Seele,
25040207,[Primäre Jade II] Sonne,Seele,
25040301,[Mittlere Jade I] Wasser,Seele,
25040302,[Mittlere Jade I] Feuer,Seele,
25040303,[Mittlere Jade I] Wind,Seele,
25040304,[Mittlere Jade I] Erde,Seele,
25040305,[Mittlere Jade II] Stern,Seele,
25040306,[Mittlere Jade II] Mond,Seele,
25040307,[Mittlere Jade II] Sonne,Seele,
25040401,[Fortgeschrittene Jade I] Wasser,Seele,
25040402,[Fortgeschrittene Jade I] Feuer,Seele,
25040403,[Fortgeschrittene Jade I] Wind,Seele,
25040404,[Fortgeschrittene Jade I] Erde,Seele,
25040405,[Fortgeschrittene Jade II] Stern,Seele,
25040406,[Fortgeschrittene Jade II] Mond,Seele,
25040407,[Fortgeschrittene Jade II] Sonne,Seele,
25050101,[Normaler Rubin I] Waser,Seele,
25050102,[Normaler Rubin I] Feuer,Seele,
25050103,[Normaler Rubin II] Wind,Seele,
25050104,[Normaler Rubin II] Erde,Seele,
25050105,[Normaler Rubin III] Stern,Seele,
25050106,[Normaler Rubin III] Mond,Seele,
25050107,[Normaler Rubin III] Sonne,Seele,
25050201,[Primärer Rubin I] Wasser,Seele,
25050202,[Primärer Rubin I] Feuer,Seele,
25050203,[Primärer Rubin I] Wind,Seele,
25050204,[Primärer Rubin I] Erde,Seele,
25050205,[Primärer Rubin II] Stern,Seele,
25050206,[Primärer Rubin II] Mond,Seele,
25050207,[Primärer Rubin II] Sonne,Seele,
25050301,[Mittlerer Rubin I] Wasser,Seele,
25050302,[Mittlerer Rubin I] Feuer,Seele,
25050303,[Mittlerer Rubin I] Wind,Seele,
25050304,[Mittlerer Rubin I] Erde,Seele,
25050305,[Mittlerer Rubin II] Stern,Seele,
25050306,[Mittlerer Rubin II] Mond,Seele,
25050307,[Mittlerer Rubin II] Sonne,Seele,
25050401,[Fortgeschrittener Rubin I] Wasser,Seele,
25050402,[Fortgeschrittener Rubin I] Feuer,Seele,
25050403,[Fortgeschrittener Rubin I] Wind,Seele,
25050404,[Fortgeschrittener Rubin I] Erde,Seele,
25050405,[Fortgeschrittener Rubin I] Stern,Seele,
25050406,[Fortgeschrittener Rubin I] Mond,Seele,
25050407,[Fortgeschrittener Rubin I] Sonne,Seele,
25050501,[Ultimativer Rubin I] Wasser,Seele,
25050502,[Ultimativer Rubin I] Feuer,Seele,
25050503,[Ultimativer Rubin I] Wind,Seele,
25050504,[Ultimativer Rubin I] Erde,Seele,
25050505,[Ultimativer Rubin I] Stern,Seele,
25050506,[Ultimativer Rubin I] Mond,Seele,
25050507,[Ultimativer Rubin I] Sonne,Seele,
25060601,[Beschwörer] Wasser,Seele,
25060602,[Beschwörer] Feuer,Seele,
25060603,[Beschwörer] Wind,Seele,
25060604,[Beschwörer] Erde,Seele,
25060605,[Beschwörer] Stern,Seele,
25060606,[Beschwörer] Mond,Seele,
25060607,[Beschwörer] Sonne,Seele,
25060701,[Richter] Wasser,Seele,
25060702,[Richter] Feuer,Seele,
25060703,[Richter] Wind,Seele,
25060704,[Richter] Erde,Seele,
25060705,[Richter] Stern,Seele,
25060706,[Richter] Mond,Seele,
25060707,[Richter] Sonne,Seele,
25060801,[Zerstörer] Wasser,Seele,
25060802,[Zerstörer] Feuer,Seele,
25060803,[Zerstörer] Wind,Seele,
25060804,[Zerstörer] Erde,Seele,
25060805,[Zerstörer] Stern,Seele,
25060806,[Zerstörer] Mond,Seele,
25060807,[Zerstörer] Sonne,Seele,
25060901,[Dominator] Wasser,Seele,
25060902,[Dominator] Feuer,Seele,
25060903,[Dominator] Wind,Seele,
25060904,[Dominator] Erde,Seele,
25060905,[Dominator] Stern,Seele,
25060906,[Dominator] Mond,Seele,
25060907,[Dominator] Sonne,Seele,
9201,Standardemoji 1,Chat Emoji,
9202,Standardemoji 2,Chat Emoji,
9203,Standardemoji 3,Chat Emoji,
9204,Standardemoji 4,Chat Emoji,
9205,Standardemoji 4,Chat Emoji,
9206,Standardemoji 6,Chat Emoji,
9207,Standardemoji 7,Chat Emoji,
9208,Standardemoji 8,Chat Emoji,
9209,Standardemoji 9,Chat Emoji,
9210,Standardemoji 10,Chat Emoji,
9211,Standardemoji 11,Chat Emoji,
9212,Standardemoji 12,Chat Emoji,
9213,Standardemoji 13,Chat Emoji,
9214,Standardemoji 14,Chat Emoji,
9215,Standardemoji 15,Chat Emoji,
9216,Standardemoji 16,Chat Emoji,
9217,Standardemoji 17,Chat Emoji,
9218,Standardemoji 18,Chat Emoji,
9219,Standardemoji 19,Chat Emoji,
9220,Standardemoji 20,Chat Emoji,
9221,Standardemoji 21,Chat Emoji,
9222,Standardemoji 22,Chat Emoji,
9223,Standardemoji 23,Chat Emoji,
9224,Standardemoji 24,Chat Emoji,
9301,Halloween Emoji 1,Chat Emoji,
9302,Halloween Emoji 2,Chat Emoji,
9303,Halloween Emoji 3,Chat Emoji,
9304,Halloween Emoji 4,Chat Emoji,
9305,Cartoon Emoji 1,Chat Emoji,
9306,Cartoon Emoji 2,Chat Emoji,
9307,Cartoon Emoji 3,Chat Emoji,
9308,Cartoon Emoji 4,Chat Emoji,
9309,Cartoon Emoji 5,Chat Emoji,
9310,Cartoon Emoji 6,Chat Emoji,
9311,Cartoon Emoji 7,Chat Emoji,
9312,Cartoon Emoji 8,Chat Emoji,
124,Exklusive Briefmarke,Eventmaterial,"Spezielles Material, das gegen Items eingetauscht werden kann"
6491,Jadeschatten,,
6492,Jadeschatten,,
6493,Jadeschatten,,
6494,Jadeschatten,,
6495,Jadeschatten,,
6496,Jadeschatten,,
940041,9-Sterne Geisterpuppe (Fragment),Puppe beschwören,"Sammle 50 Fragmente, um eine 9-Sterne-Puppe der Geisterfraktion zu beschwören.\nDie Puppe dient als Material für das Erwecken und Weiterentwickeln der Mädchen."
940042,9-Sterne Menschenpuppe (Fragment),Puppe beschwören,"Sammle 50 Fragmente, um eine 9-Sterne-Puppe der Menschenfraktion zu beschwören.\nDie Puppe dient als Material für das Erwecken und Weiterentwickeln der Mädchen."
940043,9-Sterne Monsterpuppe (Fragment),Puppe beschwören,"Sammle 50 Fragmente, um eine 9-Sterne-Puppe der Monsterfraktion zu beschwören.\nDie Puppe dient als Material für das Erwecken und Weiterentwickeln der Mädchen."
940044,9-Sterne Feenpuppe (Fragment),Puppe beschwören,"Sammle 50 Fragmente, um eine 9-Sterne-Puppe der Feenfraktion zu beschwören.\nDie Puppe dient als Material für das Erwecken und Weiterentwickeln der Mädchen."
940045,9-Sterne Dämonenpuppe (Fragment),Puppe beschwören,"Sammle 50 Fragmente, um eine 9-Sterne-Puppe der Dämonenfraktion zu beschwören.\nDie Puppe dient als Material für das Erwecken und Weiterentwickeln der Mädchen."
940046,9-Sterne Engelspuppe (Fragment),Puppe beschwören,"Sammle 50 Fragmente, um eine 9-Sterne-Puppe der Engelsfraktion zu beschwören.\nDie Puppe dient als Material für das Erwecken und Weiterentwickeln der Mädchen."
125,Mädchen-Wunschkiste,Mädchen-Wunschkiste,Wertvolle Schatzbox. Nach dem Öffnen kannst du dir eine Belohnung aussuchen.
123,Sammelpunkte,Sammelpunkte,"Wenn du genügend Sammlerpunkte gesammelt hast, wird der Sammlerladen entsperrt."
7098,Musketier,Kostüm,Königin·Historias Kostüm Musketier
27098,Musketier,Kostüm,Königin·Historias Kostüm Musketier
126,Fleischspieß,Eventmaterial,"Spezielles Material, das gegen Items eingetauscht werden kann"
127,Eis,Eventmaterial,"Spezielles Material, das gegen Items eingetauscht werden kann"
128,Fruchtsaft,Eventmaterial,"Spezielles Material, das gegen Items eingetauscht werden kann"
8027,Ultimative Arena - Champion,Avatarbildrahmen,Herausforderung - Werde 6 Mal Champion der Ultimativen Arena
8028,Ultimative Arena - Champion,Avatarbildrahmen,Herausforderung - Werde 7 Mal Champion der Ultimativen Arena
8029,Ultimative Arena - Champion,Avatarbildrahmen,Herausforderung - Werde 8 Mal Champion der Ultimativen Arena
8030,Ultimative Arena - Champion,Avatarbildrahmen,Herausforderung - Werde 9 Mal Champion der Ultimativen Arena
8031,Ultimative Arena - Champion,Avatarbildrahmen,Herausforderung - Werde 10 Mal Champion der Ultimativen Arena
8032,Anfänger-Sammler,Avatarbildrahmen,Kann im Sammlerladen erhalten werden
8033,Normaler Sammler,Avatarbildrahmen,Kann im Sammlerladen erhalten werden
8034,Legendärer Sammler,Avatarbildrahmen,Kann im Sammlerladen erhalten werden
20001035,Avatar für Anfänger-Sammler,Spezieller Avatar,Exklusiver Avatar aus dem Sammlerladen
20001036,Avatar für Normalen Sammler,Spezieller Avatar,Exklusiver Avatar aus dem Sammlerladen
20001037,Avatar für Legendären Sammler,Spezieller Avatar,Exklusiver Avatar aus dem Sammlerladen
930187,5-Sterne Kratos Fragment,Mädchen beschwören,"Sammle 50 Fragmente, um das Mädchen zu beschwören."
55007,Kratos,,
655016,Kratos,,
755006,Kratos,,
930188,5-Sterne Lucifal Fragment,Mädchen beschwören,"Sammle 50 Fragmente, um das Mädchen zu beschwören."
56006,Lucifal,,
656016,Lucifal,,
756006,Lucifal,,
129,Date Kapital,Eventmaterial,"Eventmaterial: Kann für das Event ""Herzschlag"" verwendet werden."
130,Rote Rose,Spezielles Material,"Spezielles Material, das im Laden des Events Herzschlag gegen Items eingetauscht werden kann."
131,Herzkristall,Eventmaterial,"Eventmaterial: Wird beim Event ""Herzschlag"" dazu verwendet, um deinen Fortschritt auf der Karte zu erhöhen. Jedes Mal, wenn du es benutzt, kannst du beliebig 1-3 Schritte nach vorne gehen."
132,Liebesdiamant,Eventmaterial,"Eventmaterial: Wird beim Event ""Herzschlag"" dazu verwendet, um deinen Fortschritt auf der Karte zu erhöhen. Jedes Mal, wenn du es benutzt, kannst du beliebig 1-3 Schritte nach vorne gehen."
133,Mädchen-Auswahlbox,Mädchenbox,Wertvolle Geschenkbox. Nach dem Öffnen erhälst du 50 5-Sterne Kratos- Fragmente oder 50 5-Sterne Lufical-Fragmente.
134,Prüfungszertifikat,Eventmaterial,"Eventmaterial: Wird für das Event ""Aufnahmeprüfung"" verwendet."
1080001,Geheime Tapete,Möbel,Tapete mit komischen Mustern.
1080002,Geheimer Fliesenboden,Möbel,"Die Fliesen sind seltsam sauber dafür, dass normalerweise niemand diesen Raum betritt..."
1080003,Geheimer Teppich,Möbel,Dicker Teppich. Auf diesem kannst du bestimmt einen guten Mittagsschlaf mit schönen Träumen haben~
1080004,Geheimes Sofa,Möbel,"Dieses gemütliche Sofa sieht so aus, als würde es auch dann nicht zusammenbrechen, wenn man wild darauf herumspringt. Es ist definitiv von guter Qualität."
1080005,Geheime Trennwand,Möbel,"Eine normale Trennwand, mit der man nicht nur Arbeiten und Freizeit gut voneinander trennen kann, sondern auch die Vergangenheit und die Zukunft."
1080006,Kommode,Möbel,"Luxuriöse Kommode. Wer weiß, was sich dort drinnen versteckt~"
1080007,Ankleidehocker,Möbel,"Ein quadratischer Hocker, auf dem du zur Ruhe kommen und dich auf das Wesentliche konzentrieren kannst."
1080008,Schminktisch,Möbel,"Was macht dieser Tisch im geheimen Zimmer? Er kann nicht so gewöhnlich sein, wie er aussieht!"
1080009,Spiegel,Möbel,Ein Spiegel kann nur das Äußere eines Menschen widerspiegeln. Nicht aber das Innere.
1080010,Besondere Vorhänge,Möbel,"Sehr edle Vorhänge aus feinem Stoff, die vor dem Fenster des geheimen Raums hängen."
135,Liebesgeschenk,Ressourcen-Box,"Wertvolle Geschenkbox: Wenn du sie öffnest, kannst du ein zufälliges Geschenk erhalten: 10 organene Antiquitätenfragmente, 10 5-Sterne Elite-Mädchen-Fragmente, 20 5-Sterne Eliteengel-Mädchen-Fragemente, 10 5-Sterne Elitedämonen-Mädchen-Fragmente, 50 5-Sterne Mädchen-Fragemente, 30 4-Sterne Mädchen-Fragmente"
7099,Sommergefühle,Kostüm,Phönixs Kostüm Sommergefühle
27099,Sommergefühle,Kostüm,Phönixs Kostüm Sommergefühle
7100,Tee-Masterin,Kostüm,KongMings Kostüm Tee-Masterin
27100,Tee-Masterin,Kostüm,KongMings Kostüm Tee-Masterin
7101,Elegante Dame,Kostüm,Gianas Kostüm Elegante Dame
27101,Elegante Dame,Kostüm,Gianas Kostüm Elegante Dame
7102,Sommerlust,Kostüm,Fencers Kostüm Sommerlust
27102,Sommerlust,Kostüm,Fencers Kostüm Sommerlust
7103,Flügel der Zeit,Kostüm,Phönixs Kostüm Flügel der Zeit. Erhältlich während des Dampffestivals
27103,Flügel der Zeit,Kostüm,Phönixs Kostüm Flügel der Zeit. Erhältlich während des Dampffestivals
8035,Mechanischer Schimmer,Avatarbildrahmen,Kann durch den Kauf des Schwarzgoldpasses während des 2. Dampffestivals erhalten werden
136,SP Energie,SP Energie,"Eventmaterial: Kann verwendet werden, um während des SP-Energie Events Mädchen zu beschwören."
137,Jubiläums-Kerze,Eventmaterial,Kann dir in der Nacht die Wege auf dem Campus erleuchten.
138,Jubiläums-Ball,Eventmaterial,Mit diesem Ball ziehst du die Aufmerksamkeit des gesamten Campus auf dich.
139,Konfettikracher,Eventmaterial,Sorgt für gute Stimung auf einer Party. Darf auf keinen Fall fehlen.
140,Jubiläums-Ballon,Eventmaterial,Darf bei einer schönen Dekoration des Campus auf keinen Fall fehlen!
141,Geburtstagshut,Eventmaterial,Ein Geburtstag muss auf jeden Fall gefeiert werden und darf nicht einfach so in Stille vorübergehen. Dieser Hut darf auf der Feier nicht fehlen!
142,Fahne,Eventmaterial,"Stelle sie auf den Jubiläumsplatz, sodass der Wind mit den Menschen zusammen feiern kann."
143,Karte zum Jubiläum,Eventmaterial,"Kann verwendet werden, um die guten Wünsche zur Feier aufzuschreiben. Ein Muss für jede Feier."
144,Geburtstagsbanner,Eventmaterial,Hier kannst du alle Glückwünsche der eingeladenen Gäste drauf schreiben. Ein Muss für jede Feier.
145,Kleiner Kuchen,Eventmaterial,Für viele bedeutet Feiern einfach nur den ganzen Tag Süßigkeiten zu essen. Dieser kleine Kuchen darf deshalb bei keiner Feier fehlen.
146,Spielkarte,Eventmaterial,"Eventmaterial: Wird für das Event ""Glückskarten"" verwendet."
7104,Alpha-Wolf,Kostüm,Fenrirs Kostüm Alpha-Wolf
27104,Alpha-Wolf,Kostüm,Fenrirs Kostüm Alpha-Wolf
147,Master-Farbe,Eventmaterial,"Eventmaterial: Wird beim Event ""Puzzeln"" verwendet und kann beim Event ""Den Campus erkunden"" gesammelt werden."
8036,Rahmen zum 2ten Jubiläum,Avatarbildrahmen,"Avatarbildrahmen zur Jubiläumsfeier in 2020, erhältlich im limitierten Event"
7105,Geburtstags-Magie,Kostüm,Draculas Kostüm Geburtstags-Magie
27105,Geburtstags-Magie,Kostüm,Draculas Kostüm Geburtstags-Magie
148,Karte zum 2ten Jubiläum,Eventmaterial,"Eventmaterial: Wird beim Event ""Jubiläumskuchen"" verwendet."
20001038,Avatar zum 2ten Jubiläum,Spezieller Avatar,Limitierter Avatar für das Event zum 2ten Jubiläum
4101001,5-Sterne-Auswahlbox (Limitiert),Auswahlbox,"Nach dem Öffnen kannst du dir ein Geister, Menschen, Monster und Feen 5-Sterne-Mädchen als Belohnung aussuchen. (Tippe auf die Lupe oben rechts für mehr Details. Nachdem du die Box erhalten hast, werden sich die Belohnungen nicht mehr ändern.)"
4101002,6-Sterne-Puppe-Auswahlbox (Limitiert),Auswahlbox,"Nach dem Öffnen kannst du dir eine der folgenden Belohnungen aussuchen: Geister-, Menschen-, Monster- oder Feenpuppe (6-Sterne)."
4501001,Ausrüstungsset-Auswahlbox (Limitiert),Auswahlbox,"Wähle und erhalte ein Ausrüstungsset für Krieger, Magier, Ranger, Mörder oder Priester."
4102001,5-Sterne-Auswahlbox (Limitiert),Auswahlbox,"Nach dem Öffnen kannst du dir 5 Engel Mädchen-Fragmente oder 5 Dämonen Mädchen-Fragmenten (beide 5-Sterne) als Belohnung aussuchen. (Tippe auf die Lupe oben rechts für Details. Nachdem du die Box erhalten hast, werden sich die Belohnungen nicht mehr ändern.)"
4102002,6-Sterne-Puppe-Auswahlbox (Limitiert),Auswahlbox,Nach dem Öffnen kannst du dir eine der folgenden Belohnungen aussuchen: Dämonen- oder Engelspuppe (6-Sterne).
9107,Ist es das?,Chat Emoji,Draculas Emoji 1 zum 2ten Jubiläum
9108,Ich verstehe,Chat Emoji,Draculas Emoji 2 zum 2ten Jubiläum
9109,Ich bin böse,Chat Emoji,Draculas Emoji 3 zum 2ten Jubiläum
9110,Herzlichen Glückwunsch,Chat Emoji,Draculas Emoji 4 zum 2ten Jubiläum
9111,Isst du auch was?,Chat Emoji,Auroras Emoji 1 zum 2ten Jubiläum
9112,"Gluck, gluck",Chat Emoji,Auroras Emoji 2 zum 2ten Jubiläum
9113,Träum schön,Chat Emoji,Auroras Emoji 3 zum 2ten Jubiläum
9114,Überraschung,Chat Emoji,Auroras Emoji 4 zum 2ten Jubiläum
4102003,Kratos&Lucifal Auswahlbox,Auswahlbox,Wähle und erhalte 50 Fragmente von 5-Sterne Kratos oder 5-Sterne Lucifal.
149,Krieger-Schatzkiste,Set-Schatzkiste,Set-Schatzkiste: Nach dem Öffnen erhältst du ein Krieger-Set mit 4 Krieger-Spezialausrüstungen
150,Magier-Schatzkiste,Set-Schatzkiste,Set-Schatzkiste: Nach dem Öffnen erhältst du ein Magier-Set mit 4 Magier-Spezialausrüstungen
151,Ranger-Schatzkiste,Set-Schatzkiste,Set-Schatzkiste: Nach dem Öffnen erhältst du ein Ranger-Set mit 4 Ranger-Spezialausrüstungen
152,Mörder-Schatzkiste,Set-Schatzkiste,Set-Schatzkiste: Nach dem Öffnen erhältst du ein Mörder-Set mit 4 Mörder-Spezialausrüstungen
153,Priester-Schatzkiste,Set-Schatzkiste,Set-Schatzkiste: Nach dem Öffnen erhältst du ein Priester-Set mit 4 Priester-Spezialausrüstungen
6497,Festlicher Zauberstab,,
6498,Festlicher Zauberstab,,
6499,Festlicher Zauberstab,,
6500,Festlicher Zauberstab,,
6501,Festlicher Zauberstab,,
6502,Festlicher Zauberstab,,
2000042,Feiertagskuchen zum 2ten Jubiläum,Hintergrundbild,Kann als Hintergrundbild des Ladebildschirms (Kampf) eingestellt werden
7106,Lila Champagner,Kostüm,Auroras Kostüm Lila Champagner
27106,Lila Champagner,Kostüm,Auroras Kostüm Lila Champagner
7107,Kriegsgöttin,Kostüm,Kratos Kostüm Kriegsgöttin
