id,res,length,loops,is_play_self,delay,type,desc,volume,destroy,pause_bg,is_ogg
440051301,partner_sound/masu_web/masu_voice17,9.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
440051401,partner_sound/masu_web/masu_voice18,7.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
440051501,partner_sound/masu_web/masu_voice19,12.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
440051502,partner_sound/masu_web/masu_voice20,13.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
440051503,partner_sound/masu_web/masu_voice21,11.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
440051504,partner_sound/masu_web/masu_voice22,15.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
440051601,partner_sound/masu_web/masu_voice23,11.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
440051701,partner_sound/masu_web/masu_voice25,7.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
440051801,partner_sound/masu_web/masu_voice24,5.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
440051901,partner_sound/masu_web/masu_voice26,12.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
440052001,partner_sound/masu_web/masu_voice27,8.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
440052101,partner_sound/masu_web/masu_voice28,15.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
440052201,partner_sound/masu_web/masu_voice29,9.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
440052301,partner_sound/masu_web/masu_voice30,3.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
440052401,partner_sound/masu_web/masu_voice31,2.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
440052501,partner_sound/masu_web/masu_voice32,6.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
440052601,partner_sound/masu_web/masu_voice33,4.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
440052801,partner_sound/masu_web/masu_voice16,7.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
440060201,partner_sound/lidian_web/lidian_voice1,6.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.1,
440060202,partner_sound/lidian_web/lidian_voice2,12.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.1,
440060203,partner_sound/lidian_web/lidian_voice3,8.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.1,
440060204,partner_sound/lidian_web/lidian_voice4,5.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.1,
440060205,partner_sound/lidian_web/lidian_voice5,20.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.1,
440060301,partner_sound/lidian_web/lidian_voice6,4.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.1,
440060401,partner_sound/lidian_web/lidian_voice7,7.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.1,
440060501,partner_sound/lidian_web/lidian_voice8,3.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.5,
440060601,partner_sound/lidian_web/lidian_voice9,2.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.5,
440060701,partner_sound/lidian_web/lidian_voice10,3.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
440060801,partner_sound/lidian_web/lidian_voice11,5.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
440060901,partner_sound/lidian_web/lidian_voice12,5.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
440061101,partner_sound/lidian_web/lidian_voice14,6.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
440061102,partner_sound/lidian_web/lidian_voice15,4.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
440061301,partner_sound/lidian_web/lidian_voice17,4.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
440061401,partner_sound/lidian_web/lidian_voice18,4.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
440061501,partner_sound/lidian_web/lidian_voice19,7.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
440061502,partner_sound/lidian_web/lidian_voice20,7.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
440061503,partner_sound/lidian_web/lidian_voice21,7.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
440061504,partner_sound/lidian_web/lidian_voice22,15.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
440061601,partner_sound/lidian_web/lidian_voice23,16.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
440061701,partner_sound/lidian_web/lidian_voice25,5.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
440061801,partner_sound/lidian_web/lidian_voice24,4.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
440061901,partner_sound/lidian_web/lidian_voice26,11.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
440062001,partner_sound/lidian_web/lidian_voice27,10.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
440062101,partner_sound/lidian_web/lidian_voice28,9.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
440062201,partner_sound/lidian_web/lidian_voice29,7.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
440062301,partner_sound/lidian_web/lidian_voice30,6.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
440062401,partner_sound/lidian_web/lidian_voice31,7.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
440062501,partner_sound/lidian_web/lidian_voice32,4.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
440062601,partner_sound/lidian_web/lidian_voice33,6.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
440062801,partner_sound/lidian_web/lidian_voice16,8.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
440070201,partner_sound/hetaihou_web/hetaihou_voice1,11.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.1,
440070202,partner_sound/hetaihou_web/hetaihou_voice2,16.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.1,
440070203,partner_sound/hetaihou_web/hetaihou_voice3,11.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.1,
440070204,partner_sound/hetaihou_web/hetaihou_voice4,11.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.1,
440070205,partner_sound/hetaihou_web/hetaihou_voice5,4.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.1,
440070301,partner_sound/hetaihou_web/hetaihou_voice6,1.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.1,
440070401,partner_sound/hetaihou_web/hetaihou_voice7,12.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.1,
440070501,partner_sound/hetaihou_web/hetaihou_voice8,1.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.5,
440070601,partner_sound/hetaihou_web/hetaihou_voice9,1.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.5,
440070701,partner_sound/hetaihou_web/hetaihou_voice10,4.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
440070801,partner_sound/hetaihou_web/hetaihou_voice11,5.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
440070901,partner_sound/hetaihou_web/hetaihou_voice12,5.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
440071001,partner_sound/hetaihou_web/hetaihou_voice13,5.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
440071101,partner_sound/hetaihou_web/hetaihou_voice14,4.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
440071102,partner_sound/hetaihou_web/hetaihou_voice15,4.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
440071301,partner_sound/hetaihou_web/hetaihou_voice17,4.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
440071401,partner_sound/hetaihou_web/hetaihou_voice18,5.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
440071501,partner_sound/hetaihou_web/hetaihou_voice19,4.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
440071502,partner_sound/hetaihou_web/hetaihou_voice20,10.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
440071503,partner_sound/hetaihou_web/hetaihou_voice21,6.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
440071504,partner_sound/hetaihou_web/hetaihou_voice22,8.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
440071601,partner_sound/hetaihou_web/hetaihou_voice23,10.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
440071701,partner_sound/hetaihou_web/hetaihou_voice25,3.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
440071801,partner_sound/hetaihou_web/hetaihou_voice24,3.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
440071901,partner_sound/hetaihou_web/hetaihou_voice26,5.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
440072001,partner_sound/hetaihou_web/hetaihou_voice27,8.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
440072101,partner_sound/hetaihou_web/hetaihou_voice28,3.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
440072201,partner_sound/hetaihou_web/hetaihou_voice29,6.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
440072301,partner_sound/hetaihou_web/hetaihou_voice30,9.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
440072401,partner_sound/hetaihou_web/hetaihou_voice31,5.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
440072501,partner_sound/hetaihou_web/hetaihou_voice32,8.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
440072601,partner_sound/hetaihou_web/hetaihou_voice33,8.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
440072801,partner_sound/hetaihou_web/hetaihou_voice16,9.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
440080201,partner_sound/zhangzhongjing_web/zhangzhongjing_voice1,9.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.1,
440080202,partner_sound/zhangzhongjing_web/zhangzhongjing_voice2,8.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.1,
440080203,partner_sound/zhangzhongjing_web/zhangzhongjing_voice3,8.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.1,
440080204,partner_sound/zhangzhongjing_web/zhangzhongjing_voice4,5.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.1,
440080205,partner_sound/zhangzhongjing_web/zhangzhongjing_voice5,5.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.1,
440080301,partner_sound/zhangzhongjing_web/zhangzhongjing_voice6,3.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.1,
440080401,partner_sound/zhangzhongjing_web/zhangzhongjing_voice7,9.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.1,
440080501,partner_sound/zhangzhongjing_web/zhangzhongjing_voice8,2.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.5,
440080601,partner_sound/zhangzhongjing_web/zhangzhongjing_voice9,2.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.5,
440080701,partner_sound/zhangzhongjing_web/zhangzhongjing_voice10,3.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
440080801,partner_sound/zhangzhongjing_web/zhangzhongjing_voice11,11.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
440080901,partner_sound/zhangzhongjing_web/zhangzhongjing_voice12,6.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
440081001,partner_sound/zhangzhongjing_web/zhangzhongjing_voice13,8.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
440081101,partner_sound/zhangzhongjing_web/zhangzhongjing_voice14,5.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
440081102,partner_sound/zhangzhongjing_web/zhangzhongjing_voice15,6.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
440081301,partner_sound/zhangzhongjing_web/zhangzhongjing_voice17,4.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
440081401,partner_sound/zhangzhongjing_web/zhangzhongjing_voice18,6.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
440081501,partner_sound/zhangzhongjing_web/zhangzhongjing_voice19,8.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
440081502,partner_sound/zhangzhongjing_web/zhangzhongjing_voice20,6.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
440081503,partner_sound/zhangzhongjing_web/zhangzhongjing_voice21,6.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
440081504,partner_sound/zhangzhongjing_web/zhangzhongjing_voice22,7.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
440081601,partner_sound/zhangzhongjing_web/zhangzhongjing_voice23,7.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
440081701,partner_sound/zhangzhongjing_web/zhangzhongjing_voice25,2.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
440081801,partner_sound/zhangzhongjing_web/zhangzhongjing_voice24,2.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
440081901,partner_sound/zhangzhongjing_web/zhangzhongjing_voice26,6.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
440082001,partner_sound/zhangzhongjing_web/zhangzhongjing_voice27,5.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
440082101,partner_sound/zhangzhongjing_web/zhangzhongjing_voice28,5.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
440082201,partner_sound/zhangzhongjing_web/zhangzhongjing_voice29,6.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
440082301,partner_sound/zhangzhongjing_web/zhangzhongjing_voice30,6.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
440082401,partner_sound/zhangzhongjing_web/zhangzhongjing_voice31,2.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
440082501,partner_sound/zhangzhongjing_web/zhangzhongjing_voice32,4.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
440082601,partner_sound/zhangzhongjing_web/zhangzhongjing_voice33,2.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
440082801,partner_sound/zhangzhongjing_web/zhangzhongjing_voice16,4.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
450010201,partner_sound/jiaxu_web/jiaxu_voice1,6.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.1,
450010202,partner_sound/jiaxu_web/jiaxu_voice2,6.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.1,
450010203,partner_sound/jiaxu_web/jiaxu_voice3,6.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.1,
450010204,partner_sound/jiaxu_web/jiaxu_voice4,9.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.1,
450010205,partner_sound/jiaxu_web/jiaxu_voice5,16.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.1,
450010301,partner_sound/jiaxu_web/jiaxu_voice6,3.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.1,
450010401,partner_sound/jiaxu_web/jiaxu_voice7,11.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.1,
450010501,partner_sound/jiaxu_web/jiaxu_voice8,2.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.5,
450010601,partner_sound/jiaxu_web/jiaxu_voice9,3.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.5,
450010701,partner_sound/jiaxu_web/jiaxu_voice10,6.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
450010801,partner_sound/jiaxu_web/jiaxu_voice11,5.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
450010901,partner_sound/jiaxu_web/jiaxu_voice12,7.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
450011001,partner_sound/jiaxu_web/jiaxu_voice13,6.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
450011101,partner_sound/jiaxu_web/jiaxu_voice14,6.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
450011102,partner_sound/jiaxu_web/jiaxu_voice15,4.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
450011301,partner_sound/jiaxu_web/jiaxu_voice17,3.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
450011401,partner_sound/jiaxu_web/jiaxu_voice18,3.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
450011501,partner_sound/jiaxu_web/jiaxu_voice19,5.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
450011502,partner_sound/jiaxu_web/jiaxu_voice20,5.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
450011503,partner_sound/jiaxu_web/jiaxu_voice21,5.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
450011504,partner_sound/jiaxu_web/jiaxu_voice22,9.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
450011601,partner_sound/jiaxu_web/jiaxu_voice23,16.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
450011701,partner_sound/jiaxu_web/jiaxu_voice25,6.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
450011801,partner_sound/jiaxu_web/jiaxu_voice24,3.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
450011901,partner_sound/jiaxu_web/jiaxu_voice26,6.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
450012001,partner_sound/jiaxu_web/jiaxu_voice27,5.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
450012101,partner_sound/jiaxu_web/jiaxu_voice28,6.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
450012201,partner_sound/jiaxu_web/jiaxu_voice29,12.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
450012301,partner_sound/jiaxu_web/jiaxu_voice30,3.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
450012401,partner_sound/jiaxu_web/jiaxu_voice31,5.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
450012501,partner_sound/jiaxu_web/jiaxu_voice32,5.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
450012601,partner_sound/jiaxu_web/jiaxu_voice33,3.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
450012801,partner_sound/jiaxu_web/jiaxu_voice16,4.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
450020201,partner_sound/wanglang_web/wanglang_voice1,8.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.1,
450020202,partner_sound/wanglang_web/wanglang_voice2,8.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.1,
450020203,partner_sound/wanglang_web/wanglang_voice3,10.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.1,
450020204,partner_sound/wanglang_web/wanglang_voice4,9.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.1,
450020205,partner_sound/wanglang_web/wanglang_voice5,9.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.1,
450020301,partner_sound/wanglang_web/wanglang_voice6,1.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.1,
450020401,partner_sound/wanglang_web/wanglang_voice7,11.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.1,
450020501,partner_sound/wanglang_web/wanglang_voice8,2.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.5,
450020601,partner_sound/wanglang_web/wanglang_voice9,1.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.5,
450020701,partner_sound/wanglang_web/wanglang_voice10,5.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
450020801,partner_sound/wanglang_web/wanglang_voice11,6.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
450020901,partner_sound/wanglang_web/wanglang_voice12,13.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
450021001,partner_sound/wanglang_web/wanglang_voice13,11.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
450021101,partner_sound/wanglang_web/wanglang_voice14,9.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
450021102,partner_sound/wanglang_web/wanglang_voice15,5.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
450021301,partner_sound/wanglang_web/wanglang_voice17,9.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
450021401,partner_sound/wanglang_web/wanglang_voice18,7.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
450021501,partner_sound/wanglang_web/wanglang_voice19,6.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
450021502,partner_sound/wanglang_web/wanglang_voice20,9.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
450021503,partner_sound/wanglang_web/wanglang_voice21,6.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
450021504,partner_sound/wanglang_web/wanglang_voice22,7.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
450021601,partner_sound/wanglang_web/wanglang_voice23,17.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
450021701,partner_sound/wanglang_web/wanglang_voice25,2.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
450021801,partner_sound/wanglang_web/wanglang_voice24,4.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
450021901,partner_sound/wanglang_web/wanglang_voice26,9.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
450022001,partner_sound/wanglang_web/wanglang_voice27,7.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
450022101,partner_sound/wanglang_web/wanglang_voice28,3.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
450022201,partner_sound/wanglang_web/wanglang_voice29,6.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
450022301,partner_sound/wanglang_web/wanglang_voice30,3.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
450022401,partner_sound/wanglang_web/wanglang_voice31,6.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
450022501,partner_sound/wanglang_web/wanglang_voice32,10.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
450022601,partner_sound/wanglang_web/wanglang_voice33,2.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
450022801,partner_sound/wanglang_web/wanglang_voice16,3.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
450030201,partner_sound/liru_web/liru_voice1,4.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.1,
450030202,partner_sound/liru_web/liru_voice2,8.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.1,
450030203,partner_sound/liru_web/liru_voice3,12.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.1,
450030204,partner_sound/liru_web/liru_voice4,8.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.1,
450030205,partner_sound/liru_web/liru_voice5,11.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.1,
450030301,partner_sound/liru_web/liru_voice6,4.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.1,
450030401,partner_sound/liru_web/liru_voice7,10.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.1,
450030501,partner_sound/liru_web/liru_voice8,2.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.5,
450030601,partner_sound/liru_web/liru_voice9,2.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.5,
450030701,partner_sound/liru_web/liru_voice10,11.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
450030801,partner_sound/liru_web/liru_voice11,12.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
450030901,partner_sound/liru_web/liru_voice12,10.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
450031001,partner_sound/liru_web/liru_voice13,9.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
450031101,partner_sound/liru_web/liru_voice14,6.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
450031102,partner_sound/liru_web/liru_voice15,7.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
450031301,partner_sound/liru_web/liru_voice17,3.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
450031401,partner_sound/liru_web/liru_voice18,3.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
450031501,partner_sound/liru_web/liru_voice19,4.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
450031502,partner_sound/liru_web/liru_voice20,4.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
450031503,partner_sound/liru_web/liru_voice21,7.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
450031504,partner_sound/liru_web/liru_voice22,10.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
450031601,partner_sound/liru_web/liru_voice23,13.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
450031701,partner_sound/liru_web/liru_voice25,3.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
450031801,partner_sound/liru_web/liru_voice24,3.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
450031901,partner_sound/liru_web/liru_voice26,5.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
450032001,partner_sound/liru_web/liru_voice27,4.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
450032101,partner_sound/liru_web/liru_voice28,5.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
450032201,partner_sound/liru_web/liru_voice29,6.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
450032301,partner_sound/liru_web/liru_voice30,4.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
450032401,partner_sound/liru_web/liru_voice31,3.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
450032501,partner_sound/liru_web/liru_voice32,12.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
450032601,partner_sound/liru_web/liru_voice33,2.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
450032801,partner_sound/liru_web/liru_voice16,11.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
460010201,partner_sound/chengyu_web/chengyu_voice1,6.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.1,
460010202,partner_sound/chengyu_web/chengyu_voice2,8.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.1,
460010203,partner_sound/chengyu_web/chengyu_voice3,10.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.1,
460010204,partner_sound/chengyu_web/chengyu_voice4,9.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.1,
