id,unknown_2,name
752006041,조식,이문자·호,"공격 시 80%의 확률로 적의 치명타 16% 감소, 3라운드 동안 자신의 공격력 25% 증가(중복 가능)."
752006042,조식,이문자·호,"공격 시 80%의 확률로 적의 치명타 16% 감소, 3라운드 동안 자신의 공격력 26% 증가(중복 가능)."
752006043,조식,이문자·호,"공격 시 80%의 확률로 적의 치명타 17% 감소, 3라운드 동안 자신의 공격력 26% 증가(중복 가능)."
752006044,조식,이문자·호,"공격 시 80%의 확률로 적의 치명타 17% 감소, 3라운드 동안 자신의 공격력 27% 증가(중복 가능)."
752006045,조식,이문자·호,"공격 시 85%의 확률로 적의 치명타 17% 감소, 3라운드 동안 자신의 공격력 27% 증가(중복 가능)."
752007011,순욱,폭풍 러쉬,"랜덤으로 2명의 뒷줄 적에게 공격력의 127% 대미지 부여, 3라운드 동안 모든 아군의 HP(공격력의 204%) 회복, 30%의 확률로 공격력의 346% 회복."
752007012,순욱,폭풍 러쉬,"랜덤으로 2명의 뒷줄 적에게 공격력의 129% 대미지 부여, 3라운드 동안 모든 아군의 HP(공격력의 208%) 회복, 30%의 확률로 공격력의 352% 회복."
752007013,순욱,폭풍 러쉬,"랜덤으로 2명의 뒷줄 적에게 공격력의 131% 대미지 부여, 3라운드 동안 모든 아군의 HP(공격력의 212%) 회복, 30%의 확률로 공격력의 358% 회복."
752007014,순욱,폭풍 러쉬,"랜덤으로 2명의 뒷줄 적에게 공격력의 133% 대미지 부여, 3라운드 동안 모든 아군의 HP(공격력의 216%) 회복, 30%의 확률로 공격력의 364% 회복."
752007015,순욱,폭풍 러쉬,"랜덤으로 2명의 뒷줄 적에게 공격력의 135% 대미지 부여, 3라운드 동안 모든 아군의 HP(공격력의 220%) 회복, 30%의 확률로 공격력의 370% 회복."
752007021,순욱,춘풍,"공격 시 100% 확률로 51%의 추가적인 [c][01a310]연소[-][/c] 대미지를 입히고, 랜덤으로 아군 1명의 HP를 3라운드 동안 공격력의 51%만큼 회복.\n[c][01a310]연소: [-][/c]\n지속 대미지, 연소 시 1차 대미지를 입히며 연소 효과 발동 기간 동안 매 라운드가 시작할 때마다 대미지를 입힌다."
752007022,순욱,춘풍,"공격 시 100% 확률로 52%의 추가적인 [c][01a310]연소[-][/c] 대미지를 입히고, 랜덤으로 아군 1명의 HP를 3라운드 동안 공격력의 52%만큼 회복.\n[c][01a310]연소: [-][/c]\n지속 대미지, 연소 시 1차 대미지를 입히며 연소 효과 발동 기간 동안 매 라운드가 시작할 때마다 대미지를 입힌다."
752007023,순욱,춘풍,"공격 시 100% 확률로 53%의 추가적인 [c][01a310]연소[-][/c] 대미지를 입히고, 랜덤으로 아군 1명의 HP를 3라운드 동안 공격력의 53%만큼 회복.\n[c][01a310]연소: [-][/c]\n지속 대미지, 연소 시 1차 대미지를 입히며 연소 효과 발동 기간 동안 매 라운드가 시작할 때마다 대미지를 입힌다."
752007024,순욱,춘풍,"공격 시 100% 확률로 54%의 추가적인 [c][01a310]연소[-][/c] 대미지를 입히고, 랜덤으로 아군 1명의 HP를 3라운드 동안 공격력의 54%만큼 회복.\n[c][01a310]연소: [-][/c]\n지속 대미지, 연소 시 1차 대미지를 입히며 연소 효과 발동 기간 동안 매 라운드가 시작할 때마다 대미지를 입힌다."
752007025,순욱,춘풍,"공격 시 100% 확률로 55%의 추가적인 [c][01a310]연소[-][/c] 대미지를 입히고, 랜덤으로 아군 1명의 HP를 3라운드 동안 공격력의 55%만큼 회복.\n[c][01a310]연소: [-][/c]\n지속 대미지, 연소 시 1차 대미지를 입히며 연소 효과 발동 기간 동안 매 라운드가 시작할 때마다 대미지를 입힌다."
752007031,순욱,바람의 영혼,"HP 37%, 공격력 25% 증가."
752007032,순욱,바람의 영혼,"HP 37%, 공격력 27% 증가."
752007033,순욱,바람의 영혼,"HP 37.5%, 공격력 27% 증가."
752007034,순욱,바람의 영혼,"HP 37.5%, 공격력 27.5% 증가."
752007035,순욱,바람의 영혼,"HP 38%, 공격력 28% 증가."
752007041,순욱,바람의 요정,"자신의 HP가 30%이하일 때, 모든 아군의 HP(공격력의 137%) 회복(1회만 적용)."
752007042,순욱,바람의 요정,"자신의 HP가 30%이하일 때, 모든 아군의 HP(공격력의 140%) 회복(1회만 적용)."
752007043,순욱,바람의 요정,"자신의 HP가 30%이하일 때, 모든 아군의 HP(공격력의 143%) 회복(1회만 적용)."
752007044,순욱,바람의 요정,"자신의 HP가 30%이하일 때, 모든 아군의 HP(공격력의 145%) 회복(1회만 적용)."
752007045,순욱,바람의 요정,"자신의 HP가 30%이하일 때, 모든 아군의 HP(공격력의 147%) 회복(1회만 적용)."
752008011,초선,치명적 유혹,"모든 적에게 공격력 118%의 대미지를 입히고, 아군의 속도 30, 공격력 20% 증가. 또한 3라운드 동안 적의 정밀 20% 감소."
752008012,초선,치명적 유혹,"모든 적에게 공격력 120%의 대미지를 입히고, 아군의 속도 30, 공격력 20% 증가. 또한 3라운드 동안 적의 정밀 20% 감소."
752008013,초선,치명적 유혹,"모든 적에게 공격력 122%의 대미지를 입히고, 아군의 속도 30, 공격력 20% 증가. 또한 3라운드 동안 적의 정밀 20% 감소."
752008014,초선,치명적 유혹,"모든 적에게 공격력 125%의 대미지를 입히고, 아군의 속도 30, 공격력 20% 증가. 또한 3라운드 동안 적의 정밀 20% 감소."
752008015,초선,치명적 유혹,"모든 적에게 공격력 128%의 대미지를 입히고, 아군의 속도 30, 공격력 22% 증가. 또한 3라운드 동안 적의 정밀 22% 감소."
752008021,초선,투명 가운,"HP 42%, 속도 50 증가."
752008022,초선,투명 가운,"HP 42%, 속도 55 증가."
752008023,초선,투명 가운,"HP 42.5%, 속도 55 증가."
752008024,초선,투명 가운,"HP 42.5%, 속도 60 증가."
752008025,초선,투명 가운,"HP 43%, 속도 60 증가."
752008031,초선,심령 진폭,일반 공격 시 랜덤으로 3명의 적에게 공격력 82%의 대미지 부여.
752008032,초선,심령 진폭,일반 공격 시 랜덤으로 3명의 적에게 공격력 84%의 대미지 부여.
752008033,초선,심령 진폭,일반 공격 시 랜덤으로 3명의 적에게 공격력 86%의 대미지 부여.
752008034,초선,심령 진폭,일반 공격 시 랜덤으로 3명의 적에게 공격력 88%의 대미지 부여.
752008035,초선,심령 진폭,일반 공격 시 랜덤으로 3명의 적에게 공격력 90%의 대미지 부여.
752008041,초선,불같은 욕망,"HP가 50%이하일 때, 3라운드 동안 아군의 공격력 30.5% 증가, 모든 적의 방어력 29% 감소(1회만 적용)."
752008042,초선,불같은 욕망,"HP가 50%이하일 때, 3라운드 동안 아군의 공격력 30.5% 증가, 모든 적의 방어력 30.5% 감소(1회만 적용)."
752008043,초선,불같은 욕망,"HP가 50%이하일 때, 3라운드 동안 아군의 공격력 31.5% 증가, 모든 적의 방어력 30.5% 감소(1회만 적용)."
752008044,초선,불같은 욕망,"HP가 50%이하일 때, 3라운드 동안 아군의 공격력 31.5% 증가, 모든 적의 방어력 31.5% 감소(1회만 적용)."
752008045,초선,불같은 욕망,"HP가 50%이하일 때, 3라운드 동안 아군의 공격력 32% 증가, 모든 적의 방어력 32% 감소(1회만 적용)."
752009011,조조,차원 검술,"모든 적에게 공격력 139%의 대미지 부여, 3라운드 동안 공격력의 66.5%의 추가 [c][01a310]연소[-][/c] 대미지 부여. 3 라운드 동안 자신의 치명타와 공격력 30% 증가.\n[c][01a310]연소: [-][/c]\n지속 대미지, 연소 시 1차 대미지를 입히며 연소 효과 발동 기간 동안 매 라운드가 시작할 때마다 대미지를 입힌다."
752009012,조조,차원 검술,"모든 적에게 공격력 142%의 대미지 부여, 3라운드 동안 공격력의 67.5%의 추가 [c][01a310]연소[-][/c] 대미지 부여. 3 라운드 동안 자신의 치명타와 공격력 30% 증가.\n[c][01a310]연소: [-][/c]\n지속 대미지, 연소 시 1차 대미지를 입히며 연소 효과 발동 기간 동안 매 라운드가 시작할 때마다 대미지를 입힌다."
752009013,조조,차원 검술,"모든 적에게 공격력 145%의 대미지 부여, 3라운드 동안 공격력의 68.5%의 추가 [c][01a310]연소[-][/c] 대미지 부여. 3 라운드 동안 자신의 치명타와 공격력 30% 증가.\n[c][01a310]연소: [-][/c]\n지속 대미지, 연소 시 1차 대미지를 입히며 연소 효과 발동 기간 동안 매 라운드가 시작할 때마다 대미지를 입힌다."
752009014,조조,차원 검술,"모든 적에게 공격력 148%의 대미지 부여, 3라운드 동안 공격력의 69.5%의 추가 [c][01a310]연소[-][/c] 대미지 부여. 3 라운드 동안 자신의 치명타와 공격력 30% 증가.\n[c][01a310]연소: [-][/c]\n지속 대미지, 연소 시 1차 대미지를 입히며 연소 효과 발동 기간 동안 매 라운드가 시작할 때마다 대미지를 입힌다."
752009015,조조,차원 검술,"모든 적에게 공격력 151%의 대미지 부여, 3라운드 동안 공격력의 71%의 추가 [c][01a310]연소[-][/c] 대미지 부여. 3 라운드 동안 자신의 치명타와 공격력 32% 증가.\n[c][01a310]연소: [-][/c]\n지속 대미지, 연소 시 1차 대미지를 입히며 연소 효과 발동 기간 동안 매 라운드가 시작할 때마다 대미지를 입힌다."
752009021,조조,횃불,"아군 소녀가 쓰러지면 자신의 공격력 26%, 스킬 대미지 30% 증가."
752009022,조조,횃불,"아군 소녀가 쓰러지면 자신의 공격력 26%, 스킬 대미지 31% 증가."
752009023,조조,횃불,"아군 소녀가 쓰러지면 자신의 공격력 27%, 스킬 대미지 31% 증가."
752009024,조조,횃불,"아군 소녀가 쓰러지면 자신의 공격력 27%, 스킬 대미지 32% 증가."
752009025,조조,횃불,"아군 소녀가 쓰러지면 자신의 공격력 28%, 스킬 대미지 33% 증가."
752009031,조조,영혼 지배자,"적 소녀가 쓰러지면 자신의 치명타 21%, 치명타 대미지 30% 증가."
752009032,조조,영혼 지배자,"적 소녀가 쓰러지면 자신의 치명타 21%, 치명타 대미지 31% 증가."
752009033,조조,영혼 지배자,"적 소녀가 쓰러지면 자신의 치명타 22%, 치명타 대미지 31% 증가."
752009034,조조,영혼 지배자,"적 소녀가 쓰러지면 자신의 치명타 22%, 치명타 대미지 32% 증가."
752009035,조조,영혼 지배자,"적 소녀가 쓰러지면 자신의 치명타 23%, 치명타 대미지 33% 증가."
752009041,조조,화염의 힘,"HP 42%, 공격력 20%, 스킬 대미지 37.5% 증가."
752009042,조조,화염의 힘,"HP 42%, 공격력 22%, 스킬 대미지 37.5% 증가."
752009043,조조,화염의 힘,"HP 42.5%, 공격력 22%, 스킬 대미지 37.5% 증가."
752009044,조조,화염의 힘,"HP 42.5%, 공격력 22.5%, 스킬 대미지 37.5% 증가."
752009045,조조,화염의 힘,"HP 43%, 공격력 23%, 스킬 대미지 37.5% 증가."
752010011,장비,불꽃 허리케인,"랜덤으로 3명의 적에게 공격력 169%의 대미지 부여 30%의 방어력 및 30%의 가드 감소. [c][01a310]연소[-][/c] 효과로 3라운드 동안 공격력 54%의 대미지 부여 및 공격 대상이 전사일 경우 매 라운드 86%의 추가 대미지 부여.\n[c][01a310]연소: [-][/c]\n지속 대미지, 연소 시 1차 대미지를 입히며 연소 효과 발동 기간 동안 매 라운드가 시작할 때마다 대미지를 입힌다."
752010012,장비,불꽃 허리케인,"랜덤으로 3명의 적에게 공격력 172%의 대미지 부여 30%의 방어력 및 30%의 가드 감소. [c][01a310]연소[-][/c] 효과로 3라운드 동안 공격력 54%의 대미지 부여 및 공격 대상이 전사일 경우 매 라운드 86%의 추가 대미지 부여.\n[c][01a310]연소: [-][/c]\n지속 대미지, 연소 시 1차 대미지를 입히며 연소 효과 발동 기간 동안 매 라운드가 시작할 때마다 대미지를 입힌다."
752010013,장비,불꽃 허리케인,"랜덤으로 3명의 적에게 공격력 175%의 대미지 부여 30%의 방어력 및 30%의 가드 감소. [c][01a310]연소[-][/c] 효과로 3라운드 동안 공격력 54%의 대미지 부여 및 공격 대상이 전사일 경우 매 라운드 86%의 추가 대미지 부여.\n[c][01a310]연소: [-][/c]\n지속 대미지, 연소 시 1차 대미지를 입히며 연소 효과 발동 기간 동안 매 라운드가 시작할 때마다 대미지를 입힌다."
752010014,장비,불꽃 허리케인,"랜덤으로 3명의 적에게 공격력 178%의 대미지 부여 30%의 방어력 및 30%의 가드 감소. [c][01a310]연소[-][/c] 효과로 3라운드 동안 공격력 54%의 대미지 부여 및 공격 대상이 전사일 경우 매 라운드 86%의 추가 대미지 부여.\n[c][01a310]연소: [-][/c]\n지속 대미지, 연소 시 1차 대미지를 입히며 연소 효과 발동 기간 동안 매 라운드가 시작할 때마다 대미지를 입힌다."
752010015,장비,불꽃 허리케인,"랜덤으로 3명의 적에게 공격력 181%의 대미지 부여 30%의 방어력 및 30%의 가드 감소. [c][01a310]연소[-][/c] 효과로 3라운드 동안 공격력 59%의 대미지 부여 및 공격 대상이 전사일 경우 매 라운드 91%의 추가 대미지 부여.\n[c][01a310]연소: [-][/c]\n지속 대미지, 연소 시 1차 대미지를 입히며 연소 효과 발동 기간 동안 매 라운드가 시작할 때마다 대미지를 입힌다."
752010021,장비,열혈연소,"공격 시 100%의 확률로 4라운드 동안 적의 방어력 24% 감소 및 [c][01a310]연소[-][/c]하며, 공격력의 47% [c][01a310]연소[-][/c] 대미지를 입히고 [c][01a310]연소[-][/c] 상태의 적 공격 시 대미지 40% 증가.\n[c][01a310]연소: [-][/c]\n지속 대미지, 연소 시 1차 대미지를 입히며 연소 효과 발동 기간 동안 매 라운드가 시작할 때마다 대미지를 입힌다."
752010022,장비,열혈연소,"공격 시 100%의 확률로 4라운드 동안 적의 방어력 24% 감소 및 [c][01a310]연소[-][/c]하며, 공격력의 47% [c][01a310]연소[-][/c] 대미지를 입히고 [c][01a310]연소[-][/c] 상태의 적 공격 시 대미지 42% 증가.\n[c][01a310]연소: [-][/c]\n지속 대미지, 연소 시 1차 대미지를 입히며 연소 효과 발동 기간 동안 매 라운드가 시작할 때마다 대미지를 입힌다."
752010023,장비,열혈연소,"공격 시 100%의 확률로 4라운드 동안 적의 방어력 24% 감소 및 [c][01a310]연소[-][/c]하며, 공격력의 48% [c][01a310]연소[-][/c] 대미지를 입히고 [c][01a310]연소[-][/c] 상태의 적 공격 시 대미지 42% 증가.\n[c][01a310]연소: [-][/c]\n지속 대미지, 연소 시 1차 대미지를 입히며 연소 효과 발동 기간 동안 매 라운드가 시작할 때마다 대미지를 입힌다."
752010024,장비,열혈연소,"공격 시 100%의 확률로 4라운드 동안 적의 방어력 24% 감소 및 [c][01a310]연소[-][/c]하며, 공격력의 48% [c][01a310]연소[-][/c] 대미지를 입히고 [c][01a310]연소[-][/c] 상태의 적 공격 시 대미지 43% 증가.\n[c][01a310]연소: [-][/c]\n지속 대미지, 연소 시 1차 대미지를 입히며 연소 효과 발동 기간 동안 매 라운드가 시작할 때마다 대미지를 입힌다."
752010025,장비,열혈연소,"공격 시 100%의 확률로 4라운드 동안 적의 방어력 24% 감소 및 [c][01a310]연소[-][/c]하며, 공격력의 50% [c][01a310]연소[-][/c] 대미지를 입히고 [c][01a310]연소[-][/c] 상태의 적 공격 시 대미지 45% 증가.\n[c][01a310]연소: [-][/c]\n지속 대미지, 연소 시 1차 대미지를 입히며 연소 효과 발동 기간 동안 매 라운드가 시작할 때마다 대미지를 입힌다."
752010031,장비,야수의 본성,"방어력 48%, 공격력 37%, HP 30%, 정밀 30% 증가."
752010032,장비,야수의 본성,"방어력 48%, 공격력 37%, HP 32%, 정밀 30% 증가."
752010033,장비,야수의 본성,"방어력 48%, 공격력 37.5%, HP 32%, 정밀 30% 증가."
752010034,장비,야수의 본성,"방어력 48%, 공격력 37.5%, HP 32.5%, 정밀 30% 증가."
752010035,장비,야수의 본성,"방어력 48%, 공격력 38%, HP 33%, 정밀 30% 증가."
752010041,장비,포효의 반격,자신보다 방어력이 낮은 적에게 공격을 받았을 때 100%의 확률로 반격을 한 번 발동하고 공격력의 183% 대미지 부여.
752010042,장비,포효의 반격,자신보다 방어력이 낮은 적에게 공격을 받았을 때 100%의 확률로 반격을 한 번 발동하고 공격력의 186% 대미지 부여.
752010043,장비,포효의 반격,자신보다 방어력이 낮은 적에게 공격을 받았을 때 100%의 확률로 반격을 한 번 발동하고 공격력의 189% 대미지 부여.
752010044,장비,포효의 반격,자신보다 방어력이 낮은 적에게 타격을 받았을 때 100%의 확률로 공격력 192%의 대미지 반격 1회 발동.
752010045,장비,포효의 반격,자신보다 방어력이 낮은 적에게 타격을 받았을 때 100%의 확률로 공격력 195%의 대미지 반격 1회 발동.
752011011,육손,러블리 어택,"러블리를 소환한 화려한 공격. 러블리는 4종류의 무기로 변신하여 랜덤으로 4명의 적을 공격. 해머는 공격력 168%의 대미지를 입히고 100%의 확률로 2라운드 동안 공격 대상을 [c][01a310]기절[-][/c]. 대못 몽둥이는 공격력의 199% 대미지를 입히고 50%의 확률로 2라운드 동안 공격 대상을 [c][01a310]기절[-][/c]. 도끼는 공격력의 219% 대미지를 입히고 30%의 확률로 2라운드 동안 공격 대상을 [c][01a310]기절[-][/c]. 검은 공격 대상에게 280%의 대미지를 입힙니다.\n[c][01a310]기절:[-][/c]\n구속 효과, 기절 기간 동안, 기절된 소녀는 액티브 스킬 또는 일반 공격, 추격과 반격을 발동할 수 없다."
752011012,육손,러블리 어택,"러블리를 소환한 화려한 공격. 러블리는 4종류의 무기로 변신하여 랜덤으로 4명의 적을 공격. 해머는 공격력 171%의 대미지를 입히고 100%의 확률로 2라운드 동안 공격 대상을 [c][01a310]기절[-][/c]. 대못 몽둥이는 공격력의 205% 대미지를 입히고 50%의 확률로 2라운드 동안 공격 대상을 [c][01a310]기절[-][/c]. 도끼는 공격력의 225% 대미지를 입히고 30%의 확률로 2라운드 동안 공격 대상을 [c][01a310]기절[-][/c]. 검은 공격 대상에게 285%의 대미지를 입힙니다.\n[c][01a310]기절:[-][/c]\n구속 효과, 기절 기간 동안, 기절된 소녀는 액티브 스킬 또는 일반 공격, 추격과 반격을 발동할 수 없다."
752011013,육손,러블리 어택,"러블리를 소환한 화려한 공격. 러블리는 4종류의 무기로 변신하여 랜덤으로 4명의 적을 공격. 해머는 공격력 175%의 대미지를 입히고 100%의 확률로 2라운드 동안 공격 대상을 [c][01a310]기절[-][/c]. 대못 몽둥이는 공격력의 210% 대미지를 입히고 50%의 확률로 2라운드 동안 공격 대상을 [c][01a310]기절[-][/c]. 도끼는 공격력의 230% 대미지를 입히고 30%의 확률로 2라운드 동안 공격 대상을 [c][01a310]기절[-][/c]. 검은 공격 대상에게 290%의 대미지를 입힙니다.\n[c][01a310]기절:[-][/c]\n구속 효과, 기절 기간 동안, 기절된 소녀는 액티브 스킬 또는 일반 공격, 추격과 반격을 발동할 수 없다."
752011014,육손,러블리 어택,"러블리를 소환한 화려한 공격. 러블리는 4종류의 무기로 변신하여 랜덤으로 4명의 적을 공격. 해머는 공격력 179%의 대미지를 입히고 100%의 확률로 2라운드 동안 공격 대상을 [c][01a310]기절[-][/c]. 대못 몽둥이는 공격력의 213% 대미지를 입히고 50%의 확률로 2라운드 동안 공격 대상을 [c][01a310]기절[-][/c]. 도끼는 공격력의 233% 대미지를 입히고 30%의 확률로 2라운드 동안 공격 대상을 [c][01a310]기절[-][/c]. 검은 공격 대상에게 300%의 대미지를 입힙니다.\n[c][01a310]기절:[-][/c]\n구속 효과, 기절 기간 동안, 기절된 소녀는 액티브 스킬 또는 일반 공격, 추격과 반격을 발동할 수 없다."
752011015,육손,러블리 어택,"러블리를 소환한 화려한 공격. 러블리는 4종류의 무기로 변신하여 랜덤으로 4명의 적을 공격. 해머는 공격력 181%의 대미지를 입히고 100%의 확률로 2라운드 동안 공격 대상을 [c][01a310]기절[-][/c]. 대못 몽둥이는 공격력의 215% 대미지를 입히고 50%의 확률로 2라운드 동안 공격 대상을 [c][01a310]기절[-][/c]. 도끼는 공격력의 235% 대미지를 입히고 30%의 확률로 2라운드 동안 공격 대상을 [c][01a310]기절[-][/c]. 검은 공격 대상에게 303%의 대미지를 입힙니다.\n[c][01a310]기절:[-][/c]\n구속 효과, 기절 기간 동안, 기절된 소녀는 액티브 스킬 또는 일반 공격, 추격과 반격을 발동할 수 없다."
752011021,육손,러블리 어시스트,"아군 소녀가 액티브 스킬을 사용할 경우, 러블리 아군을 도와 용맹히 출전한다. 랜덤으로 1명의 적에게 공격력 168%의 대미지를 주고, 35%의 확률로 2 라운드 동안 [c][01a310]기절[-][/c]시킨다. 자신의 에너지를 20pt 증가한다.\n[c][01a310]기절:[-][/c]\n구속 효과, 기절 기간 동안, 기절된 소녀는 액티브 스킬 또는 일반 공격, 추격과 반격을 발동할 수 없다."
752011022,육손,러블리 어시스트,"아군 소녀가 액티브 스킬을 사용할 경우, 러블리 아군을 도와 용맹히 출전한다. 랜덤으로 1명의 적에게 공격력 171%의 대미지를 주고, 35%의 확률로 2 라운드 동안 [c][01a310]기절[-][/c]시킨다. 자신의 에너지를 20pt 증가한다.\n[c][01a310]기절:[-][/c]\n구속 효과, 기절 기간 동안, 기절된 소녀는 액티브 스킬 또는 일반 공격, 추격과 반격을 발동할 수 없다."
752011023,육손,러블리 어시스트,"아군 소녀가 액티브 스킬을 사용할 경우, 러블리 아군을 도와 용맹히 출전한다. 랜덤으로 1명의 적에게 공격력 175%의 대미지를 주고, 35%의 확률로 2 라운드 동안 [c][01a310]기절[-][/c]시킨다. 자신의 에너지를 20pt 증가한다.\n[c][01a310]기절:[-][/c]\n구속 효과, 기절 기간 동안, 기절된 소녀는 액티브 스킬 또는 일반 공격, 추격과 반격을 발동할 수 없다."
752011024,육손,러블리 어시스트,"아군 소녀가 액티브 스킬을 사용할 경우, 러블리 아군을 도와 용맹히 출전한다. 랜덤으로 1명의 적에게 공격력 179%의 대미지를 주고, 35%의 확률로 2 라운드 동안 [c][01a310]기절[-][/c]시킨다. 자신의 에너지를 20pt 증가한다.\n[c][01a310]기절:[-][/c]\n구속 효과, 기절 기간 동안, 기절된 소녀는 액티브 스킬 또는 일반 공격, 추격과 반격을 발동할 수 없다."
752011025,육손,러블리 어시스트,"아군 소녀가 액티브 스킬을 사용할 경우, 러블리 아군을 도와 용맹히 출전한다. 랜덤으로 1명의 적에게 공격력 181%의 대미지를 주고, 35%의 확률로 2 라운드 동안 [c][01a310]기절[-][/c]시킨다. 자신의 에너지를 20pt 증가한다.\n[c][01a310]기절:[-][/c]\n구속 효과, 기절 기간 동안, 기절된 소녀는 액티브 스킬 또는 일반 공격, 추격과 반격을 발동할 수 없다."
752011031,육손,여신의 축복,"속도 40, HP 32%, 치명타 20% 증가, [c][01a310]기절[-][/c] 효과 면역.\n[c][01a310]기절:[-][/c]\n구속 효과, 기절 기간 동안, 기절된 소녀는 액티브 스킬 또는 일반 공격, 추격과 반격을 발동할 수 없다."
752011032,육손,여신의 축복,"속도 40, HP 32%, 치명타 22% 증가, [c][01a310]기절[-][/c] 효과 면역.\n[c][01a310]기절:[-][/c]\n구속 효과, 기절 기간 동안, 기절된 소녀는 액티브 스킬 또는 일반 공격, 추격과 반격을 발동할 수 없다."
752011033,육손,여신의 축복,"속도 40, HP 32.5%, 치명타 22% 증가, [c][01a310]기절[-][/c] 효과 면역.\n[c][01a310]기절:[-][/c]\n구속 효과, 기절 기간 동안, 기절된 소녀는 액티브 스킬 또는 일반 공격, 추격과 반격을 발동할 수 없다."
752011034,육손,여신의 축복,"속도 40, HP 32.5%, 치명타 22.5% 증가, [c][01a310]기절[-][/c] 효과 면역.\n[c][01a310]기절:[-][/c]\n구속 효과, 기절 기간 동안, 기절된 소녀는 액티브 스킬 또는 일반 공격, 추격과 반격을 발동할 수 없다."
752011035,육손,여신의 축복,"속도 40, HP 33%, 치명타 23% 증가, [c][01a310]기절[-][/c] 효과 면역.\n[c][01a310]기절:[-][/c]\n구속 효과, 기절 기간 동안, 기절된 소녀는 액티브 스킬 또는 일반 공격, 추격과 반격을 발동할 수 없다."
752011041,육손,승리의 여신,"HP가 80% 이하일 경우 5라운드 동안 대미지 감소 54%, 아군 소녀 전체의 면역력 20% 증가(1회만 발동)."
752011042,육손,승리의 여신,"HP가 80% 이하일 경우 5라운드 동안 대미지 감소 56%, 아군 소녀 전체의 면역력 20% 증가(1회만 발동)."
752011043,육손,승리의 여신,"HP가 80% 이하일 경우 5라운드 동안 대미지 감소 58%, 아군 소녀 전체의 면역력 20% 증가(1회만 발동)."
752011044,육손,승리의 여신,"HP가 80% 이하일 경우 5라운드 동안 대미지 감소 59%, 아군 소녀 전체의 면역력 20% 증가(1회만 발동)."
752011045,육손,승리의 여신,"HP가 80% 이하일 경우 5라운드 동안 대미지 감소 60%, 아군 소녀 전체의 면역력 22% 증가(1회만 발동)."
752012011,은월,마지막 피날레,"적의 가장 취약한 부분을 간파한 치명적 공격. HP가 가장 낮은 적에게 404%의 대미지를 입히고 추가로 2라운드 동안 295%의 [c][01a310]출혈[-][/c] 대미지 부여.\n[c][01a310]출혈:[-][/c]\n지속 대미지, 출혈 시 1차 대미지를 입히며 출혈 효과 발동 기간 동안 매 라운드가 시작할 때마다 대미지를 입힌다."
752012012,은월,마지막 피날레,"적의 가장 취약한 부분을 간파한 치명적 공격. HP가 가장 낮은 적에게 411%의 대미지를 입히고 추가로 2라운드 동안 300%의 [c][01a310]출혈[-][/c] 대미지 부여.\n[c][01a310]출혈:[-][/c]\n지속 대미지, 출혈 시 1차 대미지를 입히며 출혈 효과 발동 기간 동안 매 라운드가 시작할 때마다 대미지를 입힌다."
752012013,은월,마지막 피날레,"적의 가장 취약한 부분을 간파한 치명적 공격. HP가 가장 낮은 적에게 426%의 대미지를 입히고 추가로 2라운드 동안 305%의 [c][01a310]출혈[-][/c] 대미지 부여.\n[c][01a310]출혈:[-][/c]\n지속 대미지, 출혈 시 1차 대미지를 입히며 출혈 효과 발동 기간 동안 매 라운드가 시작할 때마다 대미지를 입힌다."
752012014,은월,마지막 피날레,"적의 가장 취약한 부분을 간파한 치명적 공격. HP가 가장 낮은 적에게 431%의 대미지를 입히고 추가로 2라운드 동안 315%의 [c][01a310]출혈[-][/c] 대미지 부여.\n[c][01a310]출혈:[-][/c]\n지속 대미지, 출혈 시 1차 대미지를 입히며 출혈 효과 발동 기간 동안 매 라운드가 시작할 때마다 대미지를 입힌다."
752012015,은월,마지막 피날레,"적의 가장 취약한 부분을 간파한 치명적 공격. HP가 가장 낮은 적에게 436%의 대미지를 입히고 추가로 2라운드 동안 320%의 [c][01a310]출혈[-][/c] 대미지 부여.\n[c][01a310]출혈:[-][/c]\n지속 대미지, 출혈 시 1차 대미지를 입히며 출혈 효과 발동 기간 동안 매 라운드가 시작할 때마다 대미지를 입힌다."
752012021,은월,신위의 전설,"초대 신위 학부 부장으로서 상당한 전투 데이터 보유. 공격력 37%증가, 치명타 35%증가, 가드 70%증가, 면역력 35%증가, 속도 30 증가."
752012022,은월,신위의 전설,"초대 신위 학부 부장으로서 상당한 전투 데이터 보유. 공격력 37%증가, 치명타 37%증가, 가드 70%증가, 면역력 35%증가, 속도 30 증가."
752012023,은월,신위의 전설,"초대 신위 학부 부장으로서 상당한 전투 데이터 보유. 공격력 37.5%증가, 치명타 37%증가, 가드 70%증가, 면역력 35%증가, 속도 30 증가."
752012024,은월,신위의 전설,"초대 신위 학부 부장으로서 상당한 전투 데이터 보유. 공격력 37.5%증가, 치명타 37.5%증가, 가드 70%증가, 면역력 35%증가, 속도 30 증가."
752012025,은월,신위의 전설,"초대 신위 학부 부장으로서 상당한 전투 데이터 보유. 공격력 38%증가, 치명타 38%증가, 가드 70%증가, 면역력 35%증가, 속도 30 증가."
