ID,BOX_NAME,ITEMS
4203007,初級資源自選禮盒,"['1500000 x 金幣', '1500000 x 經驗飲料', '1100 x 便當', '1100 x 水晶刻刀']"
4203008,初級資源自選禮盒,"['3000000 x 金幣', '3000000 x 經驗飲料', '2250 x 便當', '2250 x 水晶刻刀']"
4204001,使魔養成自選禮盒,"['12000 x 使魔餅乾', '1500 x 精華餅乾', '600 x 使魔結晶']"
4204002,使魔養成自選禮盒,"['4000 x 使魔餅乾', '500 x 精華餅乾', '200 x 使魔結晶']"
4204003,使魔養成自選禮盒,"['3200 x 使魔餅乾', '400 x 精華餅乾', '200 x 使魔結晶']"
4204004,使魔養成自選禮盒,"['8000 x 使魔餅乾', '1000 x 精華餅乾', '500 x 使魔結晶']"
4204005,使魔養成自選禮盒,"['32000 x 使魔餅乾', '4000 x 精華餅乾', '2000 x 使魔結晶']"
4204006,使魔養成自選禮盒,"['1800 x 使魔餅乾', '220 x 精華餅乾', '100 x 使魔結晶']"
4204007,資源自選禮盒,"['12000 x 便當', '12000 x 水晶刻刀', '7200 x 使魔餅乾', '900 x 精華餅乾', '450 x 使魔結晶']"
4204008,使魔養成自選禮盒,"['5600 x 使魔餅乾', '700 x 精華餅乾', '350 x 使魔結晶']"
4204009,使魔養成自選禮盒,"['800 x 使魔餅乾', '100 x 精華餅乾', '50 x 使魔結晶']"
4204010,使魔養成自選禮盒,"['4000 x 使魔餅乾', '500 x 精華餅乾', '250 x 使魔結晶']"
4204011,使魔養成自選禮盒,"['2400 x 使魔餅乾', '300 x 精華餅乾', '150 x 使魔結晶']"
4204012,使魔養成自選禮盒,"['2000 x 使魔餅乾', '250 x 精華餅乾', '125 x 使魔結晶']"
4205001,課程資料自選禮盒,"['1000 x 入門課程資料', '200 x 絕密課程資料']"
4205002,課程資料自選禮盒,"['3500 x 入門課程資料', '700 x 絕密課程資料']"
4205003,課程資料自選禮盒,"['2500 x 入門課程資料', '500 x 絕密課程資料']"
4301001,造型自選禮盒,"['關羽的棒球新星造型', '周瑜的衝刺少女造型', '甘夫人的雪月星花造型', '鄧艾的假日甜心造型', '100 x 服裝兌換券']"
4302001,萬聖造型自選禮盒,"['德古拉的萬聖華裳造型', '司馬懿的不給糖就搗蛋造型', '120 x 服裝兌換券']"
4302002,造型自選禮盒（拉芙麗漂流記第1期）,"['曹操的神威考核官造型', '織田信長的風見考核官造型', '諸葛亮的曇華考核官造型', '米迦勒的辰星考核官造型', '加百列的甜點女神造型', '路西法的黑羽魂音造型', '黃忠的低音咆哮造型', '巴尼拉的炎霜之書造型', '趙雲的赤之流火造型', '呂蒙的遠川游浪造型', '千本櫻的無瑕之櫻造型', '黃月英的竹間悠風造型', '于吉的醉翁之意造型', '鄧艾的冰雪之刃造型', '華佗的假日午後造型', '以掃＆雅各的閃滅雙星造型', '圖靈的春櫻細雪造型', '銀月的排球女將造型', '120 x 服裝兌換券']"
4302003,造型自選禮盒（拉芙麗漂流記第2期）,"['曹操的神威考核官造型', '織田信長的風見考核官造型', '諸葛亮的曇華考核官造型', '米迦勒的辰星考核官造型', '加百列的甜點女神造型', '路西法的黑羽魂音造型', '黃忠的低音咆哮造型', '巴尼拉的炎霜之書造型', '趙雲的赤之流火造型', '呂蒙的遠川游浪造型', '千本櫻的無瑕之櫻造型', '黃月英的竹間悠風造型', '于吉的醉翁之意造型', '鄧艾的冰雪之刃造型', '華佗的假日午後造型', '以掃＆雅各的閃滅雙星造型', '圖靈的春櫻細雪造型', '銀月的排球女將造型', '120 x 服裝兌換券']"
4302004,造型自選禮盒（拉芙麗漂流記第3期）,"['水鏡的春日蛋生造型', '路西法的修羅考核官造型', '張飛的派對破壞王造型', '方天的破浪之劍造型', '黃忠的乘風之矢造型', '郭嘉的夏色幽夢造型', '德古拉的隱蹤考核官造型', '夏侯淵的月下宅兔造型', '龐統的流焰赤凰造型', '千本櫻的無瑕之櫻造型', '左慈的蒼之雀羽造型', '以掃＆雅各的聖誕禮讚造型', '赤蓮的獅虎當道造型', '華佗的金檳舞醉造型', '呂玲綺的辛辣女僕造型', '黃月英的櫻花之舞造型', '巴尼拉的大裁判長造型', '龍胤·曹操的破風劍士造型', '120 x 服裝兌換券']"
4302005,造型自選禮盒（拉芙麗漂流記第4期）,"['水鏡的春日蛋生造型', '路西法的修羅考核官造型', '張飛的派對破壞王造型', '方天的破浪之劍造型', '黃忠的乘風之矢造型', '郭嘉的夏色幽夢造型', '德古拉的隱蹤考核官造型', '夏侯淵的月下宅兔造型', '龐統的流焰赤凰造型', '千本櫻的無瑕之櫻造型', '左慈的蒼之雀羽造型', '以掃＆雅各的聖誕禮讚造型', '赤蓮的獅虎當道造型', '華佗的金檳舞醉造型', '呂玲綺的辛辣女僕造型', '黃月英的櫻花之舞造型', '巴尼拉的大裁判長造型', '龍胤·曹操的破風劍士造型', '120 x 服裝兌換券']"
4302006,高級造型自選禮盒（拉芙麗漂流記第5期）,"['呂蒙的冬季仙境造型', '許褚的喵之萌殺造型', '米迦勒的辰星考核官造型', '織田信長的風見考核官造型', '張郃的岑中楓色造型', '趙雲的赤之流火造型', '于吉的醉翁之意造型', '以掃＆雅各的閃滅雙星造型', '曹操的幽夢之戀造型', '圖靈的春櫻細雪造型', '青羽蛻夢·魏延的寂夜弦音造型', '芬里爾的爆裂惡徒造型', '呂布的軍火女王造型', '路西菲爾的霓虹神代造型', '赤蓮的青稚情緣造型', '甘夫人的丹楓迎秋造型', '加百列的天國狂想造型', '坂本龍馬的黑道造型', '120 x 服裝兌換券']"
4302007,高級造型自選禮盒（2021復活節彩蛋禮包）,"['黃月英的香蒲青粽造型', '方天的破浪之劍造型', '龐統的碧海游凰造型', '陸遜的柔軟著陸造型', '坂本龍馬的萬聖節紀念造型', '司馬懿的不給糖就搗蛋造型', '黃忠的乘風之矢造型', '米迦勒的浮光躍金造型', '克瑞絲的幻夜俏貓造型', '以掃＆雅各的聖誕禮讚造型', '郭嘉的夏色幽夢造型', '路西法的躍浪乘風造型', '銀月的仲夏倩影造型', '王異的霓宵好夜造型', '鄧艾的蔚瀾海域造型', '赤蓮的獅虎當道造型', '巴尼拉的粉夏清馨造型', '以掃＆雅各的晴日物語造型', '烏列爾的聖誕派送造型', '司馬昭的清涼海灘造型', '荀彧的黛紫微醺造型', '圖靈的水熊幻影造型', '呂布的悠閒假日造型', '伊邪那美的驚喜爆炸造型']"
4302008,高級造型自選禮盒（拉芙麗漂流記第6期）,"['呂蒙的冬季仙境造型', '許褚的喵之萌殺造型', '米迦勒的辰星考核官造型', '織田信長的風見考核官造型', '張郃的岑中楓色造型', '趙雲的赤之流火造型', '于吉的醉翁之意造型', '以掃＆雅各的閃滅雙星造型', '曹操的幽夢之戀造型', '圖靈的春櫻細雪造型', '青羽蛻夢·魏延的寂夜弦音造型', '芬里爾的爆裂惡徒造型', '呂布的軍火女王造型', '路西菲爾的霓虹神代造型', '赤蓮的青稚情緣造型', '甘夫人的丹楓迎秋造型', '加百列的天國狂想造型', '坂本龍馬的黑道造型', '120 x 服裝兌換券']"
4302009,高級造型自選禮盒（拉芙麗漂流記第7期）,"['呂蒙的冬季仙境造型', '許褚的喵之萌殺造型', '米迦勒的辰星考核官造型', '織田信長的風見考核官造型', '張郃的岑中楓色造型', '趙雲的赤之流火造型', '于吉的醉翁之意造型', '以掃＆雅各的閃滅雙星造型', '曹操的幽夢之戀造型', '圖靈的春櫻細雪造型', '青羽蛻夢·魏延的寂夜弦音造型', '芬里爾的爆裂惡徒造型', '呂布的軍火女王造型', '路西菲爾的霓虹神代造型', '赤蓮的青稚情緣造型', '甘夫人的丹楓迎秋造型', '加百列的天國狂想造型', '坂本龍馬的黑道造型', '120 x 服裝兌換券']"
4302010,高级造型自選禮盒（拉芙麗漂流記第8期）,"['夏侯淵的月下宅兔造型', '諸葛亮的碧蘿新翠造型', '巴尼拉的粉夏清馨造型', '陸遜的柔軟著陸造型', '圖靈的水熊幻影造型', '路西法的躍浪乘風造型', '米迦勒的浮光躍金造型', '以掃＆雅各的晴日物語造型', '呂布的悠閒假日造型', '左慈的輝夜姬造型', '路西菲爾的輪舞與共造型', '華佗的艷抹紅妝造型', '呂玲綺的殞命之球造型', '千本櫻的破魔祈願造型', '龍胤·曹操的女僕造型', '劉備的芳草迎春造型', '司馬懿的花雛子安造型', '青羽蛻夢·魏延的出水芙蓉造型', '120 x 服裝兌換券']"
4302011,高级造型自選禮盒（拉芙麗漂流記第9期）,"['芬里爾的爆裂惡徒造型', '夏侯淵的月下宅兔造型', '諸葛亮的碧蘿新翠造型', '呂布的軍火女王造型', '郭嘉的白雪幻夢造型', '左慈的輝夜姬造型', '路西菲爾的輪舞與共造型', '加百列的天國狂想造型', '華佗的艷抹紅妝造型', '坂本龍馬的黑道造型', '呂玲綺的殞命之球造型', '千本櫻的破魔祈願造型', '龍胤·曹操的女僕造型', '劉備的芳草迎春造型', '司馬昭的紫羅蘭之戀造型', '司馬懿的花雛子安造型', '青羽蛻夢·魏延的出水芙蓉造型', '圖靈的系統異常造型', '120 x 服裝兌換券']"
4302012,高級造型自選禮盒（拉芙麗漂流記第10期）,"['芬里爾的爆裂惡徒造型', '夏侯淵的月下宅兔造型', '諸葛亮的碧蘿新翠造型', '呂布的軍火女王造型', '郭嘉的白雪幻夢造型', '左慈的輝夜姬造型', '路西菲爾的輪舞與共造型', '加百列的天國狂想造型', '華佗的艷抹紅妝造型', '坂本龍馬的黑道造型', '呂玲綺的殞命之球造型', '千本櫻的破魔祈願造型', '龍胤·曹操的女僕造型', '劉備的芳草迎春造型', '司馬昭的紫羅蘭之戀造型', '司馬懿的花雛子安造型', '青羽蛻夢·魏延的出水芙蓉造型', '圖靈的系統異常造型', '120 x 服裝兌換券']"
4302013,高级造型自選禮盒（拉芙麗漂流記第11期）,"['巴尼拉的粉夏清馨造型', '鄧艾的蔚瀾海域造型', '千本櫻的破魔祈願造型', '雲母的私人醫生造型', '銀月的仲夏倩影造型', '陸遜的柔軟著陸造型', '圖靈的水熊幻影造型', '黃月英的冬食生香造型', '方天的破浪之劍造型', '劉備的芳草迎春造型', '赤蓮的青稚情緣造型', '黃忠的乘風之矢造型', '伊邪那美的醉春煙造型', '呂布的悠閒假日造型', '以掃＆雅各的晴日物語造型', '米迦勒的浮光躍金造型', '龐統的碧海游凰造型', '水鏡的深戀淨靈造型', '120 x 服裝兌換券']"
4302014,造型自選禮盒（拉芙麗漂流記第12期）,"['巴尼拉的粉夏清馨造型', '鄧艾的蔚瀾海域造型', '千本櫻的破魔祈願造型', '雲母的私人醫生造型', '銀月的仲夏倩影造型', '陸遜的柔軟著陸造型', '圖靈的水熊幻影造型', '黃月英的冬食生香造型', '方天的破浪之劍造型', '劉備的芳草迎春造型', '赤蓮的青稚情緣造型', '黃忠的乘風之矢造型', '伊邪那美的醉春煙造型', '呂布的悠閒假日造型', '以掃＆雅各的晴日物語造型', '米迦勒的浮光躍金造型', '龐統的碧海游凰造型', '水鏡的深戀淨靈造型', '120 x 服裝兌換券']"
4302015,高級造型自選禮盒（漂流瓶禮包）,"['以掃·雅各的賽場雙星造型', '特蕾莎的無序狂飆造型', '阿帕忒的深海歌姬造型', '王異的海底突襲造型', '皮皮洛的暑假遊玩造型', '暗月的海濱魅蝶造型', '菲斯娜的假日海灘造型', '薇拉的海邊踏勘造型', '雲母的碧波水晶造型', '后羿的水槍大戰造型', '伊達政宗的夏憩時光造型', '路西菲爾的伊甸假日造型', '劉備的結緣樹下造型', '芬里爾的無法無天造型', '華佗的「聖徒的初心」造型', '暗月的綠水蘭香造型', '槲寄生的紅棗黏糕造型', '皮皮洛的屋內遊樂造型', '水鏡的甜心護士造型', '伊邪那美的醉春煙造型', '薇拉的睡意綿綿造型', '稀風的放學相伴造型', '烏列爾的私人教練造型', '阿帕忒的大魔法師造型', '芬里爾的年年有魚造型', '薇薇安的張燈結彩造型']"
4302016,造型自選禮盒（拉芙麗漂流記第13期）,"['暗月的綠水蘭香造型', '特蕾莎的無序狂飆造型', '皮皮洛的屋內遊樂造型', '槲寄生的紅棗黏糕造型', '伊邪那美的醉春煙造型', '烏列爾的私人教練造型', '芬里爾的無法無天造型', '龍胤·曹操的女僕造型', '稀風的放學相伴造型', '劉備的結緣樹下造型', '呂布的悠閒假日造型', '華佗的「聖徒的初心」造型', '巴尼拉的粉夏清馨造型', '陸遜的柔軟著陸造型', '青羽蛻夢·魏延的出水芙蓉造型', '克瑞絲的幻夜俏貓造型', '阿帕忒的大魔法師造型', '水鏡的甜心護士造型', '120 x 服裝兌換券']"
4402001,橙色魂器自選禮盒,"['命運魂晶', '金輝之翼', '荊棘之心', '機關穹傘', '雙生魔杖', '赤刃鎖鐮', '都市幻想', '破碎狂潮', '慶典手杖', '魔導槍「魂光」']"
4402002,橙色魂器自選禮盒,"['命運魂晶', '金輝之翼', '荊棘之心', '機關穹傘', '雙生魔杖', '赤刃鎖鐮', '都市幻想', '破碎狂潮', '慶典手杖', '魔導槍「魂光」', '聖光漣漪', '不落黎明', '浮華虛言']"
4402003,橙色魂器自選禮盒,"['命運魂晶', '金輝之翼', '荊棘之心', '機關穹傘', '雙生魔杖', '赤刃鎖鐮', '都市幻想', '破碎狂潮', '慶典手杖', '不落黎明']"
4402004,橙色魂器自選禮盒(異度探險),"['命運魂晶', '金輝之翼', '荊棘之心', '機關穹傘', '雙生魔杖', '赤刃鎖鐮', '都市幻想', '破碎狂潮', '慶典手杖', '魔導槍「魂光」', '聖光漣漪', '不落黎明', '浮華虛言']"
4402005,橙色魂器自選禮盒,"['命運魂晶', '金輝之翼', '荊棘之心', '機關穹傘', '雙生魔杖', '赤刃鎖鐮', '都市幻想', '破碎狂潮', '慶典手杖', '魔導槍「魂光」', '聖光漣漪', '不落黎明', '浮華虛言', '死神之聲']"
4402006,橙色魂器自選禮盒,"['命運魂晶', '金輝之翼', '荊棘之心', '機關穹傘', '雙生魔杖', '赤刃鎖鐮', '都市幻想', '破碎狂潮', '慶典手杖', '魔導槍「魂光」', '聖光漣漪', '不落黎明', '浮華虛言', '死神之聲', '黃泉挽香']"
4403001,橙色專屬魂器自選禮盒,"['封印之劍·隱蹤', '痛苦鐐銬·隱蹤', '尖刺盾牌·隱蹤', '封印之心·隱蹤', '惡魔之血·隱蹤', '十字弓弩', '命運骰子', '魔力禮帽', '封印之心·神威', '惡魔之血·神威', '雪精靈之弓', '審判之劍', '封印之劍·神威', '痛苦鐐銬·神威', '尖刺盾牌·神威', '神樂鈴', '守護手套', '聖杯', '封印之劍·風見', '痛苦鐐銬·風見', '尖刺盾牌·風見', '封印之心·風見', '惡魔之血·風見', 'AI熊錘', '幽夢提燈', '武士頭盔', '封印之心·曇華', '女王皇冠', '惡魔之羽', '封印之劍·曇華', '痛苦鐐銬·曇華', '尖刺盾牌·曇華', '惡魔之血·曇華', '蜂刺', '命運魔鏡', '平衡', '封印之劍·修羅', '痛苦鐐銬·修羅', '尖刺盾牌·修羅', '封印之心·修羅', '惡魔之血·修羅', '隱秘鑰匙', '隱形斗篷', '天堂之鑰', '封印之劍·辰星', '痛苦鐐銬·辰星', '尖刺盾牌·辰星', '封印之心·辰星', '惡魔之血·辰星', '聖潔鈴鐺']"
4403011,橙色隱蹤專屬魂器自選禮盒,"['封印之劍·隱蹤', '封印之心·隱蹤', '尖刺盾牌·隱蹤', '痛苦鐐銬·隱蹤', '惡魔之血·隱蹤', '十字弓弩', '命運骰子', '魔力禮帽']"
4403012,橙色神威專屬魂器自選禮盒,"['封印之劍·神威', '封印之心·神威', '尖刺盾牌·神威', '痛苦鐐銬·神威', '惡魔之血·神威', '雪精靈之弓', '神樂鈴', '守護手套', '聖杯']"
4403013,橙色風見專屬魂器自選禮盒,"['封印之劍·風見', '封印之心·風見', '尖刺盾牌·風見', '痛苦鐐銬·風見', '惡魔之血·風見', 'AI熊錘', '幽夢提燈', '武士頭盔']"
4403014,橙色曇華專屬魂器自選禮盒,"['封印之劍·曇華', '封印之心·曇華', '尖刺盾牌·曇華', '痛苦鐐銬·曇華', '惡魔之血·曇華', '蜂刺', '女王皇冠', '惡魔之羽']"
4403015,橙色修羅專屬魂器自選禮盒,"['封印之劍·修羅', '封印之心·修羅', '尖刺盾牌·修羅', '痛苦鐐銬·修羅', '惡魔之血·修羅', '隱秘鑰匙', '命運魔鏡', '平衡']"
4403016,橙色晨星專屬魂器自選禮盒,"['封印之劍·辰星', '封印之心·辰星', '尖刺盾牌·辰星', '痛苦鐐銬·辰星', '惡魔之血·辰星', '聖潔鈴鐺', '隱形斗篷', '天堂之鑰']"
4501001,職業套自選禮盒（2周年限定）,"['戰士職業套寶箱', '法師職業套寶箱', '遊俠職業套寶箱', '刺客職業套寶箱', '牧師職業套寶箱']"
4501002,職業套自選禮盒,"['戰士職業套寶箱', '法師職業套寶箱', '遊俠職業套寶箱', '刺客職業套寶箱', '牧師職業套寶箱']"
4601001,萬聖狂歡套裝部位自選禮盒,"['萬聖狂歡頭部', '萬聖狂歡上衣', '萬聖狂歡下裝', '萬聖狂歡頭飾', '萬聖狂歡裝飾']"
4601002,劍心通明套裝部位自選禮盒,"['劍心通明頭部', '劍心通明上衣', '劍心通明下裝', '劍心通明頭飾', '劍心通明武士刀']"
4601003,拂曉天使套裝部位自選禮盒,"['拂曉天使頭部', '拂曉天使上衣', '拂曉天使下裝', '拂曉天使頭飾', '拂曉天使之翼']"
4601004,絨線布偶套裝部位自選禮盒,"['絨線布偶頭部', '絨線布偶上衣', '絨線布偶下裝', '絨線布偶獸耳', '絨線布偶鈴鐺']"
4601011,橙色裝扮套裝自選禮盒,"['萬聖狂歡套裝禮盒', '劍心通明套裝禮盒', '拂曉天使套裝禮盒', '絨線布偶套裝禮盒', '蔚藍海岸套裝禮盒', '下午茶侍者套裝禮盒']"
4601012,紅色裝扮套裝自選禮盒,"['私人診療套裝禮盒', '維多利亞套裝禮盒', '聖心禱告套裝禮盒', '秋日作戰套裝禮盒']"
4601013,私人診療套裝禮盒,"['私人診療頭部', '私人診療上衣', '私人診療下裝', '私人診療頭飾', '私人診療胸牌']"
4601014,維多利亞套裝禮盒,"['維多利亞頭部', '維多利亞風衣', '維多利亞下裝', '維多利亞禮帽', '維多利亞胸針']"
4601015,聖心禱告套裝禮盒,"['聖心禱告頭部', '聖心禱告上衣', '聖心禱告下装', '聖心光輪', '聖心禱告裝飾']"
4601016,秋日作戰套裝禮盒,"['秋日作戰頭部', '秋日作戰上衣', '秋日作戰下裝', '秋日作戰頭飾', '秋日作戰裝飾']"
