描述,title,name,dialog,select_text
1376,,,「人として認められない、\nでも生きていくしかない、か……」,
1377,,,「それじゃあ、\nあの子があまりにも可哀そうじゃない……」,
1378,,,「あの『子』ね……\n果たして、本当に子どもなのかね……」,
1379,,,記憶の中にある様々な声。,
1380,,,「戦姫」として生まれ、\n「人間」より長い一生を過ごす内、,
1381,,,ぺペロンは無意識に、\nいらない声を遮断する術を身に着けた。,
1382,,ぺペロン,いらないモノを取り除けば、\n楽しい声しか残らないわ！,
1383,,,ぺペロンにとって、\n養父母の声こそが「楽しい声」だった。,
1384,,,だが当然の如く、それ以外の不協和音も生じる。,
1385,,,「あそこの子、全然変わらないわね？」,
1386,,,「バケモノよ……」,
1387,,,「研究体にする価値はある」,
1388,,,そんな中、ぺペロンが大切に心にしまっているのは\n養母がいつも口にしていたこの言葉だった――,
1389,,,「ぺぺ、あなたはもっと遠く、\nそしてもっと広い世界を見つけなさい。」,
1390,,ぺペロン,ふふっ、分かってるよ、ママ。,
1391,,,遠く、そして広い、世界を……,
1392,,*,おーい、どうしたんだ？\n急にぼーっとして。,
1393,,ぺペロン,なんでも～？\nちょっと昔のことを思い出してただけだよ～。,
1394,,ぺペロン,パパとママはね、ペペに自分の力を使いこなして、\n大事なモノを守れって教えてくれたんだ。,
1395,,ぺペロン,そしたらね、信長ちゃんに会ったでしょ？\nそれから次に先輩ちゃん……,
1396,,ぺペロン,そして今日はロクソン！,
1397,,陸遜,……,
1398,,ぺペロン,ふふっ、ぺぺね、嬉しいの！,
1399,,ぺペロン,パパとママと別れる時は寂しかったけど、\nちゃんと「見つける」って約束したから\n一歩踏み出したの！,
1400,,ぺペロン,そしたら、こ～んなに色んな人に出会ったんだ。,
1401,,ぺペロン,学園に入ったら、\nきっともっと広い世界が見つかるよね！,
1402,,,まぁ、なんだ……,
1403,,,変なところもあるけど、,
1404,,,笑顔は百点満点だな。,
1405,,,まっ、学園で変じゃない人なんて、僕だけかな？,
1406,,,そう思いながら僕はぺペロンに手を差し出した。\nと同時に、反対からも別の手が差し出された。,
1407,,陸遜,私は陸遜よ、リ・ク・ソ・ン！\nちゃんと覚えてね、ぺペロン！,
1408,,*,学園でなら、きっと見つかるさ。,
1409,,,（……信長ちゃんの時と同じ。）,
1410,,,そして差し出された二つの手を、\nぺペロンは満面の笑みで握った。,
1411,,,僕は握りしめられた手を見た。,
1412,,,願わくばこの手のぬくもりが、彼女が求めていた\n「記憶の中と同じ温かい手」でありますように……,
1413,,ぺペロン,ふふっ……,
1414,,,「あなた、子供よ！おやまぁ、一人なの？\nおばさんと手を繋いで一緒に帰りましょう。」,
1415,,,「ふむ、名はぺペロンだな。我は織田信長だ。\nお前を、お前に相応しい場所へと案内しよう。」,
1416,,,「やあ、信長さんから聞いたよ。学園へようこそ。\n先輩の僕が学園を案内するよ。」,
1417,,,パパ、ママ。\nペペね、一緒に笑える仲間ができたよ。,
1418,,,この旅が終わるまで、\n一体どんなことがペペを待ってるんだろう？,
1419,,,ふふっ、なんだかワクワクするわ。,
1420,,,だからね、パパ、ママ……,
1421,,ぺペロン,ペペの名前はぺペロン！\n学園生活、楽しみだなぁ！,
1422,,,深淵に息を潜める者でも、,
1423,,,日の目を見る日が来るのじゃな。,
1424,,,暗闇から覗く太陽は、,
1425,,,なんて眩しいものじゃ……,
1426,,,ああ……愛しき君よ……,
1427,,,少しくさい言葉じゃが……,
1428,,,汝と出会ったその日から、,
1429,,,余の世界にも光が満ち溢れるようになった……,
1430,,アンユエ,うむ……余にこれを着ろと？,
1431,,*,うん。ヴェラがね、新しい後輩が来ると聞いて\n張り切っちゃってさ。新しい制服を用意したんだ。,
1432,,,まぁ……,
1433,,,「衣装部」への勧誘の意味もあるんだろうけど……,
1434,,,現状、全然部員が集まらないからなぁ……\n新入生に期待しちゃうのも納得だよ。,
1435,,アンユエ,……ヴェラ、とな？どういう者じゃ？,
1436,,*,あっれれぇ～……\n急に背筋が凍った感じがするぞ……,
1437,,アンユエ,なるほど、女じゃな？\nやはり、ここは汝以外、全員女なのじゃな……,
1438,,*,ま、まぁ、そうだね……,
1439,,,ちょっとその口調、怖いなぁ……,
1440,,アンユエ,余の物に手を出すとは……\nどう料理しようぞ……ふっふふふふ……,
1441,,*,あ、アンユエさん？\nちょっと落ち着いてくれませんかね……？,
1442,,*,えっと……ヴェラはその、寮長であって、\n今回の標的はむしろアンユエさんの方で……,
1443,,アンユエ,ユエじゃ。,
1444,,*,アンユエさん？,
1445,,アンユエ,ユ・エ・じゃと申しておる！さんもいらぬ！,
1446,,*,ッ！？ゆっ、ゆゆゆ、ユエ……！\nとりあえず、学園に行こう？ね？,
1447,,アンユエ,うむ、良いぞ、愛しき先輩よ……ふふっ……,
1448,,*,……,
1449,,,やばい……\nなんか危ない子、見つけちゃったかも……？,
1450,,,しかもこの子、\n最近までずっと裏の世界で生きてきたようだし……,
1451,,,裏に、闇かぁ……,
1452,,,ちゃんと学園に馴染めるかな？,
1453,,,まっ、でも諸葛亮さんなら、\n絶対何とかしてくれるよね！会長だもの！,
1454,,諸葛亮,ハクション！,
1455,,ミカエル,ん？大丈夫ですか？,
1456,,諸葛亮,なぜか急に寒気がしてね……,
1457,,諸葛亮,……,
1458,,*,……,
1459,,アンユエ,……,
1460,,,ちょっと様子がおかしい……,
1461,,諸葛亮,何やら睨まれている気がするが、気のせいかな？,
1462,,*,いや、普通に睨まれていると思う……,
1463,,アンユエ,クッ、貴様！一体何者じゃ！,
1464,,諸葛亮,え？あぁ、私は生徒会長の諸葛……,
1465,,アンユエ,そうか、さらばじゃ！,
1466,,*,投げナイフだと！？諸葛亮さん危ない！！,
1467,,諸葛亮,っ！？,
1468,,アンユエ,ほぅ……これをかわせるとな？\n貴様、なかなかやるようじゃな？,
1469,,諸葛亮,これは一体何のまねだ？,
1470,,*,ちょちょ、ちょっと待って！\n一旦落ち着こうよ！,
1471,,諸葛亮,そこの先輩くん？,
1472,,諸葛亮,こんな危険人物を連れてくるとは、\n私に何か恨みでもあるのかい？,
1473,,*,いやいやいや！！！\n僕はただ、戦姫を野放しにしたくなくて……！,
1474,,アンユエ,貴様！\n余の愛しき先輩に向かって何じゃその態度は！,
1475,,諸葛亮,愛しき、先輩？,
1476,,*,もう何度もやめてって言ったよね！？\n諸葛亮さん、これ誤解だからね！？,
1477,,アンユエ,なっ……！？汝……何故その様なことを……\nやはりこの女が……,
1478,,*,うぉおおい！ますます空気が凍ってきてない！？\nだから違うんだって！よよよ、呼び方ぐらい\n好きにしていいさ！ね、アンユエさん！！,
1479,,アンユエ,ユエじゃ！,
1480,,*,お、おう！ユエ！,
1481,,アンユエ,ふふふっ……ユエって呼んでくれた……（ボソ）,
1482,,アンユエ,ふむ、では愛しき君よ。\nそろそろこの学園とやらを案内してくれぬか？,
1483,,*,い、愛しき君！？,
1484,,諸葛亮,名案だな。まずはその子を保健室に案内して、\n一度華佗先生に見てもらったらどうだ？,
1485,,アンユエ,「かだ」？……チッ、また別の女か。\nその華佗とは一体どういう関係じゃ！,
1486,,*,保険医！華佗先生はただの保険医だからね！\nそれに、保健室に連れて行っても治らないだろ……\n案内する必要なんてないよ。,
1487,,諸葛亮,ふ～ん……まぁ、ご自由に。とりあえず、\n学園の案内は任せたよ。「愛しき先輩」くん？\nこの様子では、他の人の案内は嫌がるだろうし。,
1488,,アンユエ,ふむ、察しはいいようじゃな。\n貴様のことは嫌いじゃが、そこだけは認めよう。,
1489,,諸葛亮,この子にとって、周りの女性全員が敵なのか……？,
1490,,アンユエ,そうだ、あと一つ忠告しておく。\n余の先輩には、あまり近づくんでないぞ？\n命が惜しければ、な！,
1491,,*,おいおい……,
1492,,諸葛亮,それは万に一つもないから、安心していい。\nでは、学園生活を楽しんでくれ。,
1493,,*,さすがにそこまで言われると、\n地味にショックなんだけど！？,
1494,,アンユエ,ふむ、この学園の桜はなかなか見ものじゃな。,
1495,,アンユエ,ここの景色もなかなか……\n愛しき先輩よ、どうじゃ？余と一緒に見る景色は？,
1496,,*,えっと……,
1497,,アンユエ,おや？そんなに汗をかいてどうしたんじゃ？\n今日はそこまで暑くはないと思うが……,
1498,,*,いやぁ、その……愛しきって呼び方さ、\nやめてくれな……,
1499,,*,あー、ごめん、お好きにどうぞ……\n愛しきなんて呼ばれて嬉しいな～……（泣）,
1500,,,命、大事。,
1501,,アンユエ,ふふっ、そうかそうか～♪\n次はあそこに行ってみたいのじゃ！,
1502,,,うーん……,
1503,,,こんな子が暗殺組織一の実力者とは……,
1504,,,やはり人（？）は見た目で判断できないな……,
1505,,,その極端な性格も、組織の影響なのかな？,
1506,,,少し衝動的だったかもしれないけど、\nそんな組織から連れ出したのは、\n正解……だったよね？,
1507,,*,なぁ、ちょっといいかな？,
1508,,アンユエ,何じゃ、愛しき先輩よ？,
1509,,*,……えっと、ア……ユエは今までどんな生活を\nしてたのか、ちょっと知りたいなぁって思って……,
1510,,アンユエ,おぉ！なんじゃ？\n汝もついに余に興味を持ったのかえ？,
1511,,*,バッ……！そういうわけじゃ……！\nいや……そういうこと、になるのかな？,
1512,,*,まぁ、言いづらいことは無理しなくてもいいよ。,
1513,,アンユエ,ふむ、愛しき先輩の頼みじゃ。\nそうじゃのう……,
1514,,,アンユエの記憶の中で、空は黒だった。,
1515,,,闇に潜む暗殺者にとって、\n日差しは無縁なものだった。,
1516,,,光には、近づけない。,
1517,,,光には、近づいてはいけない。,
1518,,,いつしか「暗（アン）月（ユエ）」と\n呼ばれるようになった存在は、\n生きるモノを抹消するために存在する。,
1519,,,命に払う最大の敬意は、\nただ素早くその命をかき消すことだった。,
1520,,,彼女にとって、全ての命はある意味平等で、\nそれは価値のないモノであった。,
1521,,,「殺す」ことはただの動作であり、\n「死」という結果をもたらす過程……,
1522,,,そこには何の感情も存在しない。\n感情なんて、必要ない。,
1523,,,ただ受けた依頼を遂行するだけ……,
1524,,,だが……,
1525,,,いや、だからこそ……,
1526,,,闇に包まれし深淵に差し込んでくる陽の光が、\nいつも眩しく見えた。,
1527,,,たとえ「アンユエ」の本質が、\n「先輩」という光の存在に相反しても……,
1528,,,烈火に魅入られた夏虫は、,
1529,,,迷うことなくその身を火の中に投じた。,
1530,,アンユエ,何じゃ？愛しき君よ、そんな顔をして？,
1531,,アンユエ,別に余のために悲しむ必要はないぞ？\n汝がそんな顔すると、余も悲しくなってしまう……,
1532,,,余はただ、殺戮の日々に退屈しておった。,
1533,,,そんな日々から余を連れ出し……,
1534,,,余に「光」を教えたのは、ほかならぬ汝じゃ。,
1535,,,余にとって命とは、どれも等しいモノじゃった。,
1536,,,それは暗殺者をやめた今でも変わらぬ……\n恐らく、今後も変わることのない価値観じゃろう。,
1537,,,じゃが、汝は……,
1538,,,汝の命だけは別じゃ。,
1539,,アンユエ,良いか、愛しき君よ。先に言っておく。,
1540,,アンユエ,絶対に、余の傍から消えるんじゃないぞ？,
1541,,アンユエ,汝のいない世界なぞ、存在する価値もない。\nふふっ、余が狂ってると思うか？,
1542,,アンユエ,あながち、間違いでもないかもしれんのう……\n少なくとも余は今、\n狂おしいほど汝に惹かれておる。,
1543,,*,……,
1544,,,一筋縄ではないと思っていたが、\nまさかここまでとは……,
1545,,,彼女が抱くその感情は、\nおそらく「愛情」ではない。,
1546,,,もっと単純な……\n鳥のヒナが初めて目にしたものを親と思うような、\nそんな刷り込みみたいなものだろう……,
1547,,,まったく、困ったヒナだ……,
1548,,アンユエ,ふふっ……分からない、と言った顔じゃな？\nま、汝に分かる訳あるまい。,
1549,,,陽とは遠いものじゃ……,
1550,,,どんなに憧れても、,
1551,,,月には手の届かないもの……,
1552,,,じゃが、そんな陽の光を受けて、\n微かに光ることぐらいはできよう……,
1553,,,余にとって、汝は太陽じゃ……\n余の輝きを保つため、汝はかけがえのない存在。,
1554,,*,うーん……,
1555,,*,いつの間にか学園の外に来ちゃったぞ……,
1556,,*,まぁ一応、大図書館への近道だから、\nギリ学園内って言ってもいいのかな？,
1557,,*,そういえば、ア……ユエ、君の……,
1558,,,彼女が「戦姫」であることは知っている。,
1559,,,そして、凄腕の「暗殺者」であることも。,
1560,,,だけどその腕も、あくまでも対人であって、,
1561,,,対カオスではどうなんだろう？,
1562,,,その疑問を投げかけようとした瞬間……,
1563,,アンユエ,汝、伏せろ！,
1564,,*,ッ！？あれは……！？,
1565,,,そこにいたのは、カオス症候群に感染した――,
1566,,,馬良だった。,
1567,,アンユエ,とどめぇ……！,
1568,,*,差しちゃダメーー！！！,
1569,,アンユエ,なっ！汝よ、なぜ止める！あやつは汝とはどういう関係じゃ！,
1570,,*,いやいやいや！同じ学園に通う者同士だからね？,
1571,,*,助けられる人は助けようよ！,
1572,,アンユエ,チッ、今はそれどころじゃなさそうじゃな……,
1573,,*,カオス……\n登場のタイミングが良すぎないか？,
1574,,アンユエ,はっ！\nこの程度で余の大事な人を傷つけられると思うか？,
1575,,*,――,
1576,,,絶句した。,
1577,,,一瞬の出来事だった。,
1578,,,この子の腕は、\nカオスに対しても確かなものだった。,
1579,,*,み、見えなかった……,
1580,,アンユエ,愛しき君よ、大事はないか？,
1581,,アンユエ,本当ならもっと優雅に殺せるんじゃが、\n汝に万一のことがあったらと思ったら、,
1582,,アンユエ,早さを重視しておった。,
1583,,諸葛亮,これは……,
1584,,諸葛亮,ふむ、君の目は確かだったな。,
1585,,*,諸葛亮さん？なぜここに？,
1586,,諸葛亮,この周辺で怪しい気配を感じてな。\nまぁ、たまたまだよ。,
1587,,アンユエ,本当なら余と愛しき君の後をついて来たのかと\n問い詰めたいところじゃが……\n今回は見逃してやろう。,
1588,,諸葛亮,それはそれはありがたいね。,
1589,,諸葛亮,なんにせよ、少々……いや、かなり癖は強いが、\n今の学園にとって戦力はいくらでも欲しい。,
1590,,アンユエ,ふん、綺麗ごとを並べれば、余が従うと思うたか？\n余は愛しき先輩の為にしか動かんぞ？\n他の者のことなぞ、知らぬ！,
1591,,諸葛亮,ふむ、そうか……,
1592,,諸葛亮,ならば、彼女のことは君に任せるとしよう。\nなぁ、「愛しき君」さん～？,
1593,,,丸投げですか、諸葛亮さん……,
1594,,アンユエ,さ、邪魔者はさっさと失せろ！\n今日は気分が良いから、\n特別に五体満足のまま見逃してやろう。,
1595,,アンユエ,さて、愛しき君よ、案内の続きを……\nん？これはあれじゃな。\n所謂「でーと」と言うものじゃな！,
1596,,*,あ、あはは……,
1597,,,ふふっ、なぁ……愛しき君よ……,
1598,,,かつての「暗月」はただ殺すための存在……,
1599,,,例え何であろうとも、,
1600,,,等しく死を与えるだけの存在じゃ。,
1601,,,じゃが、今の「ユエ」にとって……,
1602,,,汝こそが存在の意味なのじゃ。,
1603,,,余は死ぬのが怖い。\nふふっ、おかしいじゃろ？\n散々殺しを行ってきてなお、死が怖いとは……,
1604,,,じゃが……,
1605,,アンユエ,汝の為ならば、\n余は満面の笑みで死ねるじゃろう……,
1606,,アンユエ,死が我々を分かつまで……いや、たとえ死すとも、\n余は決して、汝から離れまいぞ？\n覚悟しておくのじゃな、ふふっ。,
1607,,,もし幸運の女神が本当に存在するのなら、,
1608,,,どうか僕の願いを聞いて欲しい……,
1609,,,新しい仲間を探しに来ただけなのに、,
1610,,,一体なぜこんなことに……,
1611,,テレサ,アッハハハ！あんた、意外と余裕じゃない～。,
1612,,*,……,
1613,,*,はぁ……,
1614,,,余裕？,
1615,,,全てを諦めただけさ……,
1616,,*,目を閉じれば、何も見えない……,
1617,,テレサ,ちょっと、そこのあんた！ちゃんと狙ってよ？,
1618,,坂本龍馬,あぁ？そのセリフ、そっくりそのまま\nおまんに返すぜよ！せ～っかく勝負の立会人を\n捕まえたのに、うっかり死なれたら敵わんき！,
1619,,*,……,
1620,,,日時：とある日曜の午前,
1621,,,場所：教会（仮）,
1622,,,人物：僕と服装だけがシスターな彼女とその他諸々,
1623,,,状況：ぐるぐる巻きにされ、的にされている,
1624,,,ルールは簡単さ……,
1625,,,僕の頭の上にあるリンゴに\n先にナイフを刺した人が勝利さ……,
1626,,*,今時ギャグ漫画でもこんなことないぞ！？\nこんなとこで再現しないでくれない！？ねぇ！？,
1627,,,しかもなんで教会に賭博場があるんだよ！？,
1628,,,ここ、教会だよね！？,
1629,,,一応、教会だろ！？なぁ！？,
1630,,テレサ,あぁ、もううるさい！\n教会に賭博場があっちゃダメって、誰が決めたの？\nあんた、教会なめてんの？,
1631,,*,いやいやいや！\n問題は「教会」じゃなくて、賭博場だから！,
1632,,*,あぁ、神様……いるなら助けてくれ！！！,
1633,,テレサ,残念、神様は日曜お休みよ。\n神様に頼むより、私に祈ったらどう？,
1634,,*,……,
1635,,,ここ、本当に教会なんだろうな？,
1636,,テレサ,賭け金はこれで決まり？\n降りるなら今のうちよ？,
1637,,坂本龍馬,ハッ！よぉ言うわ！,
1638,,坂本龍馬,勝ち無しのテレサのくせに！,
1639,,*,おい待て！？ヤバイワードが聞こえたぞ！？\n勝ち無しってなんだ！？,
1640,,坂本龍馬,おいおい、お主何も知らんでここに来ちゅうがか？,
1641,,*,おいおい見てわからんか？\nどう見ても攫われてきたんだが……？,
1642,,坂本龍馬,あいつ、賭けにはめっぽう弱いき、\n負け続きで有名ぜよ。そんなヤツのために\n的になろうとは、お主も随分狂っちゅうにゃあ。,
1643,,*,……,
1644,,*,神様！！！休日出勤お願いできるかな！？,
1645,,,2時間後……,
1646,,坂本龍馬,ほぉ……テレサ、おまん意外とやるじゃか……\nそれとも、運がえいだけかのう……,
1647,,*,むぅ、むむむむ！？（口をふさがれている）,
1648,,テレサ,チッ、しぶといリンゴね！,
1649,,*,むむむむむ＄％＆！？\n（しぶといのはあんたたちだよ！）,
1650,,,僕の周りには無数のナイフが刺さっていた。\n何か見えない力で守られてでもいるかのごとく、\n見事に僕の周囲を取り囲むように……,
1651,,坂本龍馬,まぁ、今日はこんばあで勘弁してやるぜよ。\nワシは曹植と図書室を片付ける約束があるき、\nまたな！,
1652,,*,ぷはっ……やっと喋れた……\nその前におろしてくれよ！あと、なに？\nお前が図書室を片付けるっていったい何の冗談だ？,
1653,,坂本龍馬,賭け事で決めた代価は絶対じゃ！\n曹植のヤツ、意外とやり手やき！ハッハッハッ！,
1654,,*,えっ！？あの子賭け事なんてするの！？\nてか強いんだ……,
1655,,テレサ,ん？曹植だって！？私も行くわ！,
1656,,*,えっ？？知り合いなの？,
1657,,*,てかなに、その食いつきっぷり。,
1658,,テレサ,そりゃあそうよ！だって曹植よ？\nあんたなんかとは訳が違うわ！,
1659,,,そう言って彼女たちは\nその場からさっさと立ち去ったが……,
1660,,,お―――い！？,
1661,,,何か忘れてません！？,
1662,,,この際、曹植との関係は\n教えてくれなくてもいいから、,
1663,,,僕をおろしてくれよ！！！,
1664,,,お―――い！誰かぁ！！！,
1665,,,……,
1666,,,その日。,
1667,,,ウリエルが駆け付けてくれた時には……,
1668,,,とっくに日は暮れていた。,
1669,,,もう二度とあのシスターには会いたくねぇ！！！,
1670,,,……,
1671,,,うん。,
1672,,,寝不足かな？,
1673,,,それともドアの開け方を間違えたかな？,
1674,,*,よし、一回ドアを閉めて……,
1675,,諸葛亮,そのギャグはもう古いぞ？,
1676,,*,あれぇ～？諸葛亮さんじゃん！こんにちは！,
1677,,諸葛亮,こんにちは、さぁ現実に戻って来い。,
1678,,*,いやぁ～、僕としましては、\n現実を見て決めた行動だったんですけどねぇ……\nえーと……何でその人がここにいるんだよ！？,
1679,,,生徒会室のソファーには、,
1680,,,ヤツがいた……,
1681,,,行儀の欠片もなく、我が物顔で座っていたのは……,
1682,,,えっと、確か……テレサ、だっけ？,
1683,,諸葛亮,うむ、ウリエルからの推薦でね。\n教会「ザ・バイオレンス」の幹部だ。\n能力も申し分ないな。,
1684,,*,ザ・バイオレンス……？,
1685,,,あの教会、そんな不穏な名前だったのか？,
1686,,諸葛亮,今日貴殿にここに来てもらったのは、\nウリエルの推薦状によると、\n貴殿が彼女とそれなりの仲とのことだったのでな。,
1687,,*,新入生の案内は元々僕に任せられてるから\nまぁ良いとして、それなりの仲って……,
1688,,諸葛亮,ん？それなりの仲ではなく、\nもっと深い仲、という事か？,
1689,,*,諸葛亮さん、たまに抜けてるところあるよね……,
1690,,テレサ,そうそう、うちらマブだよマブ！\nお互い命を預けた仲だもんね～？\nそのよしみで案内頼むよ、先輩？,
1691,,*,一方的に命の危険にさらしたの間違いでしょ！？,
1692,,諸葛亮,おや、そこまでの関係なら安心だ。\nでは、行ってきてくれたまえ。\n私は生徒会の仕事で忙しいのでな。,
1693,,*,はぁ……もうそれでいいよ……\n言っとくけど、変なことするなよ？,
1694,,テレサ,あいよっ、先輩～！,
1695,,*,……,
1696,,,こいつの性格が分からなくなってきた……,
1697,,,でもとりあえず……,
1698,,,学園を案内するにしても、,
1699,,,安全な場所からにしよう。,
1700,,,まずは図書室だな。多分知ってると思うけど。,
1701,,*,偉い人はこう言いました。\n「本を読めば全て解決する」と……\nと言うことで、図書室に行こうか。,
1702,,テレサ,そんな言葉ないわよ。適当に言ったわね？,
1703,,*,いやいやいや、本を読まない君が知らないだけで、\n誰かが本当に言ったかもしれないぞ？,
1704,,テレサ,はぁ？私はこれでも読書家よ？,
1705,,*,えっ！？,
1706,,テレサ,なによ？その反応。\n本を読めば、曹植との話題ができるじゃない。,
1707,,*,前もちょっと言ってたけど、君と曹植は……,
1708,,,僕が問いかけようとしたその時…,
1709,,テレサ,うん？これは……！,
1710,,*,えっ、なに！？,
1711,,テレサ,何そんなに警戒しているのよ？\nこの匂いに気づいてないの？,
1712,,*,いや……特に……,
1713,,テレサ,お酒よ！しかもけっこういいお酒の匂いよ！\n（イベントエリアにダッシュ）,
1714,,,この子……もしやアル中じゃないよね？,
1715,,テレサ,ぷはぁ～っ！これ良いわね！\n何？先輩。さっきからずっと変な顔しちゃってさ？,
1716,,*,まさかシスターの懐から\n煮干しが現れるとは思わなくてさ……\nなんか色々通り越して、もはや尊敬してきたよ……,
1717,,テレサ,おやおや、そこまで敬ってもらっちゃあ、\nさすがの私も照れるわねぇ～……\nんで？どうして不機嫌なの？,
1718,,*,いや、酒を飲むのは構わないけどさ、\n別に普通に買えば良かったよね？\nなんで店主と賭けなんてしたんだよ！？,
1719,,*,しかも負けたら僕がただ働きするって、\nどういうことだよ！？,
1720,,テレサ,ええ～？だって、他に賭けられる物ないし？,
1721,,*,そろそろ一発殴っていいかな？,
1722,,テレサ,アハハッ、さっき殴ったじゃん？\n私じゃないけどさ～。,
1723,,,そりゃあ殴りだってするだろ……,
1724,,,手を出さないと、そのまま店に拘束されるんだぞ？,
1725,,,この子が負けた分……\nおそらく半年ぐらいただ働きってことだろ？,
1726,,,すまんよ、店主さん……\n指名手配なら僕じゃなくこの子にしてくれ……,
1727,,テレサ,ねぇ、他に面白い所ある？\n学園も捨てたもんじゃないわね。,
1728,,*,はぁ……店主のことは\n諸葛亮さんが何とかしてくれると信じて……\nそもそも学園で飲酒っていいのかな？,
1729,,テレサ,まあまあ、細かいこと気にしすぎると禿げるよ？\n煮干し食べる？,
1730,,*,……,
1731,,*,問題を起こしてるヤツがよく言うよ。\nまったくもう～。,
1732,,,本当にこの子の性格が分からん。,
1733,,テレサ,おっ、そこでグラサンの特売やってるわよ！\nこの学園、本当に面白いわね！,
1734,,テレサ,ちょっと行ってくるから、ここで待っててね～。,
1735,,*,えっ、あっ、おい！？\nもう……勝手に行っちゃったよ……,
1736,,,それからしばらくして……,
1737,,ウリエル,おや、先輩。\nどうしたのですか？地面にうずくまって……\nえっと、アリを数えているのですか……？,
1738,,*,犯人は現場に戻ってくる……\nなぁ、ウリエル。\nなんで僕がテレサと仲がいいなんて書いたんだ？,
1739,,ウリエル,ん？何か問題でもあったのですか？\nあの子は普通に良い子ですが……,
1740,,*,いやいやいや、\nどう見ても良い子の部類には入らないでしょ！？,
1741,,ウリエル,あの子、以前教会の壊れていた場所を\n修理してましたよ？,
1742,,*,どうせあいつが壊したんだろう？,
1743,,ウリエル,それに、自分の好物を\n礼拝に来た学園の生徒に分け与えていましたし……,
1744,,*,好物って、あのピリ辛煮干しだろ？\nあれ珍味だから、けっこう好き嫌いが別れるぞ？,
1745,,ウリエル,まあまあ、あの子にはそういった優しい一面も\nあるということですよ。悪い所だけでなく、\nあの子の良い所も見てあげてください。,
1746,,*,僕、つい先日、その良い子に攫われたんだが……,
1747,,ウリエル,"
あはは……あの子、少し口下手なところがあって、
他人に対して気遣いが足りない部分もありますが、
根っこはいい子なんです。
先輩なら、きっと分かってくれるはずです。",
1748,,,「では、私はまだ用事がありますので……」,
1749,,,そう言ってウリエルは去って行った。,
1750,,,優しい子、ね……,
1751,,,今までの言動からだと、,
1752,,,ちょっとなぁ……,
1753,,テレサ,アハハ！ねえねえ、先輩！\nこれ、カッコいいでしょ～？,
1754,,*,……,
1755,,,僕に向けられた笑顔はとても純粋で綺麗だった……\nだが、その後ろには殺気立って、\n彼女を追いかけてくる人が見えた……,
1756,,,たぶんグラサン屋さんの店主だな……,
1757,,*,いやもう……\nあんた本当にいい性格してるよ！！！（泣）,
1758,,テレサ,あ～、面白かった！,
1759,,*,うぅ……\nお店に賠償金払ったせいで、今月ピンチだよ……\nこれ、ヴェラに言ったら補助金でるかな……,
1760,,テレサ,そんなメソメソしないでよ～、先輩。\n体を動かしたら元気になったでしょ？,
1761,,*,誰のせいだよ！,
1762,,テレサ,もう、またそんな暗い顔して～。,
1763,,*,っ……はぁ……何かもう、うん、いいや。,
1764,,テレサ,ねぇ、先輩。\nザ・バイオレンスがなぜ存在するか知ってる？,
1765,,*,急になんだ？知らんがな。,
1766,,テレサ,私も最初は分からなかったよ。\nでもほら、ウリエルのとこのあの子が事件……\nいや、事故で亡くなった事は知ってるよね？,
1767,,,ん？何のことだ？えっと、確かウリエルは……,
1768,,テレサ,ウリエルもそうだけど、\n周りの人全員が毎日暗い顔しててね……,
1769,,テレサ,せっかく生きてるんだよ？,
1770,,テレサ,毎日毎日、項垂れて懺悔室に来る人、\nいっぱいいるんだよ。,
1771,,,彼女は軽快に話していたが、,
1772,,,表情は少しだけ暗かった。,
1773,,テレサ,しょっちゅうお休みの神様なんかに祈っても、\nな～んの役にも立たないってのに。,
1774,,テレサ,みんな、いつまでたっても\nそれが分からないのよ……,
1775,,テレサ,自分を助けられるのは、\n結局自分自身だけなんだよ？,
1776,,テレサ,特にウリエルよ。自分のせいじゃないのに、\n自分ばっかり責めるんだよ？\nみんなのそんな顔なんて、私は見たくないわ。,
1777,,テレサ,"
私はこれでも一応シスターだからさ、「テレサ」で
ある前に、「シスター」である私が求められるの。
だけど、過去や自分をねちねち責めてばっかり……
正直聞いてらんないのよ。殴りたくなっちゃうわ。",
1778,,*,ん？あれ？いい話になる流れだったよね？,
1779,,テレサ,聖書とやらで見たのよ。\n自分が好きな物を分け与えると、\nみんながハッピーになるって。,
1780,,*,……,
1781,,,煮干し配ってるのって、\nもしかしてそういう理由？,
1782,,テレサ,まっ、その聖書とやらに、\n「物事には正当な対価を払いたまえ」\nって書いてたから、すこーしだけお金貰うけどね？,
1783,,*,いや……そういう意味じゃないと思うぞ！？,
1784,,,一瞬でも謎の感動を覚えそうになった自分を\n今すぐ殴りたい。,
1785,,テレサ,だからね、言葉なんて必要ないのよ！\n殴り合えば、人と人は自然に分かり合えるわ！,
1786,,*,昭和の少年漫画かよ！\n華佗先生が聞いたら卒倒する結論だわ！,
1787,,テレサ,ああもう、うるさい！やるわよ、先輩！,
1788,,*,えっ？なに！？はぁ？,
1789,,テレサ,聖書曰く「考えるな、感じろ！」、\nてことで、殴れば分かるわ！,
1790,,*,んな聖書なんてねぇええええ！,
1791,,テレサ,どう、先輩？\n体動かしたら、気が晴れたでしょ？,
1792,,*,認めたくはないけど、効果はあるね……,
1793,,テレサ,でしょ？,
1794,,*,ザ・バイオレンス、ね……,
