id,lv,next_id,pet_skill_id,cost,restore,effect,icon
3012035,35,3012036,3012001,1#1739338|27#427,27#6253|26#2100,hp#56385|atk#1984|armP#0.21,pet_skill_3012
3012036,36,3012037,3012001,1#1779338|27#470,27#6680|26#2100,hp#60144|atk#2028|armP#0.21,pet_skill_3012
3012037,37,3012038,3012001,1#1819338|27#517,27#7150|26#2100,hp#63903|atk#2072|armP#0.21,pet_skill_3012
3012038,38,3012039,3012001,1#1859338|27#569,27#7667|26#2100,hp#67662|atk#2116|armP#0.22,pet_skill_3012
3012039,39,3012040,3012001,1#1899338|27#626,27#8236|26#2100,hp#71421|atk#2160|armP#0.22,pet_skill_3012
3012040,40,3012041,3012001,1#1939338|27#689,27#8862|26#2100,hp#75180|atk#2204|armP#0.22,pet_skill_3012
3012041,41,3012042,3012001,1#1979338|27#758,27#9551|26#2100,hp#78939|atk#2248|armP#0.22,pet_skill_3012
3012042,42,3012043,3012001,1#2019338|27#834,27#10309|26#2100,hp#82698|atk#2292|armP#0.23,pet_skill_3012
3012043,43,3012044,3012001,1#2059338|27#917,27#11143|26#2100,hp#86457|atk#2336|armP#0.23,pet_skill_3012
3012044,44,3012045,3012001,1#2099338|27#1009,27#12060|26#2100,hp#90216|atk#2380|armP#0.23,pet_skill_3012
3012045,45,3012046,3012001,1#2139338|27#1110,27#13069|26#2100,hp#93975|atk#2424|armP#0.23,pet_skill_3012
3012046,46,3012047,3012001,1#2179338|27#1221,27#14179|26#2100,hp#97734|atk#2468|armP#0.24,pet_skill_3012
3012047,47,3012048,3012001,1#2219338|27#1343,27#15400|26#2100,hp#101493|atk#2512|armP#0.24,pet_skill_3012
3012048,48,3012049,3012001,1#2259338|27#1477,27#16743|26#2100,hp#105252|atk#2556|armP#0.24,pet_skill_3012
3012049,49,3012050,3012001,1#2299338|27#1625,27#18220|26#2100,hp#109011|atk#2600|armP#0.24,pet_skill_3012
3012050,50,0,3012001,,27#19845|26#2100,hp#112770|atk#2644|armP#0.25,pet_skill_3012
3013001,1,3013002,3013001,1#932187|27#158,27#0|26#4100,hp#2067|atk#97|miss#30,pet_skill_3013
3013002,2,3013003,3013001,1#966713|27#164,27#158|26#4100,hp#4135|atk#194|miss#30,pet_skill_3013
3013003,3,3013004,3013001,1#1001238|27#171,27#322|26#4100,hp#6202|atk#291|miss#30,pet_skill_3013
3013004,4,3013005,3013001,1#1063757|27#176,27#493|26#4100,hp#8270|atk#388|miss#60,pet_skill_3013
3013005,5,3013006,3013001,1#1099216|27#181,27#669|26#4100,hp#10337|atk#485|miss#60,pet_skill_3013
3013006,6,3013007,3013001,1#1164534|27#188,27#850|26#4100,hp#12405|atk#582|miss#60,pet_skill_3013
3013007,7,3013008,3013001,1#1200926|27#194,27#1038|26#4100,hp#14472|atk#679|miss#90,pet_skill_3013
3013008,8,3013009,3013001,1#1237318|27#199,27#1232|26#4100,hp#16540|atk#776|miss#90,pet_skill_3013
3013009,9,3013010,3013001,1#1306368|27#206,27#1431|26#4100,hp#18607|atk#873|miss#90,pet_skill_3013
3013010,10,3013011,3013001,1#1343693|27#211,27#1637|26#4100,hp#20675|atk#970|miss#120,pet_skill_3013
3013011,11,3013012,3013001,1#1415544|27#216,27#1848|26#4100,hp#22742|atk#1067|miss#120,pet_skill_3013
3013012,12,3013013,3013001,1#1453801|27#223,27#2064|26#4100,hp#24809|atk#1164|miss#120,pet_skill_3013
3013013,13,3013014,3013001,1#1492059|27#229,27#2287|26#4100,hp#26877|atk#1261|miss#150,pet_skill_3013
3013014,14,3013015,3013001,1#1567642|27#234,27#2516|26#4100,hp#28944|atk#1358|miss#150,pet_skill_3013
3013015,15,3013016,3013001,1#1606833|27#241,27#2750|26#4100,hp#31012|atk#1455|miss#150,pet_skill_3013
3013016,16,3013017,3013001,1#1685215|27#246,27#2991|26#4100,hp#33079|atk#1552|miss#180,pet_skill_3013
3013017,17,3013018,3013001,1#1725339|27#252,27#3237|26#4100,hp#35147|atk#1649|miss#180,pet_skill_3013
3013018,18,3013019,3013001,1#1765464|27#258,27#3489|26#4100,hp#37214|atk#1746|miss#180,pet_skill_3013
3013019,19,3013020,3013001,1#1847578|27#264,27#3747|26#4100,hp#39282|atk#1843|miss#210,pet_skill_3013
3013020,20,3013021,3013001,1#1888635|27#269,27#4011|26#4100,hp#41349|atk#1940|miss#210,pet_skill_3013
3013021,21,3013022,3013001,1#1973549|27#276,27#4280|26#4100,hp#43416|atk#2037|miss#210,pet_skill_3013
3013022,22,3013023,3013001,1#2015540|27#281,27#4556|26#4100,hp#45484|atk#2134|miss#240,pet_skill_3013
3013023,23,3013024,3013001,1#2057530|27#287,27#4837|26#4100,hp#47551|atk#2231|miss#240,pet_skill_3013
3013024,24,3013025,3013001,1#2146176|27#292,27#5124|26#4100,hp#49619|atk#2328|miss#240,pet_skill_3013
3013025,25,3013026,3013001,1#2189100|27#299,27#5416|26#4100,hp#51686|atk#2426|miss#270,pet_skill_3013
3013026,26,3013027,3013001,1#2280546|27#304,27#5715|26#4100,hp#53754|atk#2523|miss#270,pet_skill_3013
3013027,27,3013028,3013001,1#2324402|27#310,27#6019|26#4100,hp#55821|atk#2620|miss#270,pet_skill_3013
3013028,28,3013029,3013001,1#2368259|27#316,27#6329|26#4100,hp#57889|atk#2717|miss#300,pet_skill_3013
3013029,29,3013030,3013001,1#2463437|27#322,27#6645|26#4100,hp#59956|atk#2814|miss#300,pet_skill_3013
3013030,30,3013031,3013001,1#2518437|27#354,27#6967|26#4100,hp#62650|atk#2940|miss#300,pet_skill_3013
3013031,31,3013032,3013001,1#2573437|27#389,27#7321|26#4100,hp#68915|atk#3013|miss#300,pet_skill_3013
3013032,32,3013033,3013001,1#2628437|27#428,27#7710|26#4100,hp#75180|atk#3086|miss#300,pet_skill_3013
3013033,33,3013034,3013001,1#2683437|27#471,27#8138|26#4100,hp#81445|atk#3159|miss#300,pet_skill_3013
3013034,34,3013035,3013001,1#2738437|27#518,27#8609|26#4100,hp#87710|atk#3232|miss#320,pet_skill_3013
3013035,35,3013036,3013001,1#2793437|27#570,27#9127|26#4100,hp#93975|atk#3305|miss#320,pet_skill_3013
3013036,36,3013037,3013001,1#2848437|27#627,27#9697|26#4100,hp#100240|atk#3378|miss#320,pet_skill_3013
3013037,37,3013038,3013001,1#2903437|27#690,27#10324|26#4100,hp#106505|atk#3451|miss#320,pet_skill_3013
3013038,38,3013039,3013001,1#2958437|27#759,27#11014|26#4100,hp#112770|atk#3524|miss#340,pet_skill_3013
3013039,39,3013040,3013001,1#3013437|27#835,27#11773|26#4100,hp#119035|atk#3597|miss#340,pet_skill_3013
3013040,40,3013041,3013001,1#3068437|27#919,27#12608|26#4100,hp#125300|atk#3670|miss#340,pet_skill_3013
3013041,41,3013042,3013001,1#3123437|27#1011,27#13527|26#4100,hp#131565|atk#3743|miss#340,pet_skill_3013
3013042,42,3013043,3013001,1#3178437|27#1112,27#14538|26#4100,hp#137830|atk#3816|miss#360,pet_skill_3013
3013043,43,3013044,3013001,1#3233437|27#1223,27#15650|26#4100,hp#144095|atk#3889|miss#360,pet_skill_3013
3013044,44,3013045,3013001,1#3288437|27#1345,27#16873|26#4100,hp#150360|atk#3962|miss#360,pet_skill_3013
3013045,45,3013046,3013001,1#3343437|27#1480,27#18218|26#4100,hp#156625|atk#4035|miss#360,pet_skill_3013
3013046,46,3013047,3013001,1#3398437|27#1628,27#19698|26#4100,hp#162890|atk#4108|miss#380,pet_skill_3013
3013047,47,3013048,3013001,1#3453437|27#1791,27#21326|26#4100,hp#169155|atk#4181|miss#380,pet_skill_3013
3013048,48,3013049,3013001,1#3508437|27#1970,27#23117|26#4100,hp#175420|atk#4254|miss#380,pet_skill_3013
3013049,49,3013050,3013001,1#3563437|27#2167,27#25087|26#4100,hp#181685|atk#4327|miss#380,pet_skill_3013
3013050,50,0,3013001,,27#27254|26#4100,hp#187950|atk#4400|miss#400,pet_skill_3013
3014001,1,3014002,3014001,1#1606833|27#241,27#0|26#8300,hp#3721|atk#129|spd#4,pet_skill_3014
3014002,2,3014003,3014001,1#1685215|27#246,27#241|26#8300,hp#7443|atk#259|spd#4,pet_skill_3014
3014003,3,3014004,3014001,1#1725339|27#252,27#487|26#8300,hp#11164|atk#388|spd#4,pet_skill_3014
3014004,4,3014005,3014001,1#1806521|27#258,27#739|26#8300,hp#14886|atk#517|spd#8,pet_skill_3014
3014005,5,3014006,3014001,1#1847578|27#264,27#997|26#8300,hp#18607|atk#647|spd#8,pet_skill_3014
3014006,6,3014007,3014001,1#1888635|27#269,27#1261|26#8300,hp#22328|atk#776|spd#8,pet_skill_3014
3014007,7,3014008,3014001,1#1973549|27#276,27#1530|26#8300,hp#26050|atk#906|spd#12,pet_skill_3014
3014008,8,3014009,3014001,1#2015540|27#281,27#1806|26#8300,hp#29771|atk#1035|spd#12,pet_skill_3014
3014009,9,3014010,3014001,1#2103253|27#287,27#2087|26#8300,hp#33493|atk#1164|spd#12,pet_skill_3014
3014010,10,3014011,3014001,1#2146176|27#292,27#2374|26#8300,hp#37214|atk#1294|spd#16,pet_skill_3014
3014011,11,3014012,3014001,1#2189100|27#299,27#2666|26#8300,hp#40936|atk#1423|spd#16,pet_skill_3014
3014012,12,3014013,3014001,1#2280546|27#304,27#2965|26#8300,hp#44657|atk#1552|spd#16,pet_skill_3014
3014013,13,3014014,3014001,1#2324402|27#310,27#3269|26#8300,hp#48378|atk#1682|spd#20,pet_skill_3014
3014014,14,3014015,3014001,1#2418648|27#316,27#3579|26#8300,hp#52100|atk#1811|spd#20,pet_skill_3014
3014015,15,3014016,3014001,1#2463437|27#322,27#3895|26#8300,hp#55821|atk#1940|spd#20,pet_skill_3014
3014016,16,3014017,3014001,1#2508227|27#327,27#4217|26#8300,hp#59543|atk#2070|spd#24,pet_skill_3014
3014017,17,3014018,3014001,1#2606205|27#334,27#4544|26#8300,hp#63264|atk#2199|spd#24,pet_skill_3014
3014018,18,3014019,3014001,1#2651928|27#339,27#4878|26#8300,hp#66985|atk#2328|spd#24,pet_skill_3014
3014019,19,3014020,3014001,1#2752704|27#345,27#5217|26#8300,hp#70707|atk#2458|spd#28,pet_skill_3014
3014020,20,3014021,3014001,1#2799360|27#351,27#5562|26#8300,hp#74428|atk#2587|spd#28,pet_skill_3014
3014021,21,3014022,3014001,1#2846016|27#357,27#5913|26#8300,hp#78150|atk#2717|spd#28,pet_skill_3014
3014022,22,3014023,3014001,1#2950526|27#362,27#6270|26#8300,hp#81871|atk#2846|spd#32,pet_skill_3014
3014023,23,3014024,3014001,1#2998115|27#369,27#6632|26#8300,hp#85592|atk#2975|spd#32,pet_skill_3014
3014024,24,3014025,3014001,1#3105424|27#374,27#7001|26#8300,hp#89314|atk#3105|spd#32,pet_skill_3014
3014025,25,3014026,3014001,1#3153946|27#380,27#7375|26#8300,hp#93035|atk#3234|spd#36,pet_skill_3014
3014026,26,3014027,3014001,1#3202468|27#387,27#7755|26#8300,hp#96757|atk#3363|spd#36,pet_skill_3014
3014027,27,3014028,3014001,1#3313510|27#392,27#8142|26#8300,hp#100478|atk#3493|spd#36,pet_skill_3014
3014028,28,3014029,3014001,1#3362965|27#397,27#8534|26#8300,hp#104199|atk#3622|spd#40,pet_skill_3014
3014029,29,3014030,3014001,1#3476806|27#404,27#8931|26#8300,hp#107921|atk#3751|spd#40,pet_skill_3014
3014030,30,3014031,3014001,1#3544806|27#444,27#9335|26#8300,hp#112770|atk#3920|spd#40,pet_skill_3014
3014031,31,3014032,3014001,1#3612806|27#488,27#9779|26#8300,hp#124047|atk#4018|spd#41,pet_skill_3014
3014032,32,3014033,3014001,1#3680806|27#537,27#10267|26#8300,hp#135324|atk#4116|spd#42,pet_skill_3014
3014033,33,3014034,3014001,1#3748806|27#591,27#10804|26#8300,hp#146601|atk#4214|spd#43,pet_skill_3014
3014034,34,3014035,3014001,1#3816806|27#650,27#11395|26#8300,hp#157878|atk#4312|spd#44,pet_skill_3014
3014035,35,3014036,3014001,1#3884806|27#715,27#12045|26#8300,hp#169155|atk#4410|spd#45,pet_skill_3014
3014036,36,3014037,3014001,1#3952806|27#787,27#12760|26#8300,hp#180432|atk#4508|spd#46,pet_skill_3014
3014037,37,3014038,3014001,1#4020806|27#866,27#13547|26#8300,hp#191709|atk#4606|spd#47,pet_skill_3014
3014038,38,3014039,3014001,1#4088806|27#953,27#14413|26#8300,hp#202986|atk#4704|spd#48,pet_skill_3014
3014039,39,3014040,3014001,1#4156806|27#1048,27#15366|26#8300,hp#214263|atk#4802|spd#49,pet_skill_3014
3014040,40,3014041,3014001,1#4224806|27#1153,27#16414|26#8300,hp#225540|atk#4900|spd#50,pet_skill_3014
3014041,41,3014042,3014001,1#4292806|27#1268,27#17567|26#8300,hp#236817|atk#4998|spd#51,pet_skill_3014
3014042,42,3014043,3014001,1#4360806|27#1395,27#18835|26#8300,hp#248094|atk#5096|spd#52,pet_skill_3014
3014043,43,3014044,3014001,1#4428806|27#1535,27#20230|26#8300,hp#259371|atk#5194|spd#53,pet_skill_3014
3014044,44,3014045,3014001,1#4496806|27#1689,27#21765|26#8300,hp#270648|atk#5292|spd#54,pet_skill_3014
3014045,45,3014046,3014001,1#4564806|27#1858,27#23454|26#8300,hp#281925|atk#5390|spd#55,pet_skill_3014
3014046,46,3014047,3014001,1#4632806|27#2044,27#25312|26#8300,hp#293202|atk#5488|spd#56,pet_skill_3014
3014047,47,3014048,3014001,1#4700806|27#2248,27#27356|26#8300,hp#304479|atk#5586|spd#57,pet_skill_3014
3014048,48,3014049,3014001,1#4768806|27#2473,27#29604|26#8300,hp#315756|atk#5684|spd#58,pet_skill_3014
3014049,49,3014050,3014001,1#4836806|27#2720,27#32077|26#8300,hp#327033|atk#5782|spd#59,pet_skill_3014
3014050,50,0,3014001,,27#34797|26#8300,hp#338310|atk#5880|spd#60,pet_skill_3014
4011001,1,4011002,4011001,1#24262|27#7,27#0|26#0,hp#547|atk#37,pet_skill_4011
4011002,2,4011003,4011001,1#45350|27#11,27#7|26#0,hp#1095|atk#73,pet_skill_4011
4011003,3,4011004,4011001,1#65506|27#17,27#18|26#0,hp#1642|atk#110,pet_skill_4011
4011004,4,4011005,4011001,1#85661|27#21,27#35|26#0,hp#2190|atk#147,pet_skill_4011
4011005,5,4011006,4011001,1#109735|27#26,27#56|26#0,hp#2737|atk#183,pet_skill_4011
4011006,6,4011007,4011001,1#130637|27#30,27#82|26#0,hp#3285|atk#220,pet_skill_4011
4011007,7,4011008,4011001,1#151539|27#36,27#112|26#0,hp#3832|atk#257,pet_skill_4011
4011008,8,4011009,4011001,1#178600|27#40,27#148|26#0,hp#4380|atk#293,pet_skill_4011
4011009,9,4011010,4011001,1#200248|27#44,27#188|26#0,hp#4927|atk#330,pet_skill_4011
4011010,10,4011011,4011001,1#221896|27#49,27#232|26#0,hp#5475|atk#367,pet_skill_4011
4011011,11,4011012,4011001,1#243545|27#53,27#281|26#0,hp#6022|atk#403,pet_skill_4011
4011012,12,4011013,4011001,1#274338|27#59,27#334|26#0,hp#6570|atk#440,pet_skill_4011
4011013,13,4011014,4011001,1#296733|27#63,27#393|26#0,hp#7117|atk#477,pet_skill_4011
4011014,14,4011015,4011001,1#319128|27#68,27#456|26#0,hp#7665|atk#513,pet_skill_4011
4011015,15,4011016,4011001,1#352906|27#72,27#524|26#0,hp#8212|atk#550,pet_skill_4011
4011016,16,4011017,4011001,1#376048|27#77,27#596|26#0,hp#8760|atk#587,pet_skill_4011
4011017,17,4011018,4011001,1#399189|27#81,27#673|26#0,hp#9307|atk#623,pet_skill_4011
4011018,18,4011019,4011001,1#435954|27#87,27#754|26#0,hp#9854|atk#660,pet_skill_4011
4011019,19,4011020,4011001,1#459842|27#91,27#841|26#0,hp#10402|atk#697,pet_skill_4011
4011020,20,4011021,4011001,1#483730|27#95,27#932|26#0,hp#10949|atk#733,pet_skill_4011
4011021,21,4011022,4011001,1#507618|27#100,27#1027|26#0,hp#11497|atk#770,pet_skill_4011
4011022,22,4011023,4011001,1#548115|27#104,27#1127|26#0,hp#12044|atk#807,pet_skill_4011
4011023,23,4011024,4011001,1#572750|27#110,27#1231|26#0,hp#12592|atk#843,pet_skill_4011
4011024,24,4011025,4011001,1#597384|27#114,27#1341|26#0,hp#13139|atk#880,pet_skill_4011
4011025,25,4011026,4011001,1#640867|27#119,27#1455|26#0,hp#13687|atk#917,pet_skill_4011
4011026,26,4011027,4011001,1#666248|27#123,27#1574|26#0,hp#14234|atk#953,pet_skill_4011
4011027,27,4011028,4011001,1#691629|27#129,27#1697|26#0,hp#14782|atk#990,pet_skill_4011
4011028,28,4011029,4011001,1#738098|27#133,27#1826|26#0,hp#15329|atk#1027,pet_skill_4011
4011029,29,4011030,4011001,1#764226|27#138,27#1959|26#0,hp#15877|atk#1063,pet_skill_4011
4011030,30,4011031,4011001,1#792226|27#152,27#2097|26#0,hp#16590|atk#1111,pet_skill_4011
4011031,31,4011032,4011001,1#820226|27#167,27#2249|26#0,hp#18249|atk#1138,pet_skill_4011
4011032,32,4011033,4011001,1#848226|27#184,27#2416|26#0,hp#19908|atk#1165,pet_skill_4011
4011033,33,4011034,4011001,1#876226|27#202,27#2600|26#0,hp#21567|atk#1192,pet_skill_4011
4011034,34,4011035,4011001,1#904226|27#222,27#2802|26#0,hp#23226|atk#1219,pet_skill_4011
4011035,35,4011036,4011001,1#932226|27#244,27#3024|26#0,hp#24885|atk#1246,pet_skill_4011
4011036,36,4011037,4011001,1#960226|27#268,27#3268|26#0,hp#26544|atk#1273,pet_skill_4011
4011037,37,4011038,4011001,1#988226|27#295,27#3536|26#0,hp#28203|atk#1300,pet_skill_4011
4011038,38,4011039,4011001,1#1016226|27#325,27#3831|26#0,hp#29862|atk#1327,pet_skill_4011
4011039,39,4011040,4011001,1#1044226|27#358,27#4156|26#0,hp#31521|atk#1354,pet_skill_4011
4011040,40,4011041,4011001,1#1072226|27#394,27#4514|26#0,hp#33180|atk#1381,pet_skill_4011
4011041,41,4011042,4011001,1#1100226|27#433,27#4908|26#0,hp#34839|atk#1408,pet_skill_4011
4011042,42,4011043,4011001,1#1128226|27#476,27#5341|26#0,hp#36498|atk#1435,pet_skill_4011
4011043,43,4011044,4011001,1#1156226|27#524,27#5817|26#0,hp#38157|atk#1462,pet_skill_4011
4011044,44,4011045,4011001,1#1184226|27#576,27#6341|26#0,hp#39816|atk#1489,pet_skill_4011
4011045,45,4011046,4011001,1#1212226|27#634,27#6917|26#0,hp#41475|atk#1516,pet_skill_4011
4011046,46,4011047,4011001,1#1240226|27#697,27#7551|26#0,hp#43134|atk#1543,pet_skill_4011
4011047,47,4011048,4011001,1#1268226|27#767,27#8248|26#0,hp#44793|atk#1570,pet_skill_4011
4011048,48,4011049,4011001,1#1296226|27#844,27#9015|26#0,hp#46452|atk#1597,pet_skill_4011
4011049,49,4011050,4011001,1#1324226|27#928,27#9859|26#0,hp#48111|atk#1624,pet_skill_4011
4011050,50,0,4011001,,27#10787|26#0,hp#49770|atk#1651,pet_skill_4011
4012001,1,4012002,4012001,1#381833|27#79,27#0|26#2100,hp#1095|atk#66|sklP#20,pet_skill_4012
4012002,2,4012003,4012001,1#410760|27#84,27#79|26#2100,hp#2190|atk#132|sklP#20,pet_skill_4012
4012003,3,4012004,4012001,1#453870|27#90,27#163|26#2100,hp#3285|atk#198|sklP#20,pet_skill_4012
4012004,4,4012005,4012001,1#483730|27#95,27#253|26#2100,hp#4380|atk#264|sklP#40,pet_skill_4012
4012005,5,4012006,4012001,1#513590|27#102,27#348|26#2100,hp#5475|atk#330|sklP#40,pet_skill_4012
4012006,6,4012007,4012001,1#543450|27#107,27#450|26#2100,hp#6570|atk#396|sklP#40,pet_skill_4012
4012007,7,4012008,4012001,1#591225|27#113,27#557|26#2100,hp#7665|atk#462|sklP#60,pet_skill_4012
4012008,8,4012009,4012001,1#622018|27#119,27#670|26#2100,hp#8760|atk#528|sklP#60,pet_skill_4012
4012009,9,4012010,4012001,1#652811|27#125,27#789|26#2100,hp#9854|atk#594|sklP#60,pet_skill_4012
4012010,10,4012011,4012001,1#704319|27#130,27#914|26#2100,hp#10949|atk#660|sklP#80,pet_skill_4012
4012011,11,4012012,4012001,1#736046|27#137,27#1044|26#2100,hp#12044|atk#726|sklP#80,pet_skill_4012
4012012,12,4012013,4012001,1#767772|27#142,27#1181|26#2100,hp#13139|atk#792|sklP#80,pet_skill_4012
4012013,13,4012014,4012001,1#823012|27#148,27#1323|26#2100,hp#14234|atk#858|sklP#100,pet_skill_4012
4012014,14,4012015,4012001,1#855672|27#154,27#1471|26#2100,hp#15329|atk#924|sklP#100,pet_skill_4012
4012015,15,4012016,4012001,1#888331|27#160,27#1625|26#2100,hp#16424|atk#990|sklP#100,pet_skill_4012
4012016,16,4012017,4012001,1#920990|27#165,27#1785|26#2100,hp#17519|atk#1056|sklP#120,pet_skill_4012
4012017,17,4012018,4012001,1#980896|27#172,27#1950|26#2100,hp#18614|atk#1122|sklP#120,pet_skill_4012
4012018,18,4012019,4012001,1#1014489|27#177,27#2122|26#2100,hp#19709|atk#1188|sklP#120,pet_skill_4012
4012019,19,4012020,4012001,1#1048081|27#183,27#2299|26#2100,hp#20804|atk#1254|sklP#140,pet_skill_4012
4012020,20,4012021,4012001,1#1111720|27#189,27#2482|26#2100,hp#21899|atk#1320|sklP#140,pet_skill_4012
4012021,21,4012022,4012001,1#1146245|27#195,27#2671|26#2100,hp#22994|atk#1386|sklP#140,pet_skill_4012
4012022,22,4012023,4012001,1#1180771|27#200,27#2866|26#2100,hp#24089|atk#1452|sklP#160,pet_skill_4012
4012023,23,4012024,4012001,1#1248142|27#207,27#3066|26#2100,hp#25184|atk#1518|sklP#160,pet_skill_4012
4012024,24,4012025,4012001,1#1283600|27#212,27#3273|26#2100,hp#26279|atk#1584|sklP#160,pet_skill_4012
4012025,25,4012026,4012001,1#1319059|27#218,27#3485|26#2100,hp#27374|atk#1650|sklP#180,pet_skill_4012
4012026,26,4012027,4012001,1#1354517|27#225,27#3703|26#2100,hp#28468|atk#1716|sklP#180,pet_skill_4012
4012027,27,4012028,4012001,1#1426554|27#230,27#3928|26#2100,hp#29563|atk#1782|sklP#180,pet_skill_4012
4012028,28,4012029,4012001,1#1462946|27#235,27#4158|26#2100,hp#30658|atk#1848|sklP#200,pet_skill_4012
4012029,29,4012030,4012001,1#1499338|27#241,27#4393|26#2100,hp#31753|atk#1914|sklP#200,pet_skill_4012
4012030,30,4012031,4012001,1#1539338|27#265,27#4634|26#2100,hp#33180|atk#2000|sklP#200,pet_skill_4012
4012031,31,4012032,4012001,1#1579338|27#292,27#4899|26#2100,hp#36498|atk#2050|sklP#200,pet_skill_4012
4012032,32,4012033,4012001,1#1619338|27#321,27#5191|26#2100,hp#39816|atk#2100|sklP#200,pet_skill_4012
4012033,33,4012034,4012001,1#1659338|27#353,27#5512|26#2100,hp#43134|atk#2150|sklP#200,pet_skill_4012
4012034,34,4012035,4012001,1#1699338|27#388,27#5865|26#2100,hp#46452|atk#2200|sklP#210,pet_skill_4012
4012035,35,4012036,4012001,1#1739338|27#427,27#6253|26#2100,hp#49770|atk#2250|sklP#210,pet_skill_4012
4012036,36,4012037,4012001,1#1779338|27#470,27#6680|26#2100,hp#53088|atk#2300|sklP#210,pet_skill_4012
4012037,37,4012038,4012001,1#1819338|27#517,27#7150|26#2100,hp#56406|atk#2350|sklP#210,pet_skill_4012
4012038,38,4012039,4012001,1#1859338|27#569,27#7667|26#2100,hp#59724|atk#2400|sklP#220,pet_skill_4012
4012039,39,4012040,4012001,1#1899338|27#626,27#8236|26#2100,hp#63042|atk#2450|sklP#220,pet_skill_4012
4012040,40,4012041,4012001,1#1939338|27#689,27#8862|26#2100,hp#66360|atk#2500|sklP#220,pet_skill_4012
4012041,41,4012042,4012001,1#1979338|27#758,27#9551|26#2100,hp#69678|atk#2550|sklP#220,pet_skill_4012
4012042,42,4012043,4012001,1#2019338|27#834,27#10309|26#2100,hp#72996|atk#2600|sklP#230,pet_skill_4012
4012043,43,4012044,4012001,1#2059338|27#917,27#11143|26#2100,hp#76314|atk#2650|sklP#230,pet_skill_4012
4012044,44,4012045,4012001,1#2099338|27#1009,27#12060|26#2100,hp#79632|atk#2700|sklP#230,pet_skill_4012
4012045,45,4012046,4012001,1#2139338|27#1110,27#13069|26#2100,hp#82950|atk#2750|sklP#230,pet_skill_4012
4012046,46,4012047,4012001,1#2179338|27#1221,27#14179|26#2100,hp#86268|atk#2800|sklP#240,pet_skill_4012
4012047,47,4012048,4012001,1#2219338|27#1343,27#15400|26#2100,hp#89586|atk#2850|sklP#240,pet_skill_4012
4012048,48,4012049,4012001,1#2259338|27#1477,27#16743|26#2100,hp#92904|atk#2900|sklP#240,pet_skill_4012
4012049,49,4012050,4012001,1#2299338|27#1625,27#18220|26#2100,hp#96222|atk#2950|sklP#240,pet_skill_4012
4012050,50,0,4012001,,27#19845|26#2100,hp#99540|atk#3000|sklP#250,pet_skill_4012
4013001,1,4013002,4013001,1#932187|27#158,27#0|26#4100,hp#1825|atk#110|hit#20,pet_skill_4013
4013002,2,4013003,4013001,1#966713|27#164,27#158|26#4100,hp#3650|atk#220|hit#20,pet_skill_4013
4013003,3,4013004,4013001,1#1001238|27#171,27#322|26#4100,hp#5475|atk#330|hit#20,pet_skill_4013
4013004,4,4013005,4013001,1#1063757|27#176,27#493|26#4100,hp#7300|atk#440|hit#40,pet_skill_4013
4013005,5,4013006,4013001,1#1099216|27#181,27#669|26#4100,hp#9125|atk#550|hit#40,pet_skill_4013
4013006,6,4013007,4013001,1#1164534|27#188,27#850|26#4100,hp#10949|atk#660|hit#40,pet_skill_4013
4013007,7,4013008,4013001,1#1200926|27#194,27#1038|26#4100,hp#12774|atk#770|hit#60,pet_skill_4013
4013008,8,4013009,4013001,1#1237318|27#199,27#1232|26#4100,hp#14599|atk#880|hit#60,pet_skill_4013
4013009,9,4013010,4013001,1#1306368|27#206,27#1431|26#4100,hp#16424|atk#990|hit#60,pet_skill_4013
4013010,10,4013011,4013001,1#1343693|27#211,27#1637|26#4100,hp#18249|atk#1100|hit#80,pet_skill_4013
4013011,11,4013012,4013001,1#1415544|27#216,27#1848|26#4100,hp#20074|atk#1210|hit#80,pet_skill_4013
4013012,12,4013013,4013001,1#1453801|27#223,27#2064|26#4100,hp#21899|atk#1320|hit#80,pet_skill_4013
4013013,13,4013014,4013001,1#1492059|27#229,27#2287|26#4100,hp#23724|atk#1430|hit#100,pet_skill_4013
4013014,14,4013015,4013001,1#1567642|27#234,27#2516|26#4100,hp#25549|atk#1540|hit#100,pet_skill_4013
4013015,15,4013016,4013001,1#1606833|27#241,27#2750|26#4100,hp#27374|atk#1650|hit#100,pet_skill_4013
4013016,16,4013017,4013001,1#1685215|27#246,27#2991|26#4100,hp#29198|atk#1760|hit#120,pet_skill_4013
4013017,17,4013018,4013001,1#1725339|27#252,27#3237|26#4100,hp#31023|atk#1870|hit#120,pet_skill_4013
4013018,18,4013019,4013001,1#1765464|27#258,27#3489|26#4100,hp#32848|atk#1980|hit#120,pet_skill_4013
4013019,19,4013020,4013001,1#1847578|27#264,27#3747|26#4100,hp#34673|atk#2090|hit#140,pet_skill_4013
4013020,20,4013021,4013001,1#1888635|27#269,27#4011|26#4100,hp#36498|atk#2200|hit#140,pet_skill_4013
4013021,21,4013022,4013001,1#1973549|27#276,27#4280|26#4100,hp#38323|atk#2310|hit#140,pet_skill_4013
4013022,22,4013023,4013001,1#2015540|27#281,27#4556|26#4100,hp#40148|atk#2420|hit#160,pet_skill_4013
4013023,23,4013024,4013001,1#2057530|27#287,27#4837|26#4100,hp#41973|atk#2531|hit#160,pet_skill_4013
