id,name,水鏡深戀淨靈皮膚,type,pos,qlt,star,item_lv,price,base1,base2,base3,skill_id,ex_skill,group,job,act,form,suit_name,suit1,suit2,suit3,suit_skills,icon,formula,need_formula,treasure_upgrade,treasure_all_upgrade,treasure_refresh,treasure_lock_up,treasure_max,treasure_weight,artifact_exp,artifact_upg,artifact_next,initial_artifact,power,partner_model,avatar,fx_index,get_ways
5527,-1,-1,10,5,5,3,13,240000,hit#300,atk#480,,,,,,,,,,,,,5,,,14#6480|1#12000000,14#22464|1#21630000,14#345|1#900000,5539|2#2000,5755,10,,,,,750,,,,
5528,-1,-1,10,5,5,3,13,240000,critTime#600,crit#180,,,,,,,,,,,,,5,,,14#6480|1#12000000,14#22464|1#21630000,14#345|1#900000,5540|2#2000,5756,10,,,,,750,,,,
5529,-1,-1,10,5,5,3,13,240000,crit#300,hp#3980,,,,,,,,,,,,,5,,,14#6480|1#12000000,14#22464|1#21630000,14#345|1#900000,5541|2#2000,5751,10,,,,,750,,,,
5530,-1,-1,10,5,5,3,13,240000,brk#340,atk#480,,,,,,,,,,,,,5,,,14#6480|1#12000000,14#22464|1#21630000,14#345|1#900000,5542|2#2000,5757,10,,,,,750,,,,
5531,-1,-1,10,5,5,3,13,240000,miss#320,hp#3980,,,,,,,,,,,,,5,,,14#6480|1#12000000,14#22464|1#21630000,14#345|1#900000,5543|2#2000,5752,10,,,,,750,,,,
5532,-1,-1,10,5,5,3,13,240000,sklP#185,hit#180,,,,,,,,,,,,,5,,,14#6480|1#12000000,14#22464|1#21630000,14#345|1#900000,5544|2#2000,5753,10,,,,,750,,,,
5533,-1,-1,10,5,5,3,13,240000,trueAtk#150,atk#480,,,,,,,,,,,,,5,,,14#6480|1#12000000,14#22464|1#21630000,14#345|1#900000,5545|2#2000,5758,10,,,,,750,,,,
5534,-1,-1,10,5,5,3,13,240000,spd#30,hpP#0.1,,,,,,,,,,,,,5,,,14#6480|1#12000000,14#22464|1#21630000,14#345|1#900000,5546|2#2000,5754,10,,,,,750,,,,
5535,-1,-1,10,5,5,3,13,240000,atk#800,atkP#0.125,hit#60,,,,,,,,,,,,5,,,14#6480|1#12000000,14#22464|1#21630000,14#345|1#900000,5537|2#2000,5749,10,,,,,750,,,,
5536,-1,-1,10,5,5,3,13,240000,hp#6120,hpP#0.18,hit#60,,,,,,,,,,,,5,,,14#6480|1#12000000,14#22464|1#21630000,14#345|1#900000,5538|2#2000,5750,10,,,,,750,,,,
5537,-1,-1,10,5,5,4,14,260000,atk#880,atkP#0.18,,,,,,,,,,,,,5,,,14#8640|1#15000000,14#28944|1#33630000,14#388|1#1200000,5601|2#2500,5749,10,,,,,850,,,,
5538,-1,-1,10,5,5,4,14,260000,hp#6760,hpP#0.24,,,,,,,,,,,,,5,,,14#8640|1#15000000,14#28944|1#33630000,14#388|1#1200000,5602|2#2500,5750,10,,,,,850,,,,
5539,-1,-1,10,5,5,4,14,260000,hit#320,atk#540,,,,,,,,,,,,,5,,,14#8640|1#15000000,14#28944|1#33630000,14#388|1#1200000,5603|2#2500,5755,10,,,,,850,,,,
5540,-1,-1,10,5,5,4,14,260000,critTime#680,crit#200,,,,,,,,,,,,,5,,,14#8640|1#15000000,14#28944|1#33630000,14#388|1#1200000,5604|2#2500,5756,10,,,,,850,,,,
5541,-1,-1,10,5,5,4,14,260000,crit#320,hp#4460,,,,,,,,,,,,,5,,,14#8640|1#15000000,14#28944|1#33630000,14#388|1#1200000,5605|2#2500,5751,10,,,,,850,,,,
5542,-1,-1,10,5,5,4,14,260000,brk#370,atk#540,,,,,,,,,,,,,5,,,14#8640|1#15000000,14#28944|1#33630000,14#388|1#1200000,5606|2#2500,5757,10,,,,,850,,,,
5543,-1,-1,10,5,5,4,14,260000,miss#340,hp#4460,,,,,,,,,,,,,5,,,14#8640|1#15000000,14#28944|1#33630000,14#388|1#1200000,5607|2#2500,5752,10,,,,,850,,,,
5544,-1,-1,10,5,5,4,14,260000,sklP#200,hit#200,,,,,,,,,,,,,5,,,14#8640|1#15000000,14#28944|1#33630000,14#388|1#1200000,5608|2#2500,5753,10,,,,,850,,,,
5545,-1,-1,10,5,5,4,14,260000,trueAtk#170,atk#540,,,,,,,,,,,,,5,,,14#8640|1#15000000,14#28944|1#33630000,14#388|1#1200000,5609|2#2500,5758,10,,,,,850,,,,
5546,-1,-1,10,5,5,4,14,260000,spd#40,hpP#0.11,,,,,,,,,,,,,5,,,14#8640|1#15000000,14#28944|1#33630000,14#388|1#1200000,5610|2#2500,5754,10,,,,,850,,,,
5601,-1,-1,10,5,6,1,15,280000,atk#1020,atkP#0.205,,,,,,,,,,,,,6,,,14#9360|1#18000000,14#37584|1#48630000,14#518|1#1500000,5611|2#3000,5749,10,,,,,1150,,,,
5602,-1,-1,10,5,6,1,15,280000,hp#7820,hpP#0.27,,,,,,,,,,,,,6,,,14#9360|1#18000000,14#37584|1#48630000,14#518|1#1500000,5612|2#3000,5750,10,,,,,1150,,,,
5603,-1,-1,10,5,6,1,15,280000,hit#360,atk#620,atkP#0.07,,,,,,,,,,,,6,,,14#9360|1#18000000,14#37584|1#48630000,14#518|1#1500000,5613|2#3000,5755,10,,,,,1150,,,,
5604,-1,-1,10,5,6,1,15,280000,critTime#800,crit#240,,,,,,,,,,,,,6,,,14#9360|1#18000000,14#37584|1#48630000,14#518|1#1500000,5614|2#3000,5756,10,,,,,1150,,,,
5605,-1,-1,10,5,6,1,15,280000,crit#360,hpP#0.1,,,,,,,,,,,,,6,,,14#9360|1#18000000,14#37584|1#48630000,14#518|1#1500000,5615|2#3000,5751,10,,,,,1150,,,,
5606,-1,-1,10,5,6,1,15,280000,brk#410,atk#620,atkP#0.07,,,,,,,,,,,,6,,,14#9360|1#18000000,14#37584|1#48630000,14#518|1#1500000,5616|2#3000,5757,10,,,,,1150,,,,
5607,-1,-1,10,5,6,1,15,280000,miss#360,hpP#0.11,,,,,,,,,,,,,6,,,14#9360|1#18000000,14#37584|1#48630000,14#518|1#1500000,5617|2#3000,5752,10,,,,,1150,,,,
5608,-1,-1,10,5,6,1,15,280000,sklP#240,hit#240,,,,,,,,,,,,,6,,,14#9360|1#18000000,14#37584|1#48630000,14#518|1#1500000,5618|2#3000,5753,10,,,,,1150,,,,
5609,-1,-1,10,5,6,1,15,280000,trueAtk#200,atk#620,hpP#0.09,,,,,,,,,,,,6,,,14#9360|1#18000000,14#37584|1#48630000,14#518|1#1500000,5619|2#3000,5758,10,,,,,1150,,,,
5610,-1,-1,10,5,6,1,15,280000,spd#55,hpP#0.13,,,,,,,,,,,,,6,,,14#9360|1#18000000,14#37584|1#48630000,14#518|1#1500000,5620|2#3000,5754,10,,,,,1150,,,,
5611,-1,-1,10,5,6,2,16,300000,atk#1200,atkP#0.22,,,,,,,,,,,,,6,,,14#12960|1#21000000,14#46944|1#66630000,14#561|1#1800000,5621|2#3000,5749,10,,,,,1300,,,,
5612,-1,-1,10,5,6,2,16,300000,hp#8960,hpP#0.29,,,,,,,,,,,,,6,,,14#12960|1#21000000,14#46944|1#66630000,14#561|1#1800000,5622|2#3000,5750,10,,,,,1300,,,,
5613,-1,-1,10,5,6,2,16,300000,hit#380,atk#620,atkP#0.09,,,,,,,,,,,,6,,,14#12960|1#21000000,14#46944|1#66630000,14#561|1#1800000,5623|2#3000,5755,10,,,,,1300,,,,
5614,-1,-1,10,5,6,2,16,300000,critTime#880,crit#260,,,,,,,,,,,,,6,,,14#12960|1#21000000,14#46944|1#66630000,14#561|1#1800000,5624|2#3000,5756,10,,,,,1300,,,,
5615,-1,-1,10,5,6,2,16,300000,crit#380,hpP#0.13,,,,,,,,,,,,,6,,,14#12960|1#21000000,14#46944|1#66630000,14#561|1#1800000,5625|2#3000,5751,10,,,,,1300,,,,
5616,-1,-1,10,5,6,2,16,300000,brk#440,atk#620,atkP#0.09,,,,,,,,,,,,6,,,14#12960|1#21000000,14#46944|1#66630000,14#561|1#1800000,5626|2#3000,5757,10,,,,,1300,,,,
5617,-1,-1,10,5,6,2,16,300000,miss#380,hpP#0.14,,,,,,,,,,,,,6,,,14#12960|1#21000000,14#46944|1#66630000,14#561|1#1800000,5627|2#3000,5752,10,,,,,1300,,,,
5618,-1,-1,10,5,6,2,16,300000,sklP#260,hit#260,,,,,,,,,,,,,6,,,14#12960|1#21000000,14#46944|1#66630000,14#561|1#1800000,5628|2#3000,5753,10,,,,,1300,,,,
5619,-1,-1,10,5,6,2,16,300000,trueAtk#220,atk#620,hpP#0.12,,,,,,,,,,,,6,,,14#12960|1#21000000,14#46944|1#66630000,14#561|1#1800000,5629|2#3000,5758,10,,,,,1300,,,,
5620,-1,-1,10,5,6,2,16,300000,spd#70,hpP#0.145,,,,,,,,,,,,,6,,,14#12960|1#21000000,14#46944|1#66630000,14#561|1#1800000,5630|2#3000,5754,10,,,,,1300,,,,
5621,-1,-1,10,5,6,3,17,400000,atk#1600,atkP#0.25,,,,,,,,,,,,,6,,,14#15840|1#24000000,14#59904|1#87630000,14#777|1#2100000,5631|2#3000,5749,10,,,,,1450,,,,
5622,-1,-1,10,5,6,3,17,400000,hp#10160,hpP#0.31,,,,,,,,,,,,,6,,,14#15840|1#24000000,14#59904|1#87630000,14#777|1#2100000,5632|2#3000,5750,10,,,,,1450,,,,
5623,-1,-1,10,5,6,3,17,400000,hit#400,atk#740,atkP#0.12,,,,,,,,,,,,6,,,14#15840|1#24000000,14#59904|1#87630000,14#777|1#2100000,5633|2#3000,5755,10,,,,,1450,,,,
5624,-1,-1,10,5,6,3,17,400000,critTime#960,crit#280,,,,,,,,,,,,,6,,,14#15840|1#24000000,14#59904|1#87630000,14#777|1#2100000,5634|2#3000,5756,10,,,,,1450,,,,
5625,-1,-1,10,5,6,3,17,400000,crit#400,hpP#0.15,,,,,,,,,,,,,6,,,14#15840|1#24000000,14#59904|1#87630000,14#777|1#2100000,5635|2#3000,5751,10,,,,,1450,,,,
5626,-1,-1,10,5,6,3,17,400000,brk#440,atk#740,atkP#0.12,,,,,,,,,,,,6,,,14#15840|1#24000000,14#59904|1#87630000,14#777|1#2100000,5636|2#3000,5757,10,,,,,1450,,,,
5627,-1,-1,10,5,6,3,17,400000,miss#400,hpP#0.17,,,,,,,,,,,,,6,,,14#15840|1#24000000,14#59904|1#87630000,14#777|1#2100000,5637|2#3000,5752,10,,,,,1450,,,,
5628,-1,-1,10,5,6,3,17,400000,sklP#300,hit#300,,,,,,,,,,,,,6,,,14#15840|1#24000000,14#59904|1#87630000,14#777|1#2100000,5638|2#3000,5753,10,,,,,1450,,,,
5629,-1,-1,10,5,6,3,17,400000,trueAtk#260,atk#740,hpP#0.15,,,,,,,,,,,,6,,,14#15840|1#24000000,14#59904|1#87630000,14#777|1#2100000,5639|2#3000,5758,10,,,,,1450,,,,
5630,-1,-1,10,5,6,3,17,400000,spd#80,hpP#0.16,,,,,,,,,,,,,6,,,14#15840|1#24000000,14#59904|1#87630000,14#777|1#2100000,5640|2#3000,5754,10,,,,,1450,,,,
5631,-1,-1,10,5,6,4,18,500000,atk#2000,atkP#0.27,,,,,,,,,,,,,6,,,14#19440|1#27000000,14#75744|1#111630000,14#950|1#2400000,5641|2#3000,5749,10,,,,,1600,,,,
5632,-1,-1,10,5,6,4,18,500000,hp#12000,hpP#0.33,,,,,,,,,,,,,6,,,14#19440|1#27000000,14#75744|1#111630000,14#950|1#2400000,5642|2#3000,5750,10,,,,,1600,,,,
5633,-1,-1,10,5,6,4,18,500000,hit#420,atk#860,atkP#0.14,,,,,,,,,,,,6,,,14#19440|1#27000000,14#75744|1#111630000,14#950|1#2400000,5643|2#3000,5755,10,,,,,1600,,,,
5634,-1,-1,10,5,6,4,18,500000,critTime#1040,crit#300,,,,,,,,,,,,,6,,,14#19440|1#27000000,14#75744|1#111630000,14#950|1#2400000,5644|2#3000,5756,10,,,,,1600,,,,
5635,-1,-1,10,5,6,4,18,500000,crit#400,hpP#0.18,,,,,,,,,,,,,6,,,14#19440|1#27000000,14#75744|1#111630000,14#950|1#2400000,5645|2#3000,5751,10,,,,,1600,,,,
5636,-1,-1,10,5,6,4,18,500000,brk#440,atk#860,atkP#0.14,,,,,,,,,,,,6,,,14#19440|1#27000000,14#75744|1#111630000,14#950|1#2400000,5646|2#3000,5757,10,,,,,1600,,,,
5637,-1,-1,10,5,6,4,18,500000,miss#440,hpP#0.2,,,,,,,,,,,,,6,,,14#19440|1#27000000,14#75744|1#111630000,14#950|1#2400000,5647|2#3000,5752,10,,,,,1600,,,,
5638,-1,-1,10,5,6,4,18,500000,sklP#340,hit#340,,,,,,,,,,,,,6,,,14#19440|1#27000000,14#75744|1#111630000,14#950|1#2400000,5648|2#3000,5753,10,,,,,1600,,,,
5639,-1,-1,10,5,6,4,18,500000,trueAtk#300,atk#860,hpP#0.18,,,,,,,,,,,,6,,,14#19440|1#27000000,14#75744|1#111630000,14#950|1#2400000,5649|2#3000,5758,10,,,,,1600,,,,
5640,-1,-1,10,5,6,4,18,500000,spd#90,hpP#0.18,,,,,,,,,,,,,6,,,14#19440|1#27000000,14#75744|1#111630000,14#950|1#2400000,5650|2#3000,5754,10,,,,,1600,,,,
5641,-1,-1,10,5,6,5,19,600000,atk#2400,atkP#0.29,,,,,,,,,,,,,6,,,14#23760|1#30000000,14#95184|1#138630000,14#1166|1#3000000,5651|2#3000,5749,10,,,,,1750,,,,
5642,-1,-1,10,5,6,5,19,600000,hp#14000,hpP#0.35,,,,,,,,,,,,,6,,,14#23760|1#30000000,14#95184|1#138630000,14#1166|1#3000000,5652|2#3000,5750,10,,,,,1750,,,,
5643,-1,-1,10,5,6,5,19,600000,hit#420,atk#980,atkP#0.16,,,,,,,,,,,,6,,,14#23760|1#30000000,14#95184|1#138630000,14#1166|1#3000000,5653|2#3000,5755,10,,,,,1750,,,,
5644,-1,-1,10,5,6,5,19,600000,critTime#1040,crit#340,atkP#0.02,,,,,,,,,,,,6,,,14#23760|1#30000000,14#95184|1#138630000,14#1166|1#3000000,5654|2#3000,5756,10,,,,,1750,,,,
5645,-1,-1,10,5,6,5,19,600000,crit#400,hpP#0.21,,,,,,,,,,,,,6,,,14#23760|1#30000000,14#95184|1#138630000,14#1166|1#3000000,5655|2#3000,5751,10,,,,,1750,,,,
5646,-1,-1,10,5,6,5,19,600000,brk#440,atk#980,atkP#0.16,,,,,,,,,,,,6,,,14#23760|1#30000000,14#95184|1#138630000,14#1166|1#3000000,5656|2#3000,5757,10,,,,,1750,,,,
5647,-1,-1,10,5,6,5,19,600000,miss#460,hpP#0.23,,,,,,,,,,,,,6,,,14#23760|1#30000000,14#95184|1#138630000,14#1166|1#3000000,5657|2#3000,5752,10,,,,,1750,,,,
5648,-1,-1,10,5,6,5,19,600000,sklP#400,hit#400,,,,,,,,,,,,,6,,,14#23760|1#30000000,14#95184|1#138630000,14#1166|1#3000000,5658|2#3000,5753,10,,,,,1750,,,,
5649,-1,-1,10,5,6,5,19,600000,trueAtk#300,atk#980,hpP#0.2,,,,,,,,,,,,6,,,14#23760|1#30000000,14#95184|1#138630000,14#1166|1#3000000,5659|2#3000,5758,10,,,,,1750,,,,
5650,-1,-1,10,5,6,5,19,600000,spd#100,hpP#0.2,,,,,,,,,,,,,6,,,14#23760|1#30000000,14#95184|1#138630000,14#1166|1#3000000,5660|2#3000,5754,10,,,,,1750,,,,
5651,-1,-1,10,5,6,6,20,700000,atk#2800,atkP#0.31,,,,,,,,,,,,,6,,,14#32400|1#35000000,14#118944|1#168630000,14#1425|1#3000000,5701|2#3500,5749,10,,,,,1900,,,,
5652,-1,-1,10,5,6,6,20,700000,hp#16000,hpP#0.37,,,,,,,,,,,,,6,,,14#32400|1#35000000,14#118944|1#168630000,14#1425|1#3000000,5702|2#3500,5750,10,,,,,1900,,,,
5653,-1,-1,10,5,6,6,20,700000,hit#420,atk#1100,atkP#0.18,,,,,,,,,,,,6,,,14#32400|1#35000000,14#118944|1#168630000,14#1425|1#3000000,5707|2#3500,5755,10,,,,,1900,,,,
5654,-1,-1,10,5,6,6,20,700000,critTime#1040,crit#400,atkP#0.04,,,,,,,,,,,,6,,,14#32400|1#35000000,14#118944|1#168630000,14#1425|1#3000000,5708|2#3500,5756,10,,,,,1900,,,,
5655,-1,-1,10,5,6,6,20,700000,crit#400,hpP#0.24,,,,,,,,,,,,,6,,,14#32400|1#35000000,14#118944|1#168630000,14#1425|1#3000000,5703|2#3500,5751,10,,,,,1900,,,,
5656,-1,-1,10,5,6,6,20,700000,brk#440,atk#1100,atkP#0.18,,,,,,,,,,,,6,,,14#32400|1#35000000,14#118944|1#168630000,14#1425|1#3000000,5709|2#3500,5757,10,,,,,1900,,,,
5657,-1,-1,10,5,6,6,20,700000,miss#500,hpP#0.26,,,,,,,,,,,,,6,,,14#32400|1#35000000,14#118944|1#168630000,14#1425|1#3000000,5704|2#3500,5752,10,,,,,1900,,,,
5658,-1,-1,10,5,6,6,20,700000,sklP#500,hit#400,,,,,,,,,,,,,6,,,14#32400|1#35000000,14#118944|1#168630000,14#1425|1#3000000,5705|2#3500,5753,10,,,,,1900,,,,
5659,-1,-1,10,5,6,6,20,700000,trueAtk#300,atk#1100,hpP#0.22,,,,,,,,,,,,6,,,14#32400|1#35000000,14#118944|1#168630000,14#1425|1#3000000,5710|2#3500,5758,10,,,,,1900,,,,
5660,-1,-1,10,5,6,6,20,700000,spd#100,hpP#0.23,,,,,,,,,,,,,6,,,14#32400|1#35000000,14#118944|1#168630000,14#1425|1#3000000,5706|2#3500,5754,10,,,,,1900,,,,
5701,-1,-1,10,5,7,1,21,800000,atk#3200,atkP#0.33,,,,,,,,,,,,,7,,,14#45000|1#40000000,14#151344|1#203630000,14#2268|1#4000000,5725|2#4000,5749,10,,,,,2300,,,,
5702,-1,-1,10,5,7,1,21,800000,hp#19000,hpP#0.4,,,,,,,,,,,,,7,,,14#45000|1#40000000,14#151344|1#203630000,14#2268|1#4000000,5726|2#4000,5750,10,,,,,2300,,,,
5703,-1,-1,10,5,7,1,21,800000,crit#420,hpP#0.27,,,,,,,,,,,,,7,,,14#45000|1#40000000,14#151344|1#203630000,14#2268|1#4000000,5727|2#4000,5751,10,,,,,2300,,,,
5704,-1,-1,10,5,7,1,21,800000,miss#520,hpP#0.29,,,,,,,,,,,,,7,,,14#45000|1#40000000,14#151344|1#203630000,14#2268|1#4000000,5728|2#4000,5752,10,,,,,2300,,,,
5705,-1,-1,10,5,7,1,21,800000,sklP#600,hit#420,,,,,,,,,,,,,7,,,14#45000|1#40000000,14#151344|1#203630000,14#2268|1#4000000,5729|2#4000,5753,10,,,,,2300,,,,
5706,-1,-1,10,5,7,1,21,800000,spd#105,hpP#0.26,,,,,,,,,,,,,7,,,14#45000|1#40000000,14#151344|1#203630000,14#2268|1#4000000,5730|2#4000,5754,10,,,,,2300,,,,
5707,-1,-1,10,5,7,1,21,800000,hit#440,atk#1250,atkP#0.2,,,,,,,,,,,,7,,,14#45000|1#40000000,14#151344|1#203630000,14#2268|1#4000000,5731|2#4000,5755,10,,,,,2300,,,,
5708,-1,-1,10,5,7,1,21,800000,critTime#1060,crit#420,atkP#0.06,,,,,,,,,,,,7,,,14#45000|1#40000000,14#151344|1#203630000,14#2268|1#4000000,5732|2#4000,5756,10,,,,,2300,,,,
5709,-1,-1,10,5,7,1,21,800000,brk#460,atk#1250,atkP#0.2,,,,,,,,,,,,7,,,14#45000|1#40000000,14#151344|1#203630000,14#2268|1#4000000,5733|2#4000,5757,10,,,,,2300,,,,
5710,-1,-1,10,5,7,1,21,800000,trueAtk#320,atk#1250,hpP#0.24,,,,,,,,,,,,7,,,14#45000|1#40000000,14#151344|1#203630000,14#2268|1#4000000,5734|2#4000,5758,10,,,,,2300,,,,
5711,-1,-1,10,5,7,1,21,800000,atkP#0.22,hpP#0.27,,,,,,,,,,,,,7,,,14#45000|1#40000000,14#151344|1#203630000,14#2268|1#4000000,5735|2#4000,5759,10,,,,,2300,,,,
5712,-1,-1,10,5,7,1,21,800000,trueAtk#320,atk#1250,atkP#0.2,,,,,,,,,,,,7,,,14#45000|1#40000000,14#151344|1#203630000,14#2268|1#4000000,5736|2#4000,5760,10,,,,,2300,,,,
5713,-1,-1,10,5,7,1,21,800000,miss#520,atkP#0.24,,,,,,,,,,,,,7,,,14#45000|1#40000000,14#151344|1#203630000,14#2268|1#4000000,5737|2#4000,5761,10,,,,,2300,,,,
5714,-1,-1,10,5,7,1,21,800000,sklP#600,atk#1250,atkP#0.2,,,,,,,,,,,,7,,,14#45000|1#40000000,14#151344|1#203630000,14#2268|1#4000000,5738|2#4000,5762,10,,,,,2300,,,,
5715,-1,-1,10,5,7,1,21,800000,healI#0.23,atk#1250,hpP#0.24,,,,,,,,,,,,7,,,14#45000|1#40000000,14#151344|1#203630000,14#2268|1#4000000,5739|2#4000,5763,10,,,,,2300,,,,
5716,-1,-1,10,5,7,1,21,800000,healB#0.23,hpP#0.27,,,,,,,,,,,,,7,,,14#45000|1#40000000,14#151344|1#203630000,14#2268|1#4000000,5740|2#4000,5764,10,,,,,2300,,,,
5717,-1,-1,10,5,7,1,21,800000,hit#440,hpP#0.27,,,,,,,,,,,,,7,,,14#45000|1#40000000,14#151344|1#203630000,14#2268|1#4000000,5741|2#4000,5765,10,,,,,2300,,,,
5718,-1,-1,10,5,7,1,21,800000,spd#105,atkP#0.21,,,,,,,,,,,,,7,,,14#45000|1#40000000,14#151344|1#203630000,14#2268|1#4000000,5742|2#4000,5766,10,,,,,2300,,,,
5719,-1,-1,10,5,7,1,21,800000,spd#105,crit#420,,,,,,,,,,,,,7,,,14#45000|1#40000000,14#151344|1#203630000,14#2268|1#4000000,5743|2#4000,5767,10,,,,,2300,,,,
5720,-1,-1,10,5,7,1,21,800000,spd#105,healI#0.23,,,,,,,,,,,,,7,,,14#45000|1#40000000,14#151344|1#203630000,14#2268|1#4000000,5744|2#4000,5768,10,,,,,2300,,,,
5721,-1,-1,10,5,7,1,21,800000,spd#105,hit#420,,,,,,,,,,,,,7,,,14#45000|1#40000000,14#151344|1#203630000,14#2268|1#4000000,5745|2#4000,5769,10,,,,,2300,,,,
5722,-1,-1,10,5,7,1,21,800000,crit#420,brk#460,,,,,,,,,,,,,7,,,14#45000|1#40000000,14#151344|1#203630000,14#2268|1#4000000,5746|2#4000,5770,10,,,,,2300,,,,
5723,-1,-1,10,5,7,1,21,800000,trueAtk#320,sklP#600,,,,,,,,,,,,,7,,,14#45000|1#40000000,14#151344|1#203630000,14#2268|1#4000000,5747|2#4000,5771,10,,,,,2300,,,,
5724,-1,-1,10,5,7,1,21,800000,crit#420,hit#420,,,,,,,,,,,,,7,,,14#45000|1#40000000,14#151344|1#203630000,14#2268|1#4000000,5748|2#4000,5772,10,,,,,2300,,,,
5725,-1,-1,10,5,7,2,22,900000,atk#3600,atkP#0.35,,,,,,,,,,,,,7,,,14#57600|1#50000000,14#196344|1#243630000,14#3600|1#5000000,5749|2#5000,5749,10,,,,,2500,,,,
5726,-1,-1,10,5,7,2,22,900000,hp#22000,hpP#0.43,,,,,,,,,,,,,7,,,14#57600|1#50000000,14#196344|1#243630000,14#3600|1#5000000,5750|2#5000,5750,10,,,,,2500,,,,
5727,-1,-1,10,5,7,2,22,900000,crit#440,hpP#0.3,,,,,,,,,,,,,7,,,14#57600|1#50000000,14#196344|1#243630000,14#3600|1#5000000,5751|2#5000,5751,10,,,,,2500,,,,
5728,-1,-1,10,5,7,2,22,900000,miss#540,hpP#0.32,,,,,,,,,,,,,7,,,14#57600|1#50000000,14#196344|1#243630000,14#3600|1#5000000,5752|2#5000,5752,10,,,,,2500,,,,
5729,-1,-1,10,5,7,2,22,900000,sklP#700,hit#440,,,,,,,,,,,,,7,,,14#57600|1#50000000,14#196344|1#243630000,14#3600|1#5000000,5753|2#5000,5753,10,,,,,2500,,,,
5730,-1,-1,10,5,7,2,22,900000,spd#110,hpP#0.29,,,,,,,,,,,,,7,,,14#57600|1#50000000,14#196344|1#243630000,14#3600|1#5000000,5754|2#5000,5754,10,,,,,2500,,,,
5731,-1,-1,10,5,7,2,22,900000,hit#460,atk#1400,atkP#0.22,,,,,,,,,,,,7,,,14#57600|1#50000000,14#196344|1#243630000,14#3600|1#5000000,5755|2#5000,5755,10,,,,,2500,,,,
5732,-1,-1,10,5,7,2,22,900000,critTime#1080,crit#440,atkP#0.08,,,,,,,,,,,,7,,,14#57600|1#50000000,14#196344|1#243630000,14#3600|1#5000000,5756|2#5000,5756,10,,,,,2500,,,,
5733,-1,-1,10,5,7,2,22,900000,brk#480,atk#1400,atkP#0.22,,,,,,,,,,,,7,,,14#57600|1#50000000,14#196344|1#243630000,14#3600|1#5000000,5757|2#5000,5757,10,,,,,2500,,,,
5734,-1,-1,10,5,7,2,22,900000,trueAtk#340,atk#1400,hpP#0.26,,,,,,,,,,,,7,,,14#57600|1#50000000,14#196344|1#243630000,14#3600|1#5000000,5758|2#5000,5758,10,,,,,2500,,,,
5735,-1,-1,10,5,7,2,22,900000,atkP#0.24,hpP#0.3,,,,,,,,,,,,,7,,,14#57600|1#50000000,14#196344|1#243630000,14#3600|1#5000000,5759|2#5000,5759,10,,,,,2500,,,,
5736,-1,-1,10,5,7,2,22,900000,trueAtk#340,atk#1400,atkP#0.22,,,,,,,,,,,,7,,,14#57600|1#50000000,14#196344|1#243630000,14#3600|1#5000000,5760|2#5000,5760,10,,,,,2500,,,,
5737,-1,-1,10,5,7,2,22,900000,miss#540,atkP#0.26,,,,,,,,,,,,,7,,,14#57600|1#50000000,14#196344|1#243630000,14#3600|1#5000000,5761|2#5000,5761,10,,,,,2500,,,,
5738,-1,-1,10,5,7,2,22,900000,sklP#700,atk#1400,atkP#0.22,,,,,,,,,,,,7,,,14#57600|1#50000000,14#196344|1#243630000,14#3600|1#5000000,5762|2#5000,5762,10,,,,,2500,,,,
5739,-1,-1,10,5,7,2,22,900000,healI#0.26,atk#1400,hpP#0.26,,,,,,,,,,,,7,,,14#57600|1#50000000,14#196344|1#243630000,14#3600|1#5000000,5763|2#5000,5763,10,,,,,2500,,,,
5740,-1,-1,10,5,7,2,22,900000,healB#0.26,hpP#0.3,,,,,,,,,,,,,7,,,14#57600|1#50000000,14#196344|1#243630000,14#3600|1#5000000,5764|2#5000,5764,10,,,,,2500,,,,
5741,-1,-1,10,5,7,2,22,900000,hit#460,hpP#0.3,,,,,,,,,,,,,7,,,14#57600|1#50000000,14#196344|1#243630000,14#3600|1#5000000,5765|2#5000,5765,10,,,,,2500,,,,
5742,-1,-1,10,5,7,2,22,900000,spd#110,atkP#0.24,,,,,,,,,,,,,7,,,14#57600|1#50000000,14#196344|1#243630000,14#3600|1#5000000,5766|2#5000,5766,10,,,,,2500,,,,
5743,-1,-1,10,5,7,2,22,900000,spd#110,crit#440,,,,,,,,,,,,,7,,,14#57600|1#50000000,14#196344|1#243630000,14#3600|1#5000000,5767|2#5000,5767,10,,,,,2500,,,,
5744,-1,-1,10,5,7,2,22,900000,spd#110,healI#0.26,,,,,,,,,,,,,7,,,14#57600|1#50000000,14#196344|1#243630000,14#3600|1#5000000,5768|2#5000,5768,10,,,,,2500,,,,
5745,-1,-1,10,5,7,2,22,900000,spd#110,hit#440,,,,,,,,,,,,,7,,,14#57600|1#50000000,14#196344|1#243630000,14#3600|1#5000000,5769|2#5000,5769,10,,,,,2500,,,,
5746,-1,-1,10,5,7,2,22,900000,crit#440,brk#480,,,,,,,,,,,,,7,,,14#57600|1#50000000,14#196344|1#243630000,14#3600|1#5000000,5770|2#5000,5770,10,,,,,2500,,,,
5747,-1,-1,10,5,7,2,22,900000,trueAtk#340,sklP#700,,,,,,,,,,,,,7,,,14#57600|1#50000000,14#196344|1#243630000,14#3600|1#5000000,5771|2#5000,5771,10,,,,,2500,,,,
