id,host_1,id_text,host_trial,host_arena,host_team,host_32,host_guild_war,host_chat,server_name,host_mix,host_old_building,host_music,host_nsshaft,host_52,host_all_server_arena,host_partner_warm,host_partner_data_station,host_all_server,host_fair_arena,host_mix_show
656,651,S654,651,651,651,651,651,651,,656,643,3,3,1,3,3,3,3,3,651
657,651,S655,651,651,651,651,651,651,,657,643,3,3,1,3,3,3,3,3,651
658,651,S656,651,651,651,651,651,651,,658,643,3,3,1,3,3,3,3,3,651
659,659,S657,659,659,659,659,659,659,,659,659,3,3,1,3,3,3,3,3,659
660,659,S658,659,659,659,659,659,659,,660,659,3,3,1,3,3,3,3,3,659
661,659,S659,659,659,659,659,659,659,,661,659,3,3,1,3,3,3,3,3,659
662,659,S660,659,659,659,659,659,659,,662,659,3,3,1,3,3,3,3,3,659
663,659,S661,659,659,659,659,659,659,,663,659,3,3,1,3,3,3,3,3,659
664,659,S662,659,659,659,659,659,659,,664,659,3,3,1,3,3,3,3,3,659
665,659,S663,659,659,659,659,659,659,,665,659,3,3,1,3,3,3,3,3,659
666,659,S664,659,659,659,659,659,659,,666,659,3,3,1,3,3,3,3,3,659
667,667,S665,667,667,667,667,667,667,,667,659,3,3,1,3,3,3,3,3,667
668,667,S666,667,667,667,667,667,667,,668,659,3,3,1,3,3,3,3,3,667
669,667,S667,667,667,667,667,667,667,,669,659,3,3,1,3,3,3,3,3,667
670,667,S668,667,667,667,667,667,667,,670,659,3,3,1,3,3,3,3,3,667
671,667,S669,667,667,667,667,667,667,,671,659,3,3,1,3,3,3,3,3,667
672,667,S670,667,667,667,667,667,667,,672,659,3,3,1,3,3,3,3,3,667
673,667,S671,667,667,667,667,667,667,,673,659,3,3,1,3,3,3,3,3,667
674,667,S672,667,667,667,667,667,667,,674,659,3,3,1,3,3,3,3,3,667
675,675,S673,675,675,675,675,675,675,,675,675,3,3,1,3,3,3,3,3,675
676,675,S674,675,675,675,675,675,675,,676,675,3,3,1,3,3,3,3,3,675
677,675,S675,675,675,675,675,675,675,,677,675,3,3,1,3,3,3,3,3,675
678,675,S676,675,675,675,675,675,675,,678,675,3,3,1,3,3,3,3,3,675
679,675,S677,675,675,675,675,675,675,,679,675,3,3,1,3,3,3,3,3,675
680,675,S678,675,675,675,675,675,675,,680,675,3,3,1,3,3,3,3,3,675
681,675,S679,675,675,675,675,675,675,,681,675,3,3,1,3,3,3,3,3,675
682,675,S680,675,675,675,675,675,675,,682,675,3,3,1,3,3,3,3,3,675
683,683,S681,683,683,683,683,683,683,,683,675,3,3,1,3,3,3,3,3,683
684,683,S682,683,683,683,683,683,683,,684,675,3,3,1,3,3,3,3,3,683
685,683,S683,683,683,683,683,683,683,,685,675,3,3,1,3,3,3,3,3,683
686,683,S684,683,683,683,683,683,683,,686,675,3,3,1,3,3,3,3,3,683
687,683,S685,683,683,683,683,683,683,,687,675,3,3,1,3,3,3,3,3,683
688,683,S686,683,683,683,683,683,683,,688,675,3,3,1,3,3,3,3,3,683
689,683,S687,683,683,683,683,683,683,,689,675,3,3,1,3,3,3,3,3,683
690,683,S688,683,683,683,683,683,683,,690,675,3,3,1,3,3,3,3,3,683
691,691,S689,691,691,691,691,691,691,,691,691,3,3,1,3,3,3,3,3,691
692,691,S690,691,691,691,691,691,691,,692,691,3,3,1,3,3,3,3,3,691
693,691,S691,691,691,691,691,691,691,,693,691,3,3,1,3,3,3,3,3,691
694,691,S692,691,691,691,691,691,691,,694,691,3,3,1,3,3,3,3,3,691
695,691,S693,691,691,691,691,691,691,,695,691,3,3,1,3,3,3,3,3,691
696,691,S694,691,691,691,691,691,691,,696,691,3,3,1,3,3,3,3,3,691
697,691,S695,691,691,691,691,691,691,,697,691,3,3,1,3,3,3,3,3,691
698,691,S696,691,691,691,691,691,691,,698,691,3,3,1,3,3,3,3,3,691
699,699,S697,699,699,699,699,699,699,,699,691,3,3,1,3,3,3,3,3,699
700,699,S698,699,699,699,699,699,699,,700,691,3,3,1,3,3,3,3,3,699
701,699,S699,699,699,699,699,699,699,,701,691,3,3,1,3,3,3,3,3,699
702,699,S700,699,699,699,699,699,699,,702,691,3,3,1,3,3,3,3,3,699
703,699,S701,699,699,699,699,699,699,,703,691,3,3,1,3,3,3,3,3,699
704,699,S702,699,699,699,699,699,699,,704,691,3,3,1,3,3,3,3,3,699
705,699,S703,699,699,699,699,699,699,,705,691,3,3,1,3,3,3,3,3,699
706,699,S704,699,699,699,699,699,699,,706,691,3,3,1,3,3,3,3,3,699
707,707,S705,707,707,707,707,707,707,,707,707,3,3,1,3,3,3,3,3,707
708,707,S706,707,707,707,707,707,707,,708,707,3,3,1,3,3,3,3,3,707
709,707,S707,707,707,707,707,707,707,,709,707,3,3,1,3,3,3,3,3,707
710,707,S708,707,707,707,707,707,707,,710,707,3,3,1,3,3,3,3,3,707
711,707,S709,707,707,707,707,707,707,,711,707,3,3,1,3,3,3,3,3,707
712,707,S710,707,707,707,707,707,707,,712,707,3,3,1,3,3,3,3,3,707
713,707,S711,707,707,707,707,707,707,,713,707,3,3,1,3,3,3,3,3,707
714,707,S712,707,707,707,707,707,707,,714,707,3,3,1,3,3,3,3,3,707
715,715,S713,715,715,715,715,715,715,,715,707,3,3,1,3,3,3,3,3,715
716,715,S714,715,715,715,715,715,715,,716,707,3,3,1,3,3,3,3,3,715
717,715,S715,715,715,715,715,715,715,,717,707,3,3,1,3,3,3,3,3,715
718,715,S716,715,715,715,715,715,715,,718,707,3,3,1,3,3,3,3,3,715
719,715,S717,715,715,715,715,715,715,,719,707,3,3,1,3,3,3,3,3,715
720,715,S718,715,715,715,715,715,715,,720,707,3,3,1,3,3,3,3,3,715
721,715,S719,715,715,715,715,715,715,,721,707,3,3,1,3,3,3,3,3,715
722,715,S720,715,715,715,715,715,715,,722,707,3,3,1,3,3,3,3,3,715
723,723,S721,723,723,723,723,723,723,,723,723,3,3,1,3,3,3,3,3,723
724,723,S722,723,723,723,723,723,723,,724,723,3,3,1,3,3,3,3,3,723
725,723,S723,723,723,723,723,723,723,,725,723,3,3,1,3,3,3,3,3,723
726,723,S724,723,723,723,723,723,723,,726,723,3,3,1,3,3,3,3,3,723
727,723,S725,723,723,723,723,723,723,,727,723,3,3,1,3,3,3,3,3,723
728,723,S726,723,723,723,723,723,723,,728,723,3,3,1,3,3,3,3,3,723
729,723,S727,723,723,723,723,723,723,,729,723,3,3,1,3,3,3,3,3,723
730,723,S728,723,723,723,723,723,723,,730,723,3,3,1,3,3,3,3,3,723
731,731,S729,731,731,731,731,731,731,,731,723,3,3,1,3,3,3,3,3,731
732,731,S730,731,731,731,731,731,731,,732,723,3,3,1,3,3,3,3,3,731
733,731,S731,731,731,731,731,731,731,,733,723,3,3,1,3,3,3,3,3,731
734,731,S732,731,731,731,731,731,731,,734,723,3,3,1,3,3,3,3,3,731
735,731,S733,731,731,731,731,731,731,,735,723,3,3,1,3,3,3,3,3,731
736,731,S734,731,731,731,731,731,731,,736,723,3,3,1,3,3,3,3,3,731
737,731,S735,731,731,731,731,731,731,,737,723,3,3,1,3,3,3,3,3,731
738,731,S736,731,731,731,731,731,731,,738,723,3,3,1,3,3,3,3,3,731
739,739,S737,739,739,739,739,739,739,,739,739,3,3,1,3,3,3,3,3,739
740,739,S738,739,739,739,739,739,739,,740,739,3,3,1,3,3,3,3,3,739
741,739,S739,739,739,739,739,739,739,,741,739,3,3,1,3,3,3,3,3,739
742,739,S740,739,739,739,739,739,739,,742,739,3,3,1,3,3,3,3,3,739
743,739,S741,739,739,739,739,739,739,,743,739,3,3,1,3,3,3,3,3,739
744,739,S742,739,739,739,739,739,739,,744,739,3,3,1,3,3,3,3,3,739
745,739,S743,739,739,739,739,739,739,,745,739,3,3,1,3,3,3,3,3,739
746,739,S744,739,739,739,739,739,739,,746,739,3,3,1,3,3,3,3,3,739
747,747,S745,747,747,747,747,747,747,,747,739,3,3,1,3,3,3,3,3,747
748,747,S746,747,747,747,747,747,747,,748,739,3,3,1,3,3,3,3,3,747
749,747,S747,747,747,747,747,747,747,,749,739,3,3,1,3,3,3,3,3,747
750,747,S748,747,747,747,747,747,747,,750,739,3,3,1,3,3,3,3,3,747
751,747,S749,747,747,747,747,747,747,,751,739,3,3,1,3,3,3,3,3,747
752,747,S750,747,747,747,747,747,747,,752,739,3,3,1,3,3,3,3,3,747
753,747,S751,747,747,747,747,747,747,,753,739,3,3,1,3,3,3,3,3,747
754,747,S752,747,747,747,747,747,747,,754,739,3,3,1,3,3,3,3,3,747
755,755,S753,755,755,755,755,755,755,,755,755,3,3,1,3,3,3,3,3,755
756,755,S754,755,755,755,755,755,755,,756,755,3,3,1,3,3,3,3,3,755
757,755,S755,755,755,755,755,755,755,,757,755,3,3,1,3,3,3,3,3,755
758,755,S756,755,755,755,755,755,755,,758,755,3,3,1,3,3,3,3,3,755
759,755,S757,755,755,755,755,755,755,,759,755,3,3,1,3,3,3,3,3,755
760,755,S758,755,755,755,755,755,755,,760,755,3,3,1,3,3,3,3,3,755
761,755,S759,755,755,755,755,755,755,,761,755,3,3,1,3,3,3,3,3,755
762,755,S760,755,755,755,755,755,755,,762,755,3,3,1,3,3,3,3,3,755
763,763,S761,763,763,763,763,763,763,,763,755,3,3,1,3,3,3,3,3,763
764,763,S762,763,763,763,763,763,763,,764,755,3,3,1,3,3,3,3,3,763
765,763,S763,763,763,763,763,763,763,,765,755,3,3,1,3,3,3,3,3,763
766,763,S764,763,763,763,763,763,763,,766,755,3,3,1,3,3,3,3,3,763
767,763,S765,763,763,763,763,763,763,,767,755,3,3,1,3,3,3,3,3,763
768,763,S766,763,763,763,763,763,763,,768,755,3,3,1,3,3,3,3,3,763
769,763,S767,763,763,763,763,763,763,,769,755,3,3,1,3,3,3,3,3,763
770,763,S768,763,763,763,763,763,763,,770,755,3,3,1,3,3,3,3,3,763
771,771,S769,771,771,771,771,771,771,,771,771,3,3,1,3,3,3,3,3,771
772,771,S770,771,771,771,771,771,771,,772,771,3,3,1,3,3,3,3,3,771
773,771,S771,771,771,771,771,771,771,,773,771,3,3,1,3,3,3,3,3,771
774,771,S772,771,771,771,771,771,771,,774,771,3,3,1,3,3,3,3,3,771
775,771,S773,771,771,771,771,771,771,,775,771,3,3,1,3,3,3,3,3,771
776,771,S774,771,771,771,771,771,771,,776,771,3,3,1,3,3,3,3,3,771
777,771,S775,771,771,771,771,771,771,,777,771,3,3,1,3,3,3,3,3,771
778,771,S776,771,771,771,771,771,771,,778,771,3,3,1,3,3,3,3,3,771
779,779,S777,779,779,779,779,779,779,,779,771,3,3,1,3,3,3,3,3,779
780,779,S778,779,779,779,779,779,779,,780,771,3,3,1,3,3,3,3,3,779
781,779,S779,779,779,779,779,779,779,,781,771,3,3,1,3,3,3,3,3,779
782,779,S780,779,779,779,779,779,779,,782,771,3,3,1,3,3,3,3,3,779
783,779,S781,779,779,779,779,779,779,,783,771,3,3,1,3,3,3,3,3,779
784,779,S782,779,779,779,779,779,779,,784,771,3,3,1,3,3,3,3,3,779
785,779,S783,779,779,779,779,779,779,,785,771,3,3,1,3,3,3,3,3,779
786,779,S784,779,779,779,779,779,779,,786,771,3,3,1,3,3,3,3,3,779
787,787,S785,787,787,787,787,787,787,,787,787,3,3,1,3,3,3,3,3,787
788,787,S786,787,787,787,787,787,787,,788,787,3,3,1,3,3,3,3,3,787
789,787,S787,787,787,787,787,787,787,,789,787,3,3,1,3,3,3,3,3,787
790,787,S788,787,787,787,787,787,787,,790,787,3,3,1,3,3,3,3,3,787
791,787,S789,787,787,787,787,787,787,,791,787,3,3,1,3,3,3,3,3,787
792,787,S790,787,787,787,787,787,787,,792,787,3,3,1,3,3,3,3,3,787
793,787,S791,787,787,787,787,787,787,,793,787,3,3,1,3,3,3,3,3,787
794,787,S792,787,787,787,787,787,787,,794,787,3,3,1,3,3,3,3,3,787
795,795,S793,795,795,795,795,795,795,,795,787,3,3,1,3,3,3,3,3,795
796,795,S794,795,795,795,795,795,795,,796,787,3,3,1,3,3,3,3,3,795
797,795,S795,795,795,795,795,795,795,,797,787,3,3,1,3,3,3,3,3,795
798,795,S796,795,795,795,795,795,795,,798,787,3,3,1,3,3,3,3,3,795
799,795,S797,795,795,795,795,795,795,,799,787,3,3,1,3,3,3,3,3,795
800,795,S798,795,795,795,795,795,795,,800,787,3,3,1,3,3,3,3,3,795
801,795,S799,795,795,795,795,795,795,,801,787,3,3,1,3,3,3,3,3,795
802,795,S800,795,795,795,795,795,795,,802,787,3,3,1,3,3,3,3,3,795
803,803,S801,803,803,803,803,803,803,,803,803,3,3,1,3,3,3,3,3,803
804,803,S802,803,803,803,803,803,803,,804,803,3,3,1,3,3,3,3,3,803
805,803,S803,803,803,803,803,803,803,,805,803,3,3,1,3,3,3,3,3,803
806,803,S804,803,803,803,803,803,803,,806,803,3,3,1,3,3,3,3,3,803
807,803,S805,803,803,803,803,803,803,,807,803,3,3,1,3,3,3,3,3,803
808,803,S806,803,803,803,803,803,803,,808,803,3,3,1,3,3,3,3,3,803
809,803,S807,803,803,803,803,803,803,,809,803,3,3,1,3,3,3,3,3,803
810,803,S808,803,803,803,803,803,803,,810,803,3,3,1,3,3,3,3,3,803
811,811,S809,811,811,811,811,811,811,,811,803,3,3,1,3,3,3,3,3,811
812,811,S810,811,811,811,811,811,811,,812,803,3,3,1,3,3,3,3,3,811
813,811,S811,811,811,811,811,811,811,,813,803,3,3,1,3,3,3,3,3,811
814,811,S812,811,811,811,811,811,811,,814,803,3,3,1,3,3,3,3,3,811
815,811,S813,811,811,811,811,811,811,,815,803,3,3,1,3,3,3,3,3,811
816,811,S814,811,811,811,811,811,811,,816,803,3,3,1,3,3,3,3,3,811
817,811,S815,811,811,811,811,811,811,,817,803,3,3,1,3,3,3,3,3,811
818,811,S816,811,811,811,811,811,811,,818,803,3,3,1,3,3,3,3,3,811
819,819,S817,819,819,819,819,819,819,,819,819,3,3,1,3,3,3,3,3,819
820,819,S818,819,819,819,819,819,819,,820,819,3,3,1,3,3,3,3,3,819
821,819,S819,819,819,819,819,819,819,,821,819,3,3,1,3,3,3,3,3,819
822,819,S820,819,819,819,819,819,819,,822,819,3,3,1,3,3,3,3,3,819
823,819,S821,819,819,819,819,819,819,,823,819,3,3,1,3,3,3,3,3,819
824,819,S822,819,819,819,819,819,819,,824,819,3,3,1,3,3,3,3,3,819
825,819,S823,819,819,819,819,819,819,,825,819,3,3,1,3,3,3,3,3,819
826,819,S824,819,819,819,819,819,819,,826,819,3,3,1,3,3,3,3,3,819
827,827,S825,827,827,827,827,827,827,,827,819,3,3,1,3,3,3,3,3,827
828,827,S826,827,827,827,827,827,827,,828,819,3,3,1,3,3,3,3,3,827
829,827,S827,827,827,827,827,827,827,,829,819,3,3,1,3,3,3,3,3,827
830,827,S828,827,827,827,827,827,827,,830,819,3,3,1,3,3,3,3,3,827
831,827,S829,827,827,827,827,827,827,,831,819,3,3,1,3,3,3,3,3,827
832,827,S830,827,827,827,827,827,827,,832,819,3,3,1,3,3,3,3,3,827
833,827,S831,827,827,827,827,827,827,,833,819,3,3,1,3,3,3,3,3,827
834,827,S832,827,827,827,827,827,827,,834,819,3,3,1,3,3,3,3,3,827
835,835,S833,835,835,835,835,835,835,,835,835,3,3,1,3,3,3,3,3,835
836,835,S834,835,835,835,835,835,835,,836,835,3,3,1,3,3,3,3,3,835
837,835,S835,835,835,835,835,835,835,,837,835,3,3,1,3,3,3,3,3,835
838,835,S836,835,835,835,835,835,835,,838,835,3,3,1,3,3,3,3,3,835
839,835,S837,835,835,835,835,835,835,,839,835,3,3,1,3,3,3,3,3,835
840,835,S838,835,835,835,835,835,835,,840,835,3,3,1,3,3,3,3,3,835
841,835,S839,835,835,835,835,835,835,,841,835,3,3,1,3,3,3,3,3,835
842,835,S840,835,835,835,835,835,835,,842,835,3,3,1,3,3,3,3,3,835
843,843,S841,843,843,843,843,843,843,,843,835,3,3,1,3,3,3,3,3,843
844,843,S842,843,843,843,843,843,843,,844,835,3,3,1,3,3,3,3,3,843
845,843,S843,843,843,843,843,843,843,,845,835,3,3,1,3,3,3,3,3,843
846,843,S844,843,843,843,843,843,843,,846,835,3,3,1,3,3,3,3,3,843
847,843,S845,843,843,843,843,843,843,,847,835,3,3,1,3,3,3,3,3,843
848,843,S846,843,843,843,843,843,843,,848,835,3,3,1,3,3,3,3,3,843
849,843,S847,843,843,843,843,843,843,,849,835,3,3,1,3,3,3,3,3,843
850,843,S848,843,843,843,843,843,843,,850,835,3,3,1,3,3,3,3,3,843
851,851,S849,851,851,851,851,851,851,,851,851,3,3,1,3,3,3,3,3,851
852,851,S850,851,851,851,851,851,851,,852,851,3,3,1,3,3,3,3,3,851
853,851,S851,851,851,851,851,851,851,,853,851,3,3,1,3,3,3,3,3,851
854,851,S852,851,851,851,851,851,851,,854,851,3,3,1,3,3,3,3,3,851
855,851,S853,851,851,851,851,851,851,,855,851,3,3,1,3,3,3,3,3,851
856,851,S854,851,851,851,851,851,851,,856,851,3,3,1,3,3,3,3,3,851
857,851,S855,851,851,851,851,851,851,,857,851,3,3,1,3,3,3,3,3,851
858,851,S856,851,851,851,851,851,851,,858,851,3,3,1,3,3,3,3,3,851
859,859,S857,859,859,859,859,859,859,,859,851,3,3,1,3,3,3,3,3,859
860,859,S858,859,859,859,859,859,859,,860,851,3,3,1,3,3,3,3,3,859
861,859,S859,859,859,859,859,859,859,,861,851,3,3,1,3,3,3,3,3,859
862,859,S860,859,859,859,859,859,859,,862,851,3,3,1,3,3,3,3,3,859
863,859,S861,859,859,859,859,859,859,,863,851,3,3,1,3,3,3,3,3,859
864,859,S862,859,859,859,859,859,859,,864,851,3,3,1,3,3,3,3,3,859
865,859,S863,859,859,859,859,859,859,,865,851,3,3,1,3,3,3,3,3,859
866,859,S864,859,859,859,859,859,859,,866,851,3,3,1,3,3,3,3,3,859
867,867,S865,867,867,867,867,867,867,,867,867,3,3,1,3,3,3,3,3,867
868,867,S866,867,867,867,867,867,867,,868,867,3,3,1,3,3,3,3,3,867
869,867,S867,867,867,867,867,867,867,,869,867,3,3,1,3,3,3,3,3,867
870,867,S868,867,867,867,867,867,867,,870,867,3,3,1,3,3,3,3,3,867
871,867,S869,867,867,867,867,867,867,,871,867,3,3,1,3,3,3,3,3,867
872,867,S870,867,867,867,867,867,867,,872,867,3,3,1,3,3,3,3,3,867
873,867,S871,867,867,867,867,867,867,,873,867,3,3,1,3,3,3,3,3,867
874,867,S872,867,867,867,867,867,867,,874,867,3,3,1,3,3,3,3,3,867
875,875,S873,875,875,875,875,875,875,,875,867,3,3,1,3,3,3,3,3,875
876,875,S874,875,875,875,875,875,875,,876,867,3,3,1,3,3,3,3,3,875
877,875,S875,875,875,875,875,875,875,,877,867,3,3,1,3,3,3,3,3,875
878,875,S876,875,875,875,875,875,875,,878,867,3,3,1,3,3,3,3,3,875
879,875,S877,875,875,875,875,875,875,,879,867,3,3,1,3,3,3,3,3,875
880,875,S878,875,875,875,875,875,875,,880,867,3,3,1,3,3,3,3,3,875
881,875,S879,875,875,875,875,875,875,,881,867,3,3,1,3,3,3,3,3,875
882,875,S880,875,875,875,875,875,875,,882,867,3,3,1,3,3,3,3,3,875
883,883,S881,883,883,883,883,883,883,,883,883,3,3,1,3,3,3,3,3,883
884,883,S882,883,883,883,883,883,883,,884,883,3,3,1,3,3,3,3,3,883
885,883,S883,883,883,883,883,883,883,,885,883,3,3,1,3,3,3,3,3,883
886,883,S884,883,883,883,883,883,883,,886,883,3,3,1,3,3,3,3,3,883
887,883,S885,883,883,883,883,883,883,,887,883,3,3,1,3,3,3,3,3,883
888,883,S886,883,883,883,883,883,883,,888,883,3,3,1,3,3,3,3,3,883
889,883,S887,883,883,883,883,883,883,,889,883,3,3,1,3,3,3,3,3,883
890,883,S888,883,883,883,883,883,883,,890,883,3,3,1,3,3,3,3,3,883
891,891,S889,891,891,891,891,891,891,,891,883,3,3,1,3,3,3,3,3,891
892,891,S890,891,891,891,891,891,891,,892,883,3,3,1,3,3,3,3,3,891
893,891,S891,891,891,891,891,891,891,,893,883,3,3,1,3,3,3,3,3,891
894,891,S892,891,891,891,891,891,891,,894,883,3,3,1,3,3,3,3,3,891
895,891,S893,891,891,891,891,891,891,,895,883,3,3,1,3,3,3,3,3,891
896,891,S894,891,891,891,891,891,891,,896,883,3,3,1,3,3,3,3,3,891
897,891,S895,891,891,891,891,891,891,,897,883,3,3,1,3,3,3,3,3,891
898,891,S896,891,891,891,891,891,891,,898,883,3,3,1,3,3,3,3,3,891
899,899,S897,899,899,899,899,899,899,,899,899,3,3,1,3,3,3,3,3,899
900,899,S898,899,899,899,899,899,899,,900,899,3,3,1,3,3,3,3,3,899
901,899,S899,899,899,899,899,899,899,,901,899,3,3,1,3,3,3,3,3,899
902,899,S900,899,899,899,899,899,899,,902,899,3,3,1,3,3,3,3,3,899
903,899,S901,899,899,899,899,899,899,,903,899,3,3,1,3,3,3,3,3,899
904,899,S902,899,899,899,899,899,899,,904,899,3,3,1,3,3,3,3,3,899
905,899,S903,899,899,899,899,899,899,,905,899,3,3,1,3,3,3,3,3,899
906,899,S904,899,899,899,899,899,899,,906,899,3,3,1,3,3,3,3,3,899
907,907,S905,907,907,907,907,907,907,,907,899,3,3,1,3,3,3,3,3,907
908,907,S906,907,907,907,907,907,907,,908,899,3,3,1,3,3,3,3,3,907
909,907,S907,907,907,907,907,907,907,,909,899,3,3,1,3,3,3,3,3,907
910,907,S908,907,907,907,907,907,907,,910,899,3,3,1,3,3,3,3,3,907
911,907,S909,907,907,907,907,907,907,,911,899,3,3,1,3,3,3,3,3,907
912,907,S910,907,907,907,907,907,907,,912,899,3,3,1,3,3,3,3,3,907
913,907,S911,907,907,907,907,907,907,,913,899,3,3,1,3,3,3,3,3,907
914,907,S912,907,907,907,907,907,907,,914,899,3,3,1,3,3,3,3,3,907
915,915,S913,915,915,915,915,915,915,,915,915,3,3,1,3,3,3,3,3,915
916,915,S914,915,915,915,915,915,915,,916,915,3,3,1,3,3,3,3,3,915
917,915,S915,915,915,915,915,915,915,,917,915,3,3,1,3,3,3,3,3,915
918,915,S916,915,915,915,915,915,915,,918,915,3,3,1,3,3,3,3,3,915
919,915,S917,915,915,915,915,915,915,,919,915,3,3,1,3,3,3,3,3,915
920,915,S918,915,915,915,915,915,915,,920,915,3,3,1,3,3,3,3,3,915
921,915,S919,915,915,915,915,915,915,,921,915,3,3,1,3,3,3,3,3,915
922,915,S920,915,915,915,915,915,915,,922,915,3,3,1,3,3,3,3,3,915
923,923,S921,923,923,923,923,923,923,,923,915,3,3,1,3,3,3,3,3,923
924,923,S922,923,923,923,923,923,923,,924,915,3,3,1,3,3,3,3,3,923
925,923,S923,923,923,923,923,923,923,,925,915,3,3,1,3,3,3,3,3,923
926,923,S924,923,923,923,923,923,923,,926,915,3,3,1,3,3,3,3,3,923
927,923,S925,923,923,923,923,923,923,,927,915,3,3,1,3,3,3,3,3,923
928,923,S926,923,923,923,923,923,923,,928,915,3,3,1,3,3,3,3,3,923
929,923,S927,923,923,923,923,923,923,,929,915,3,3,1,3,3,3,3,3,923
930,923,S928,923,923,923,923,923,923,,930,915,3,3,1,3,3,3,3,3,923
931,931,S929,931,931,931,931,931,931,,931,931,3,3,1,3,3,3,3,3,931
932,931,S930,931,931,931,931,931,931,,932,931,3,3,1,3,3,3,3,3,931
933,931,S931,931,931,931,931,931,931,,933,931,3,3,1,3,3,3,3,3,931
934,931,S932,931,931,931,931,931,931,,934,931,3,3,1,3,3,3,3,3,931
935,931,S933,931,931,931,931,931,931,,935,931,3,3,1,3,3,3,3,3,931
936,931,S934,931,931,931,931,931,931,,936,931,3,3,1,3,3,3,3,3,931
937,931,S935,931,931,931,931,931,931,,937,931,3,3,1,3,3,3,3,3,931
938,931,S936,931,931,931,931,931,931,,938,931,3,3,1,3,3,3,3,3,931
939,939,S937,939,939,939,939,939,939,,939,931,3,3,1,3,3,3,3,3,939
940,939,S938,939,939,939,939,939,939,,940,931,3,3,1,3,3,3,3,3,939
941,939,S939,939,939,939,939,939,939,,941,931,3,3,1,3,3,3,3,3,939
942,939,S940,939,939,939,939,939,939,,942,931,3,3,1,3,3,3,3,3,939
943,939,S941,939,939,939,939,939,939,,943,931,3,3,1,3,3,3,3,3,939
944,939,S942,939,939,939,939,939,939,,944,931,3,3,1,3,3,3,3,3,939
945,939,S943,939,939,939,939,939,939,,945,931,3,3,1,3,3,3,3,3,939
946,939,S944,939,939,939,939,939,939,,946,931,3,3,1,3,3,3,3,3,939
947,947,S945,947,947,947,947,947,947,,947,947,3,3,1,3,3,3,3,3,947
948,947,S946,947,947,947,947,947,947,,948,947,3,3,1,3,3,3,3,3,947
949,947,S947,947,947,947,947,947,947,,949,947,3,3,1,3,3,3,3,3,947
950,947,S948,947,947,947,947,947,947,,950,947,3,3,1,3,3,3,3,3,947
951,947,S949,947,947,947,947,947,947,,951,947,3,3,1,3,3,3,3,3,947
952,947,S950,947,947,947,947,947,947,,952,947,3,3,1,3,3,3,3,3,947
953,947,S951,947,947,947,947,947,947,,953,947,3,3,1,3,3,3,3,3,947
954,947,S952,947,947,947,947,947,947,,954,947,3,3,1,3,3,3,3,3,947
955,955,S953,955,955,955,955,955,955,,955,947,3,3,1,3,3,3,3,3,955
956,955,S954,955,955,955,955,955,955,,956,947,3,3,1,3,3,3,3,3,955
957,955,S955,955,955,955,955,955,955,,957,947,3,3,1,3,3,3,3,3,955
958,955,S956,955,955,955,955,955,955,,958,947,3,3,1,3,3,3,3,3,955
959,955,S957,955,955,955,955,955,955,,959,947,3,3,1,3,3,3,3,3,955
960,955,S958,955,955,955,955,955,955,,960,947,3,3,1,3,3,3,3,3,955
961,955,S959,955,955,955,955,955,955,,961,947,3,3,1,3,3,3,3,3,955
962,955,S960,955,955,955,955,955,955,,962,947,3,3,1,3,3,3,3,3,955
963,963,S961,963,963,963,963,963,963,,963,963,3,3,1,3,3,3,3,3,963
964,963,S962,963,963,963,963,963,963,,964,963,3,3,1,3,3,3,3,3,963
965,963,S963,963,963,963,963,963,963,,965,963,3,3,1,3,3,3,3,3,963
966,963,S964,963,963,963,963,963,963,,966,963,3,3,1,3,3,3,3,3,963
967,963,S965,963,963,963,963,963,963,,967,963,3,3,1,3,3,3,3,3,963
968,963,S966,963,963,963,963,963,963,,968,963,3,3,1,3,3,3,3,3,963
969,963,S967,963,963,963,963,963,963,,969,963,3,3,1,3,3,3,3,3,963
970,963,S968,963,963,963,963,963,963,,970,963,3,3,1,3,3,3,3,3,963
971,971,S969,971,971,971,971,971,971,,971,963,3,3,1,3,3,3,3,3,971
972,971,S970,971,971,971,971,971,971,,972,963,3,3,1,3,3,3,3,3,971
973,971,S971,971,971,971,971,971,971,,973,963,3,3,1,3,3,3,3,3,971
974,971,S972,971,971,971,971,971,971,,974,963,3,3,1,3,3,3,3,3,971
975,971,S973,971,971,971,971,971,971,,975,963,3,3,1,3,3,3,3,3,971
976,971,S974,971,971,971,971,971,971,,976,963,3,3,1,3,3,3,3,3,971
977,971,S975,971,971,971,971,971,971,,977,963,3,3,1,3,3,3,3,3,971
978,971,S976,971,971,971,971,971,971,,978,963,3,3,1,3,3,3,3,3,971
979,979,S977,979,979,979,979,979,979,,979,979,3,3,1,3,3,3,3,3,979
980,979,S978,979,979,979,979,979,979,,980,979,3,3,1,3,3,3,3,3,979
981,979,S979,979,979,979,979,979,979,,981,979,3,3,1,3,3,3,3,3,979
982,979,S980,979,979,979,979,979,979,,982,979,3,3,1,3,3,3,3,3,979
983,979,S981,979,979,979,979,979,979,,983,979,3,3,1,3,3,3,3,3,979
984,979,S982,979,979,979,979,979,979,,984,979,3,3,1,3,3,3,3,3,979
985,979,S983,979,979,979,979,979,979,,985,979,3,3,1,3,3,3,3,3,979
