id,next_id,select_next_ids,select,plot,day,activity_plot_list_id,name,image_path,type,res_path,spine_path,map_swap,image_xy,image_move,dialog_type,partner_avatar,picture,picture_xy,picture_scale,is_memory,scale,partner_picture_xy,show_type,disappear_type,show_time,disappear_time,position_move,swap_overlap,image_mirror,cg_show,cg_path,cg_scale,cg_show_type,cg_start_xy,cg_show_time,cg_show_xy,cg_disappear_type,cg_disappear_xy,cg_disappear_time,sound,music,expression,face,face_scale,face_pos,bubble_mirror,bubble_xy,bubble_expression,no_click_time,effect,effect_scale,effect_xy,effect_layer,effect_count,jitter
334,335,,,,,,-1,bg_hot_spring_leaf,0,partner_picture_55002,,0,,,0,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,336,,,,,,-1,bg_hot_spring_leaf,0,partner_picture_51013,,0,,,0,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,337,,,,,,-1,bg_hot_spring_leaf,0,partner_picture_55002,,0,,,0,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,338,,,,,,-1,bg_hot_spring_leaf,0,partner_picture_51013,,0,,,0,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,339,,,,,,-1,bg_hot_spring_leaf,0,partner_picture_55002,,0,,,0,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,340,,,,,,-1,bg_hot_spring_leaf,0,partner_picture_14001,,0,,,0,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,341,,,,,,-1,bg_hot_spring_leaf,0,partner_picture_55002,,0,,,0,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,342,,,,,,-1,bg_hot_spring_leaf,0,partner_picture_51013,,0,,,0,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,343,,,,,,*,bg_hot_spring_leaf,2,,,0,,,2,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,344,,,,,,-1,bg_hot_spring_leaf,0,partner_picture_14001,,0,,,0,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,345,,,,,,-1,bg_hot_spring_leaf,0,partner_picture_51013,,0,,,0,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,346,,,,,,-1,bg_hot_spring_leaf,0,partner_picture_55002,,0,,,0,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,347,,,,,,-1,bg_hot_spring_leaf,0,partner_picture_55002,,0,,,0,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,348,,,,,,-1,bg_hot_spring_leaf,0,partner_picture_51013,,0,,,0,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,349,,,,,,-1,bg_hot_spring_leaf,0,partner_picture_14001,,0,,,0,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,350,,,,,,-1,bg_hot_spring_leaf,0,partner_picture_21002,,0,,,0,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,351,,,,,,-1,bg_hot_spring_leaf,0,partner_picture_51013,,0,,,0,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,352,,,,,,*,bg_hot_spring_leaf,2,,,0,,,2,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,353,,,,,,,bg_hot_spring_leaf,1,,,0,,,1,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,354,,,,,,-1,small_garden,0,partner_picture_51013,,0,,,0,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,355,,,,,,-1,small_garden,0,partner_picture_52012,,0,,,0,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,356,,,,,,-1,small_garden,0,partner_picture_51013,,0,,,0,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,357,,,,,,-1,small_garden,0,partner_picture_52012,,0,,,0,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,358,,,,,,-1,small_garden,0,partner_picture_51013,,0,,,0,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,359,,,,,,-1,small_garden,0,partner_picture_51013,,0,,,0,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,360,,,,,,-1,small_garden,0,partner_picture_huatuo,,0,,,0,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,361,,,,,,-1,small_garden,0,partner_picture_51013,,0,,,0,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,362,,,,,,-1,small_garden,0,partner_picture_huatuo,,0,,,0,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,363,,,,,,-1,small_garden,0,partner_picture_51013,,0,,,0,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,364,,,,,,-1,small_garden,0,partner_picture_huatuo,,0,,,0,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,365,,,,,,-1,small_garden,0,partner_picture_51013,,0,,,0,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,366,,,,,,-1,small_garden,0,partner_picture_51013,,0,,,0,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,367,,,,,,-1,small_garden,0,partner_picture_huatuo,,0,,,0,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,368,,,,,,-1,small_garden,0,partner_picture_51013,,0,,,0,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,369,,,,,,-1,small_garden,0,partner_picture_huatuo,,0,,,0,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,370,,,,,,-1,small_garden,0,partner_picture_huatuo,,0,,,0,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,371,,,,,,-1,small_garden,0,partner_picture_51013,,0,,,0,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,372,,,,,,-1,small_garden,0,partner_picture_huatuo,,0,,,0,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,373,,,,,,-1,small_garden,0,partner_picture_huatuo,,0,,,0,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,374,,,,,,-1,small_garden,0,partner_picture_51013,,0,,,0,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,375,,,,,,-1,small_garden,0,partner_picture_51013,,0,,,0,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,376,,,,,,,small_garden,1,,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,377,,,,,,,small_garden,1,,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,378,,,,,,,small_garden,1,,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,379,,,,,,,small_garden,1,,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,380,,,,,,-1,small_garden,0,partner_picture_huatuo,,0,,,0,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,381,,,,,,-1,small_garden,0,partner_picture_51013,,0,,,0,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,-1,,,,,168,-1,small_garden,0,partner_picture_51013,,0,,,0,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
