id,name,fort_id,fort_finish,next,fort_final,lv,power,battle_id,monsterShow,monsterskin,battle_effect,battle_time,reward,gold,exp_partner,exp_player,dropbox_ids,dropbox_show,dropbox_id_activity,dropbox_show_activity,dropbox_id_activity2,dropbox_show_activity2,dropbox_id_activity3,dropbox_show_activity3,dropbox_id_activity4,dropbox_show_activity4,set_map,stage_img,tips_type,function_id
177,5,18,16,178,0,104,44060,100177,651002|651002|651003|651003|651006|651006,,,10,3#24000|1#22200|9#40800|3053#1,1#50,9#92,3#69,100177|100999,2053|2051|14|6021|6022|6023|6024|6025|954001|24|25|26|27|10|2032|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_23_1,stage_img_50,,
178,6,18,16,179,0,104,44460,100178,651007|651007|652002|651010|651010|652001,,,10,3#24000|1#22200|9#40800,1#50,9#92,3#69,100178|100999,3053|3051|14|6021|6022|6023|6024|6025|954001|24|25|26|27|10|3032|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_23_1,stage_img_52,,
179,7,18,16,180,0,104,44860,100179,652005|652005|652007|652007|652008|652008,,,10,3#24000|1#22200|9#40800|4053#1,1#50,9#92,3#69,100179|100999,4053|4051|14|6021|6022|6023|6024|6025|954001|24|25|26|27|10|4032|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_23_1,stage_img_36,,
180,8,18,16,181,0,106,45260,100180,652003|653004,,,10,3#24000|1#22200|9#40800|940002#10,1#50,9#92,3#69,100180|100999,940011|1053|2053|3053|4053|1051|2051|3051|4051|14|6021|6022|6023|6024|6025|954001|24|25|26|27|10|1032|2032|3032|4032|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_23_1,stage_img_37,,
181,9,18,16,182,0,106,45660,100181,651007|651007|653002|653002|545002|545002,,,10,3#24600|1#22800|9#42000,1#51,9#93,3#70,100181|100999,1053|1051|14|6021|6022|6023|6024|6025|954001|24|25|26|27|10|1032|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_23_1,stage_img_38,,
182,10,18,16,183,18,106,46060,100182,652005|652005|653001|651003|651010|652001,,,10,3#24600|1#22800|9#42000|1053#1,1#51,9#93,3#70,100182|100999,2053|2051|14|6021|6022|6023|6024|6025|954001|24|25|26|27|10|2032|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_23_1,stage_img_35,,
183,1,19,16,184,0,106,0,100183,653003|653003|653006|653006|653006|653006,,,10,3#24600|1#22800|9#42000,1#51,9#93,3#70,100183|100999,3053|3051|14|6021|6022|6023|6024|6025|954001|24|25|26|27|10|3032|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_20_1,stage_img_35,,
184,2,19,16,185,0,106,46860,100184,652010|652010|651004|651004|651009|651009,,,10,3#24600|1#22800|9#42000|2053#1,1#51,9#93,3#70,100184|100999,4053|4051|14|6021|6022|6023|6024|6025|954001|24|25|26|27|10|4032|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_20_1,stage_img_32,,
185,3,19,16,186,0,108,47260,100185,652002|652002|652004,,,10,3#24600|1#22800|9#42000|940002#10,1#51,9#93,3#70,100185|100999,940012|1053|2053|3053|4053|1051|2051|3051|4051|14|6021|6022|6023|6024|6025|954001|24|25|26|27|10|1032|2032|3032|4032|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_20_1,stage_img_33,,
186,4,19,16,187,0,108,47660,100186,652010|652010|652009|652009|653001|653001,,,10,3#25200|1#22800|9#43200,1#51,9#96,3#71,100186|100999,1053|1051|14|6021|6022|6023|6024|6025|954001|24|25|26|27|10|1032|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_20_1,stage_img_34,,
187,5,19,16,188,0,108,48060,100187,651002|651002|651001|651001|651004|651004,,,10,3#25200|1#22800|9#43200|3053#1,1#51,9#96,3#71,100187|100999,2053|2051|14|6021|6022|6023|6024|6025|954001|24|25|26|27|10|2032|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_22_1,stage_img_42,,
188,6,19,16,189,0,108,48460,100188,651007|651007|651008|651008|651009|651009,,,10,3#25200|1#22800|9#43200,1#51,9#96,3#71,100188|100999,3053|3051|14|6021|6022|6023|6024|6025|954001|24|25|26|27|10|3032|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_22_1,stage_img_43,,
189,7,19,16,190,0,108,48860,100189,652005|652005|652003|652003|652004|652004,,,10,3#25200|1#22800|9#43200|4053#1,1#51,9#96,3#71,100189|100999,4053|4051|14|6021|6022|6023|6024|6025|954001|24|25|26|27|10|4032|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_22_1,stage_img_44,,
190,8,19,16,191,0,110,49260,100190,652010|652006|652006|652006|652006,,,10,3#25200|1#22800|9#43200|940002#10,1#51,9#96,3#71,100190|100999,940013|1053|2053|3053|4053|1051|2051|3051|4051|14|6021|6022|6023|6024|6025|954001|24|25|26|27|10|1032|2032|3032|4032|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_22_1,stage_img_45,,
191,9,19,16,192,0,110,49660,100191,653005|653005|545002|545002|545002|545002,,,10,3#25800|1#23400|9#44400,1#52,9#97,3#72,100191|100999,1061|1052|14|6021|6022|6023|6024|6025|954001|24|25|26|27|10|1041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_22_1,stage_img_46,,
192,10,19,16,193,19,110,50060,100192,653006|653006|546001|546001|546001|546001,,,10,3#25800|1#23400|9#44400|1054#1,1#52,9#97,3#72,100192|100999,2061|2052|14|6021|6022|6023|6024|6025|954001|24|25|26|27|10|2041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_34_1,stage_img_42,,
193,1,20,16,194,0,110,0,100193,653005|653005|546001|546001|546001|546001,,,10,3#25800|1#23400|9#44400,1#52,9#97,3#72,100193|100999,3061|3052|14|6021|6022|6023|6024|6025|954001|24|25|26|27|10|3041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_34_1,stage_img_55,,
194,2,20,16,195,0,110,50860,100194,653006|653006|545002|545002|545002|545002,,,10,3#25800|1#23400|9#44400|2054#1,1#52,9#97,3#72,100194|100999,4061|4052|14|6021|6022|6023|6024|6025|954001|24|25|26|27|10|4041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_26_1,stage_img_54,,
195,3,20,16,196,0,112,51260,100195,653006|653005|653005,,,10,3#25800|1#23400|9#44400|940002#10,1#52,9#97,3#72,100195|100999,940014|1061|2061|3061|4061|1052|2052|3052|4052|14|6021|6022|6023|6024|6025|954001|24|25|26|27|10|1041|2041|3041|4041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_26_1,stage_img_7,,
196,4,20,16,197,0,112,51660,100196,652010|652010|652010|652006|652006|652006,,,10,3#26400|1#23400|9#45600,1#52,9#100,3#73,100196|100999,1061|1052|14|6021|6022|6023|6024|6025|954001|24|25|26|27|10|1041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_30_1,stage_img_31,,
197,5,20,16,198,0,112,52060,100197,652005|652005|652005|546001|546001|546001,,,10,3#26400|1#23400|9#45600|3054#1,1#52,9#100,3#73,100197|100999,2061|2052|14|6021|6022|6023|6024|6025|954001|24|25|26|27|10|2041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_30_1,stage_img_29,,
198,6,20,16,199,0,112,52460,100198,651002|651002|652008|652008|652009|652009,,,10,3#26400|1#23400|9#45600,1#52,9#100,3#73,100198|100999,3061|3052|14|6021|6022|6023|6024|6025|954001|24|25|26|27|10|3041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_30_1,stage_img_30,,
199,7,20,16,200,0,112,52860,100199,652005|652005|652005|651007|651007|651007,,,10,3#26400|1#23400|9#45600|4054#1,1#52,9#100,3#73,100199|100999,4061|4052|14|6021|6022|6023|6024|6025|954001|24|25|26|27|10|4041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_28_1,stage_img_9,,
200,8,20,16,201,0,114,53260,100200,653003|653006|653006,,,10,3#26400|1#23400|9#45600|940002#10,1#52,9#100,3#73,100200|100999,940011|1061|2061|3061|4061|1052|2052|3052|4052|14|6021|6022|6023|6024|6025|954001|24|25|26|27|10|1041|2041|3041|4041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_21_1,stage_img_7,,
201,9,20,16,202,0,114,53660,100201,652009|652009|652009|652009|652009|652009,,,10,3#27000|1#24000|9#46800,1#53,9#101,3#74,100201|100999,1061|1052|14|6021|6022|6023|6024|6025|955001|24|25|26|27|10|1041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_21_1,stage_img_54,,
202,10,20,16,203,20,114,54060,100202,651001|651001|651001|651001|651001|651001,,,10,3#27000|1#24000|9#46800|1054#1,1#53,9#101,3#74,100202|100999,2061|2052|14|6021|6022|6023|6024|6025|955001|24|25|26|27|10|2041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_32_1,stage_img_55,,
203,1,21,16,204,0,114,0,100203,652001|652001|652001|652001|652001|652001,,,10,3#27000|1#24000|9#46800,1#53,9#101,3#74,100203|100999,3061|3052|14|6021|6022|6023|6024|6025|955001|24|25|26|27|10|3041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_26_1,stage_img_23,,
204,2,21,16,205,0,114,54860,100204,652003|652003|652003|652003|652003|652003,,,10,3#27000|1#24000|9#46800|2054#1,1#53,9#101,3#74,100204|100999,4061|4052|14|6021|6022|6023|6024|6025|955001|24|25|26|27|10|4041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_31_1,stage_img,,
205,3,21,16,206,0,116,55260,100205,653006|653005|651008|652003|652009|651001,,,10,3#27000|1#24000|9#46800|940002#10,1#53,9#101,3#74,100205|100999,940012|1061|2061|3061|4061|1052|2052|3052|4052|14|6021|6022|6023|6024|6025|955001|24|25|26|27|10|1041|2041|3041|4041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_24_1,stage_img_11,,
206,4,21,16,207,0,116,55660,100206,652010|652010|652010|652010|652010|652010,,,10,3#27600|1#24000|9#48000,1#53,9#104,3#75,100206|100999,1061|1052|14|6021|6022|6023|6024|6025|955001|24|25|26|27|10|1041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_24_1,stage_img_12,,
207,5,21,16,208,0,116,56060,100207,651002|651002|651002|651002|651002|651002,,,10,3#27600|1#24000|9#48000|3054#1,1#53,9#104,3#75,100207|100999,2061|2052|14|6021|6022|6023|6024|6025|955001|24|25|26|27|10|2041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_24_1,stage_img_13,,
208,6,21,16,209,0,116,56460,100208,651007|651007|651007|651007|651007|651007,,,10,3#27600|1#24000|9#48000,1#53,9#104,3#75,100208|100999,3061|3052|14|6021|6022|6023|6024|6025|955001|24|25|26|27|10|3041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_24_1,stage_img_14,,
209,7,21,16,210,0,116,56860,100209,652005|652005|652005|652005|652005|652005,,,10,3#27600|1#24000|9#48000|4054#1,1#53,9#104,3#75,100209|100999,4061|4052|14|6021|6022|6023|6024|6025|955001|24|25|26|27|10|4041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_24_1,stage_img_15,,
210,8,21,16,211,0,118,57260,100210,652005|651007|651002|652010|653006|653005,,,10,3#27600|1#24000|9#48000|940002#10,1#53,9#104,3#75,100210|100999,940013|1061|2061|3061|4061|1052|2052|3052|4052|14|6021|6022|6023|6024|6025|955001|24|25|26|27|10|1041|2041|3041|4041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_24_1,stage_img_11,,
211,9,21,16,212,0,118,57261,100211,651007|651007|653002|653002|545002|545002,,,10,3#28200|1#24600|9#49200,1#54,9#105,3#76,100211|100999,1061|1052|14|6021|6022|6023|6024|6025|955001|24|25|26|27|10|1041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_27_1,stage_img_4,,
212,10,21,16,213,21,118,57262,100212,652005|652005|653001|651003|651010|652001,,,10,3#28200|1#24600|9#49200|1061#1,1#54,9#105,3#76,100212|100999,2061|2052|14|6021|6022|6023|6024|6025|955001|24|25|26|27|10|2041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_27_1,stage_img_5,,
213,1,22,16,214,0,118,0,100213,653003|653003|653006|653006|653006|653006,,,10,3#28200|1#24600|9#49200,1#54,9#105,3#76,100213|100999,3061|3052|14|6021|6022|6023|6024|6025|955001|24|25|26|27|10|3041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_29_1,stage_img_3,,
214,2,22,16,215,0,118,57264,100214,652010|652010|651004|651004|651009|651009,,,10,3#28200|1#24600|9#49200|2061#1,1#54,9#105,3#76,100214|100999,4061|4052|14|6021|6022|6023|6024|6025|955001|24|25|26|27|10|4041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_31_1,stage_img,,
215,3,22,16,216,0,120,57265,100215,652002|652002|652004,,,10,3#28200|1#24600|9#49200|940002#10,1#54,9#105,3#76,100215|100999,940014|1061|2061|3061|4061|1052|2052|3052|4052|14|6021|6022|6023|6024|6025|955001|24|25|26|27|10|1041|2041|3041|4041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_26_1,stage_img,,
216,4,22,16,217,0,120,57266,100216,652010|652010|652009|652009|653001|653001,,,10,3#28800|1#24600|9#50400,1#54,9#108,3#77,100216|100999,1061|1052|14|6021|6022|6023|6024|6025|955001|24|25|26|27|10|1041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_23_1,stage_img_51,,
217,5,22,16,218,0,120,57267,100217,651002|651002|651001|651001|651004|651004,,,10,3#28800|1#24600|9#50400|3061#1,1#54,9#108,3#77,100217|100999,2061|2052|14|6021|6022|6023|6024|6025|955001|24|25|26|27|10|2041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_23_1,stage_img_52,,
218,6,22,16,219,0,120,57268,100218,651007|651007|651008|651008|651009|651009,,,10,3#28800|1#24600|9#50400,1#54,9#108,3#77,100218|100999,3061|3052|14|6021|6022|6023|6024|6025|955001|24|25|26|27|10|3041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_23_1,stage_img_22,,
219,7,22,16,220,0,120,57269,100219,652005|652005|652003|652003|652004|652004,,,10,3#28800|1#24600|9#50400|4061#1,1#54,9#108,3#77,100219|100999,4061|4052|14|6021|6022|6023|6024|6025|955001|24|25|26|27|10|4041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_23_1,stage_img_50,,
220,8,22,16,221,0,122,57270,100220,652010|652006|652006|652006|652006,,,10,3#28800|1#24600|9#50400|940002#10,1#54,9#108,3#77,100220|100999,940011|1061|2061|3061|4061|1052|2052|3052|4052|14|6021|6022|6023|6024|6025|955001|24|25|26|27|10|1041|2041|3041|4041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_23_1,stage_img_36,,
221,9,22,16,222,0,122,57271,100221,653005|653005|545002|545002|545002|545002,,,10,3#29400|1#25200|9#51600,1#55,9#108,3#78,100221|100999,1061|1052|14|6021|6022|6023|6024|6025|955001|24|25|26|27|10|1041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_23_1,stage_img_37,,
222,10,22,16,223,22,122,57272,100222,653006|653006|546001|546001|546001|546001,,,10,3#29400|1#25200|9#51600|1061#1,1#55,9#108,3#78,100222|100999,2061|2052|14|6021|6022|6023|6024|6025|955001|24|25|26|27|10|2041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_23_1,stage_img_38,,
223,1,23,16,224,0,122,0,100223,653005|653005|546001|546001|546001|546001,,,10,3#29400|1#25200|9#51600,1#55,9#108,3#78,100223|100999,3061|3052|14|6021|6022|6023|6024|6025|955001|24|25|26|27|10|3041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_29_1,stage_img_26,,
224,2,23,16,225,0,122,57274,100224,653006|653006|545002|545002|545002|545002,,,10,3#29400|1#25200|9#51600|2061#1,1#55,9#108,3#78,100224|100999,4061|4052|14|6021|6022|6023|6024|6025|955001|24|25|26|27|10|4041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_26_1,stage_img,,
225,3,23,16,226,0,124,57275,100225,653006|653005|653005,,,10,3#29400|1#25200|9#51600|940002#10,1#55,9#108,3#78,100225|100999,940012|1061|2061|3061|4061|1052|2052|3052|4052|14|6021|6022|6023|6024|6025|955001|24|25|26|27|10|1041|2041|3041|4041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_23_1,stage_img_36,,
226,4,23,16,227,0,124,57276,100226,652010|652010|652010|652006|652006|652006,,,10,3#30000|1#25200|9#52800,1#55,9#111,3#79,100226|100999,1061|1052|14|6021|6022|6023|6024|6025|955001|24|25|26|27|10|1041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_23_1,stage_img_37,,
227,5,23,16,228,0,124,57277,100227,652005|652005|652005|546001|546001|546001,,,10,3#30000|1#25200|9#52800|3061#1,1#55,9#111,3#79,100227|100999,2061|2052|14|6021|6022|6023|6024|6025|955001|24|25|26|27|10|2041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_28_1,stage_img_7,,
228,6,23,16,229,0,124,57278,100228,651002|651002|652008|652008|652009|652009,,,10,3#30000|1#25200|9#52800,1#55,9#111,3#79,100228|100999,3061|3052|14|6021|6022|6023|6024|6025|955001|24|25|26|27|10|3041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_28_1,stage_img_6,,
229,7,23,16,230,0,124,57279,100229,652005|652005|652005|651007|651007|651007,,,10,3#30000|1#25200|9#52800|4061#1,1#55,9#111,3#79,100229|100999,4061|4052|14|6021|6022|6023|6024|6025|955001|24|25|26|27|10|4041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_28_1,stage_img_8,,
230,8,23,16,231,0,125,57280,100230,653003|653006|653006,,,10,3#30000|1#25200|9#52800|940002#10,1#55,9#111,3#79,100230|100999,940013|1061|2061|3061|4061|1052|2052|3052|4052|14|6021|6022|6023|6024|6025|955001|24|25|26|27|10|1041|2041|3041|4041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_28_1,stage_img_9,,
231,9,23,16,232,0,125,58280,100231,652009|652009|652009|652009|652009|652009,,,10,3#48000|1#25800|9#54000,1#56,9#112,3#79,100231|100999,1061|1052|14|6021|6022|6023|6024|6025|955001|24|25|26|27|10|1041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_28_1,stage_img_10,,
232,10,23,16,233,23,126,59280,100232,651001|651001|651001|651001|651001|651001,,,10,3#48000|1#25800|9#54000|1061#1,1#56,9#112,3#79,100232|100999,2061|2052|14|6021|6022|6023|6024|6025|955001|24|25|26|27|10|2041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_28_1,stage_img_6,,
233,1,24,16,234,0,126,0,100233,652001|652001|652001|652001|652001|652001,,,10,3#48000|1#25800|9#54000,1#56,9#112,3#79,100233|100999,3061|3052|14|6021|6022|6023|6024|6025|955001|24|25|26|27|10|3041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_26_1,stage_img,,
234,2,24,16,235,0,127,61280,100234,652003|652003|652003|652003|652003|652003,,,10,3#48000|1#25800|9#54000|2061#1,1#56,9#112,3#79,100234|100999,4061|4052|14|6021|6022|6023|6024|6025|955001|24|25|26|27|10|4041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_16_1,stage_img_1,,
235,3,24,16,236,0,127,62280,100235,653006|653005|651008|652003|652009|651001,,,10,3#48000|1#25800|9#54000|940002#15,1#56,9#112,3#79,100235|100999,940014|1061|2061|3061|4061|1052|2052|3052|4052|14|6021|6022|6023|6024|6025|955001|24|25|26|27|10|1041|2041|3041|4041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_16_1,stage_img_60,,
236,4,24,16,237,0,128,63280,100236,652010|652010|652010|652010|652010|652010,,,10,3#48600|1#25800|9#55200,1#56,9#112,3#80,100236|100999,1061|1052|14|6021|6022|6023|6024|6025|955001|24|25|26|27|10|1041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_36_1,stage_img_59,,
237,5,24,16,238,0,128,64280,100237,651002|651002|651002|651002|651002|651002,,,10,3#48600|1#25800|9#55200|3061#1,1#56,9#112,3#80,100237|100999,2061|2052|14|6021|6022|6023|6024|6025|955001|24|25|26|27|10|2041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_36_1,stage_img_58,,
238,6,24,16,239,0,129,65280,100238,651007|651007|651007|651007|651007|651007,,,10,3#48600|1#25800|9#55200,1#56,9#112,3#80,100238|100999,3061|3052|14|6021|6022|6023|6024|6025|955001|24|25|26|27|10|3041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_36_1,stage_img_1,,
239,7,24,16,240,0,129,66280,100239,652005|652005|652005|652005|652005|652005,,,10,3#48600|1#25800|9#55200|4061#1,1#56,9#112,3#80,100239|100999,4061|4052|14|6021|6022|6023|6024|6025|955001|24|25|26|27|10|4041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_26_1,stage_img,,
240,8,24,16,241,0,130,67280,100240,652005|651007|651002|652010|653006|653005,,,10,3#48600|1#25800|9#55200|940002#15,1#56,9#112,3#80,100240|100999,940011|1061|2061|3061|4061|1052|2052|3052|4052|14|6021|6022|6023|6024|6025|955001|24|25|26|27|10|1041|2041|3041|4041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_26_1,stage_img,,
241,9,24,16,242,0,130,68280,100241,651007|651007|653002|653002|545002|545002,,,10,3#49200|1#26400|9#56400,1#57,9#113,3#80,100241|100999,1061|1052|14|6021|6022|6023|6024|6025|955001|24|25|26|27|10|1041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_26_1,stage_img,,
242,10,24,16,243,24,131,69280,100242,652005|652005|653001|651003|651010|652001,,,10,3#49200|1#26400|9#56400|1061#1,1#57,9#113,3#80,100242|100999,2061|2052|14|6021|6022|6023|6024|6025|955001|24|25|26|27|10|2041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_26_1,stage_img,,
243,1,25,16,244,0,131,0,100243,653003|653003|653006|653006|653006|653006,,,10,3#49200|1#26400|9#56400,1#57,9#113,3#80,100243|100999,3061|3052|14|6021|6022|6023|6024|6025|955001|24|25|26|27|10|3041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_26_1,stage_img,,
244,2,25,16,245,0,132,71280,100244,652010|652010|651004|651004|651009|651009,,,10,3#49200|1#26400|9#56400|2061#1,1#57,9#113,3#80,100244|100999,4061|4052|14|6021|6022|6023|6024|6025|955001|24|25|26|27|10|4041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_19_1,stage_img_20,,
245,3,25,16,246,0,132,72280,100245,652002|652002|652004,,,10,3#49200|1#26400|9#56400|940002#15,1#57,9#113,3#80,100245|100999,940012|1061|2061|3061|4061|1052|2052|3052|4052|14|6021|6022|6023|6024|6025|955001|24|25|26|27|10|1041|2041|3041|4041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_19_1,stage_img_21,,
246,4,25,16,247,0,133,73280,100246,652010|652010|652009|652009|653001|653001,,,10,3#49800|1#26400|9#57600,1#57,9#113,3#81,100246|100999,1061|1052|14|6021|6022|6023|6024|6025|955001|24|25|26|27|10|1041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_25_1,stage_img_39,,
247,5,25,16,248,0,133,74280,100247,651002|651002|651001|651001|651004|651004,,,10,3#49800|1#26400|9#57600|3061#1,1#57,9#113,3#81,100247|100999,2061|2052|14|6021|6022|6023|6024|6025|955001|24|25|26|27|10|2041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_25_1,stage_img_40,,
248,6,25,16,249,0,134,75280,100248,651007|651007|651008|651008|651009|651009,,,10,3#49800|1#26400|9#57600,1#57,9#113,3#81,100248|100999,3061|3052|14|6021|6022|6023|6024|6025|955001|24|25|26|27|10|3041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_19_1,stage_img_19,,
249,7,25,16,250,0,134,76280,100249,652005|652005|652003|652003|652004|652004,,,10,3#49800|1#26400|9#57600|4061#1,1#57,9#113,3#81,100249|100999,4061|4052|14|6021|6022|6023|6024|6025|955001|24|25|26|27|10|4041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_19_1,stage_img_41,,
250,8,25,16,251,0,135,77280,100250,652010|652006|652006|652006|652006,,,10,3#49800|1#26400|9#57600|940002#15,1#57,9#113,3#81,100250|100999,940013|1061|2061|3061|4061|1052|2052|3052|4052|14|6021|6022|6023|6024|6025|955001|24|25|26|27|10|1041|2041|3041|4041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_31_1,stage_img,,
251,9,25,16,252,0,135,78280,100251,653005|653005|545002|545002|545002|545002,,,10,3#50400|1#27000|9#58800,1#58,9#114,3#81,100251|100999,1061|1052|14|6021|6022|6023|6024|6025|955001|24|25|26|27|10|1041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_25_1,stage_img_18,,
252,10,25,16,253,25,136,79280,100252,653006|653006|546001|546001|546001|546001,,,10,3#50400|1#27000|9#58800|1061#1,1#58,9#114,3#81,100252|100999,2061|2052|14|6021|6022|6023|6024|6025|955001|24|25|26|27|10|2041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_25_1,stage_img_40,,
253,1,26,16,254,0,136,0,100253,653005|653005|546001|546001|546001|546001,,,10,3#50400|1#27000|9#58800,1#58,9#114,3#81,100253|100999,3061|3052|14|6021|6022|6023|6024|6025|955001|24|25|26|27|10|3041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_16_1,stage_img_56,,
254,2,26,16,255,0,137,81280,100254,653006|653006|545002|545002|545002|545002,,,10,3#50400|1#27000|9#58800|2061#1,1#58,9#114,3#81,100254|100999,4061|4052|14|6021|6022|6023|6024|6025|955001|24|25|26|27|10|4041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_35_1,stage_img_53,,
255,3,26,16,256,0,137,82280,100255,653006|653005|653005,,,10,3#50400|1#27000|9#58800|940002#15,1#58,9#114,3#81,100255|100999,940014|1061|2061|3061|4061|1052|2052|3052|4052|14|6021|6022|6023|6024|6025|955001|24|25|26|27|10|1041|2041|3041|4041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_33_1,stage_img_47,,
256,4,26,16,257,0,138,83280,100256,652010|652010|652010|652006|652006|652006,,,10,3#51000|1#27000|9#60000,1#58,9#114,3#82,100256|100999,1061|1052|14|6021|6022|6023|6024|6025|955001|24|25|26|27|10|1041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_33_1,stage_img_48,,
257,5,26,16,258,0,138,84280,100257,652005|652005|652005|546001|546001|546001,,,10,3#51000|1#27000|9#60000|3061#1,1#58,9#114,3#82,100257|100999,2061|2052|14|6021|6022|6023|6024|6025|955001|24|25|26|27|10|2041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_33_1,stage_img_49,,
