name,res_name
pipiluo,pipiluo|pipiluo_hurt01|pipiluo_hurt02|pipiluo_hurt03|pipiluo_buff01
pipiluo_awaken,pipiluo_awaken|pipiluo_hurt03|pipiluo_awaken_hurt01|pipiluo_awaken_hurt02|pipiluo_buff01
pipiluo_10,pipiluo_10|pipiluo_hurt03|pipiluo_10_hurt01|pipiluo_10_hurt02|pipiluo_buff01
wulieer_pifu02,wulieer_pifu02|wulieer_pifu02_unit01|wulieer_pifu02_hurt01|wulieer_pifu02_hurt03|guangzhili_buff|fengyin_buff|wulieer_pifu02_hurt04|wulieer_pifu02_hurt02
xifeng_pifu01,xifeng_pifu01|xifeng_pifu01_hurt02|xifeng_buff|fs_shield
yixienamei_pifu02,yixienamei_pifu02|yixienamei_pifu02_unit|yixienamei_pifu02_hurt01|yixienamei_pifu02_hurt02|yixienamei_hurt04_hellzuzhou|yixienamei_hellzuzhou|yixienamei_bianhuadun
guohuan_pifu01,guohuan_pifu01|guohuan_pifu01_hurt01|guohuan_pifu01_hurt02|guohuan_pifu01_hurt03
weila_pifu01,weila_pifu01|weila_pifu01_hurt01|weila_pifu01_unit01|weila_pifu01_hurt02|weila_buff01|weila_buff02|weila_pifu01_buff02_hurt
fenlier_pifu03,fenlier_pifu03|fenlier_pifu03_hurt01|fenlier_pifu03_hurt03|fenlier_pifu03_hurt02
anyue_10,anyue_10|anyue_hurt01|anyue_hurt02|anyue_buff
anyue,anyue|anyue_hurt01|anyue_hurt02|anyue_buff
anyue_awaken,anyue_awaken|anyue_hurt01|anyue_hurt02|anyue_buff
shuijing_pifu04,shuijing_pifu04|shuijing_pifu04_hurt01|shuijing_pifu04_hurt02|shuijing_pifu04_unit
pipiluo_pifu01,pipiluo_pifu01|pipiluo_pifu01_hurt01|pipiluo_pifu01_hurt02|pipiluo_pifu01_unit01|pipiluo_buff01
hujisheng,hujisheng|hujisheng_unit01|hujisheng_hurt01|hujisheng_buff_wihtin|hujisheng_buff_hell|hujisheng_buff_hurt01|hujisheng_buff_hurt02|hujisheng_hurt02
hujisheng_awaken,hujisheng_awaken|hujisheng_unit01|hujisheng_hurt01|hujisheng_buff_wihtin|hujisheng_buff_hell|hujisheng_buff_hurt01|hujisheng_buff_hurt02|hujisheng_awaken_hurt02
hujisheng_10,hujisheng_10|hujisheng_unit01|hujisheng_hurt01|hujisheng_buff_wihtin|hujisheng_buff_hell|hujisheng_buff_hurt01|hujisheng_buff_hurt02|hujisheng_10_hurt02
yunmu_pifu01,yunmu_pifu01|effect_taunt|yunmu_burst|yunmu_burst_idle|yunmu_pifu01_hurt01|yunmu_pifu01_hurt02|yunmu_pifu01_unit01
hanlingdi_pifu01,hanlingdi_pifu01|hanlingdi_pifu01_hurt01|hanlingdi_pifu01_hurt02|hanlingdi_pifu01_unit01
fanhexin_pifu01,fanhexin_pifu01|fanhexin_buff01|fanhexin_buff02|fanhexin_hurt01|fanhexin_hurt03|fanhexin_pifu01_hurt01|fanhexin_pifu01_hurt02|fanhexin_pifu01_unit01
banbenlongma_pifu04,banbenlongma_pifu04|banbenlongma_pifu04_hurt02|banbenlongma_pifu04_hurt01|banbenlongma_pifu04_unit01
teleisha,teleisha|teleisha_unit01|teleisha_hurt01|teleisha_hurt02|teleisha_buff02|teleisha_buff01
sunwukong_pifu01,sunwukong_pifu01|sunwukong_pifu01_hurt02
hujisheng_pifu01,hujisheng_pifu01|hujisheng_pifu01_unit01|hujisheng_pifu01_hurt01|hujisheng_buff_wihtin|hujisheng_buff_hell|hujisheng_buff_hurt01|hujisheng_buff_hurt02|hujisheng_pifu01_hurt02
teleisha_awaken,teleisha_awaken|teleisha_unit01|teleisha_hurt01|teleisha_awaken_hurt02|teleisha_buff02|teleisha_buff01
teleisha_10,teleisha_10|teleisha_unit01|teleisha_hurt01|teleisha_10_hurt02|teleisha_buff02|teleisha_buff01
anyue_pifu01,anyue_pifu01|anyue_pifu01_unit01|anyue_pifu01_hurt01|anyue_pifu01_hurt02|anyue_buff
fenlier_pifu04,fenlier_pifu04|fenlier_pifu04_hurt01|fenlier_pifu04_hurt02
yinyue_pifu05,yinyue_pifu05|yinyue_pifu05_hurt01|yinyue_pifu05_hurt02|yinyue_pifu05_unit01|yinyue_pifu03_buff
weila_pifu02,weila_pifu02|weila_pifu02_hurt01|weila_pifu02_hurt02|weila_buff01|weila_buff02|weila_buff02_hurt
huatuo_pifu05,huatuo_pifu05|huatuo_pifu05_heal|huatuo_pifu05_hurt01|huatuo_pifu05_hurt02
feisina,feisina|feisina_buff01|feisina_buff01_hurt|feisina_buff02|feisina_buff03|feisina_hurt01|feisina_hurt02
houyi,houyi|houyi_hurt01|houyi_unit01|houyi_buff01|houyi_buff02|houyi_hurt02
houyi_awaken,houyi_awaken|houyi_hurt01|houyi_unit01|houyi_buff01|houyi_buff02|houyi_hurt02
houyi_10,houyi_10|houyi_hurt01|houyi_unit01|houyi_buff01|houyi_buff02|houyi_hurt02
feisina_awaken,feisina_awaken|feisina_buff01|feisina_buff01_hurt|feisina_buff02|feisina_buff03|feisina_hurt01|feisina_hurt02
feisina_10,feisina_10|feisina_buff01|feisina_buff01_hurt|feisina_buff02|feisina_buff03|feisina_hurt01|feisina_hurt02
yixienamei_pifu03,yixienamei_pifu03|yixienamei_pifu03_unit01|yixienamei_pifu03_hurt01|yixienamei_pifu03_hurt02|yixienamei_hurt04_hellzuzhou|yixienamei_hellzuzhou|yixienamei_bianhuadun
lvbu_pifu05,lvbu_pifu05|lvbu_pifu05_hurt01|lvbu_pifu05_hurt02|lvbu_pifu05_hurt03|lvbu_pifu05_unit01|lvbu_buff|lvbu_shield
weiweian_pifu02,weiweian_pifu02|weiweian_pifu02_unit01|weiweian_pifu02_unit02|weiweian_pifu02_hurt01|weiweian_pifu02_hurt02|weiweian_hurt03_xingyueyinji|weiweian_xingyueyinji|weiweian_heal|weiweian_cdebuff|weiweian_yueying
teleisha_pifu01,teleisha_pifu01|teleisha_pifu01_unit01|teleisha_pifu01_hurt01|teleisha_pifu01_hurt02|teleisha_buff02|teleisha_buff01
yidazhengzong_pifu01,yidazhengzong_pifu01|yidazhengzong_pifu01_hurt01|yidazhengzong_pifu01_hurt02
anyue_pifu02,anyue_pifu02|anyue_pifu02_hurt01|anyue_pifu02_hurt02|anyue_pifu02_unit01|anyue_buff
liubei_pifu02,liubei_pifu02|liubei_pifu02_hurt01|liubei_pifu02_hurt02|liubei_pifu02_hurt03|liubei_pifu02_hurt04|liubei_buff
guanyu_pifu02,guanyu_pifu02|guanyu_pifu02_hurt01|guanyu_pifu02_hurt02
yixienamei_pifu04,yixienamei_pifu04|yixienamei_pifu04_unit01|yixienamei_pifu04_hurt01|yixienamei_pifu04_hurt02|yixienamei_hurt04_hellzuzhou|yixienamei_hellzuzhou|yixienamei_bianhuadun
apate_pifu02,apate_pifu02|apate_pifu02_animate01|apate_pifu02_buff_hurt|apate_pifu02_hurt01|apate_pifu02_hurt02|apate_pifu02_revival|apate_pifu02_revival_hurt01|apate_pifu02_unit01|apate_buff01|apate_buff02|apate_buff02_hurt|apate_buff01_hurt|apate_hurt01
kaixi,kaixi|kaixi_hurt01|kaixi_hurt02|kaixi_hurt03|kaixi_buff|kaixi_hurt04
luxifeier_pifu04,luxifeier_pifu04|luxifeier_pifu04_buff|luxifeier_pifu04_hurt01|luxifeier_pifu04_unit01|luxifeier_pifu04_hurt02|junheng_buff
yunmu_pifu02,yunmu_pifu02|effect_taunt|yunmu_burst|yunmu_burst_idle|yunmu_pifu02_hurt01|yunmu_pifu02_hurt02|yunmu_pifu02_unit01
houyi_pifu01,houyi_pifu01|houyi_pifu01_hurt01|houyi_pifu01_unit01|houyi_pifu01_hurt02|houyi_pifu01_buff01|houyi_buff02
kaixi_awaken,kaixi_awaken|kaixi_hurt01|kaixi_awaken_hurt02|kaixi_hurt03|kaixi_buff|kaixi_awaken_hurt04
kaixi_10,kaixi_10|kaixi_hurt01|kaixi_10_hurt02|kaixi_hurt03|kaixi_buff|kaixi_10_hurt04
apate_pifu03,apate_pifu03|apate_pifu03_animate01|apate_pifu03_buff_hurt|apate_pifu03_hurt01|apate_pifu03_hurt02|apate_pifu03_revival|apate_pifu03_revival_hurt01|apate_pifu03_unit01|apate_buff01|apate_buff02|apate_buff02_hurt|apate_buff01_hurt|apate_hurt01
feisina_pifu01,feisina_pifu01|feisina_buff01|feisina_buff01_hurt|feisina_buff02|feisina_buff03|feisina_pifu01_hurt01|feisina_pifu01_hurt02|feisina_pifu01_unit01
wangyi_pifu02,wangyi_pifu02|wangyi_pifu02_unit01|wangyi_pifu02_hurt01|wangyi_pifu02_hurt02
pipiluo_pifu02,pipiluo_pifu02|pipiluo_pifu02_hurt01|pipiluo_pifu02_hurt02|pipiluo_pifu02_unit01|pipiluo_buff01
monika,monika|monika_hurt01|monika_hurt02|monika_hurt03|monika_unit01|monika_buff01
teleisha_pifu02,teleisha_pifu02|teleisha_pifu02_unit01|teleisha_pifu02_hurt01|teleisha_pifu02_hurt02|teleisha_pifu02_hurt03|teleisha_buff02|teleisha_buff01
dianna,dianna|dianna_hurt01|dianna_hurt02|dianna_unit01|dianna_buff|dianna_buff_hurt
monika_awaken,monika_awaken|monika_hurt01|monika_hurt02|monika_hurt03|monika_unit01|monika_buff01
monika_10,monika_10|monika_hurt01|monika_hurt02|monika_hurt03|monika_unit01|monika_buff01
shuangzi_pifu05,shuangzi_pifu05|shuangzi_pifu05_buff|shuangzi_pifu05_hurt01|shuangzi_pifu05_hurt02
shuangzi_pifu05_emo,shuangzi_pifu05_emo
dianna_awaken,dianna_awaken|dianna_hurt01|dianna_hurt02|dianna_unit01|dianna_buff|dianna_buff_hurt
dianna_10,dianna_10|dianna_hurt01|dianna_hurt02|dianna_unit01|dianna_buff|dianna_buff_hurt
hujisheng_pifu02,hujisheng_pifu02|hujisheng_pifu02_unit01|hujisheng_pifu02_hurt01|hujisheng_buff_wihtin|hujisheng_buff_hell|hujisheng_buff_hurt01|hujisheng_buff_hurt02|hujisheng_pifu02_hurt02
zhouyu_pifu03,zhouyu_pifu03|zhouyu_pifu03_hurt01|zhouyu_pifu03_hurt02|zhouyu_pifu03_unit01
monika_pifu01,monika_pifu01|monika_pifu01_hurt01|monika_pifu01_hurt02|monika_buff01
weiweian_pifu03,weiweian_pifu03|weiweian_pifu03_hurt01|weiweian_pifu03_hurt02|weiweian_pifu03_hurt03|weiweian_hurt03_xingyueyinji|weiweian_xingyueyinji|weiweian_heal|weiweian_cdebuff|weiweian_yueying
pipiluo_pifu03,pipiluo_pifu03|pipiluo_pifu03_hurt01|pipiluo_pifu03_hurt02|pipiluo_pifu03_unit01|pipiluo_buff01
liubiao_pifu01,liubiao_pifu01|liubiao_pifu01_hurt01|liubiao_pifu01_hurt02|liubiao_pifu01_unit01
feisina_pifu02,feisina_pifu02|feisina_buff01|feisina_buff01_hurt|feisina_buff02|feisina_buff03|feisina_pifu02_hurt01|feisina_pifu02_hurt02|feisina_pifu02_unit01|feisina_pifu02_hurt03
weila_pifu03,weila_pifu03|weila_pifu03_hurt01|weila_pifu03_hurt02|weila_pifu03_unit01
luban,luban|luban_hurt02|luban_heal
luban_awaken,luban_awaken|luban_awaken_hurt02|luban_heal
luban_10,luban_10|luban_10_hurt02|luban_heal
luxifeier_pifu05,luxifeier_pifu05|luxifeier_pifu05_hurt01|luxifeier_pifu05_hurt02|luxifeier_pifu05_hurt03|luxifeier_pifu05_unit01|luxifeier_pifu05_buff|junheng_buff
