id,name,lv,show_id,server,avatar_id,partner_ids,power,score
664,Slyvia,156,1019120764,319,930096,84012|70204|73005|70402|74015|72016,299755,300
665,Leena,166,1019120765,297,930195,83011|75002|71015|73013|72002|73003,282213,300
666,Lynwood,143,1019120766,211,930140,83005|74012|71004|73001|76003|73001,297362,300
667,Shirley,159,1019120767,196,930097,84002|75008|71004|73001|71012|74014,318983,300
668,James,171,1019120768,166,930125,84001|76005|70601|70302|75003|71005,294126,300
669,Moshe,178,1019120769,171,930119,82001|70303|72012|72006|76003|70101,317114,300
670,Jolie,158,1019120770,377,930115,82003|70303|74003|70204|72010|75008,305156,300
671,Ezekiel,141,1019120771,316,930117,81004|72016|75007|76002|74012|76002,316938,300
672,Lanelle,144,1019120772,329,930094,82013|72011|75003|73007|73007|72004,292947,300
673,Wally,171,1019120773,398,930100,81010|72016|70303|71001|71011|71009,310419,300
674,Moon,162,1019120774,311,930147,81005|76005|74004|71013|71008|72009,318515,300
675,Adena,151,1019120775,354,930156,84008|72013|75007|70204|74015|74014,318831,300
676,Amal,165,1019120776,244,930143,82007|76001|72016|72013|71001|71004,288478,300
677,Marvin,148,1019120777,177,930097,83010|71011|76003|76007|74002|71013,306913,300
678,Meri,178,1019120778,115,930119,83013|72003|73011|72010|70402|70403,287279,300
679,Soraya,156,1019120779,395,930125,82016|72007|73013|73010|71012|76007,292839,300
680,Elena,149,1019120780,117,930154,81015|72005|70401|74001|73014|73009,285853,300
681,Cordelia,147,1019120781,296,930118,84002|71003|72016|73010|72010|71012,313883,300
682,Ngoc,144,1019120782,256,930171,86003|74011|75003|71015|71015|72014,311577,300
683,Deirdre,165,1019120783,350,930139,85010|76006|74008|70203|74014|71002,296112,300
684,Hilma,170,1019120784,202,930107,82011|74005|72008|72006|72014|72009,317443,300
685,Leia,153,1019120785,146,930096,81011|72001|71014|72015|76007|76002,318820,300
686,Tammie,161,1019120786,213,930093,86004|72001|73009|72010|72008|74006,319674,300
687,Muoi,160,1019120787,296,930125,84010|76002|72002|76004|70201|70102,280551,300
688,Luise,179,1019120788,373,930126,81004|75005|74001|76003|71001|73006,281444,300
689,Danyel,150,1019120789,127,930110,81010|76005|75006|74002|72004|73001,301644,300
690,Cyndi,143,1019120790,273,930094,81003|74004|74015|72009|73005|74012,294413,300
691,Claretha,171,1019120791,126,930191,85004|72009|75008|71013|74015|71011,314480,300
692,Allegra,147,1019120792,211,930120,81011|71002|71007|73006|73012|72011,288515,300
693,Jocelyn,144,1019120793,336,930155,84009|76001|72001|73003|71009|73001,305387,300
694,Barrett,155,1019120794,214,930098,82006|74013|74008|70203|76008|73015,280468,300
695,Denice,174,1019120795,277,930094,84009|74002|71012|75005|76004|75002,299793,300
696,Chieko,145,1019120796,155,930182,83008|71005|70201|73001|75009|75005,287694,300
697,Lucien,157,1019120797,304,930135,84004|73014|73015|76008|72004|75004,285184,300
698,Kylee,171,1019120798,246,930104,84010|76002|72004|72012|71013|73013,300347,300
699,Myrtis,160,1019120799,177,930143,81008|74015|75008|74008|71009|74010,312387,300
700,Arica,178,1019120800,381,930111,81012|71004|72008|70303|76002|72010,306035,300
701,Kanesha,140,1019120801,161,930179,83005|82014|70402|74009|72010|74008,410397,400
702,Teresita,143,1019120802,159,930145,82009|84008|72006|73009|76001|71010,410916,400
703,Harriet,156,1019120803,313,930160,84005|84010|70401|71011|73014|74007,404004,400
704,Hallie,161,1019120804,341,930158,82005|81008|70601|71006|73005|73011,402500,400
705,Barton,160,1019120805,138,930160,82002|85007|74011|73012|73013|76007,417670,400
706,Ozell,148,1019120806,203,930081,81008|83007|74005|72003|70204|74009,408321,400
707,Alissa,180,1019120807,276,930125,81002|86002|71001|72015|71014|72015,411422,400
708,Geralyn,174,1019120808,360,930168,82014|85003|73013|72016|71010|71013,404304,400
709,Patrice,170,1019120809,352,930111,84009|82016|74014|72016|74008|75002,407764,400
710,Mariel,158,1019120810,264,930097,82009|83013|72012|72009|76006|72012,410276,400
711,Arlena,180,1019120811,373,930110,83003|81009|75002|71005|72016|71015,409413,400
712,France,154,1019120812,267,930162,84013|81005|72008|73003|76007|73006,405179,400
713,Murray,156,1019120813,241,930090,81010|86007|72009|70601|71013|73015,407308,400
714,Lyndsey,154,1019120814,275,930121,82014|83001|71011|74003|75003|70402,409631,400
715,Waltraud,161,1019120815,367,930198,81008|82001|74008|71009|70403|73013,408753,400
716,Fleta,152,1019120816,146,930203,81014|81009|71014|72004|73004|74003,419963,400
717,Neal,170,1019120817,154,930103,82009|81007|74013|76001|71014|72005,407933,400
718,Collen,164,1019120818,205,930149,85003|81003|70401|76003|72001|72013,410952,400
719,Lindsey,162,1019120819,119,930137,82011|84010|71012|70402|73014|72008,410540,400
720,Kerrie,162,1019120820,260,930106,86002|83015|76005|70402|70102|76005,412305,400
721,Felipe,149,1019120821,303,930117,84016|81004|73013|75009|74003|76004,417765,400
722,Antionette,180,1019120822,164,930202,82014|85006|74003|70201|74002|73004,412003,400
723,Mozell,162,1019120823,123,930089,84013|84006|70102|70301|73010|74008,415424,400
724,Rosalind,170,1019120824,114,930204,81002|82011|74002|74011|75006|70101,415982,400
725,Bridgette,156,1019120825,251,930128,82004|83012|71001|76004|74016|71012,411774,400
726,Adolfo,144,1019120826,308,930148,83005|81010|76002|74006|74007|71010,407578,400
727,Denae,140,1019120827,223,930103,85006|86001|71013|72007|72016|70301,407684,400
728,Majorie,145,1019120828,325,930120,83002|84014|74006|75010|71009|72010,416948,400
729,Delpha,140,1019120829,108,930086,81013|84011|75008|72011|70402|72012,412715,400
730,Aaron,146,1019120830,215,930176,82007|82002|72001|71007|74010|71003,411832,400
731,Belia,151,1019120831,127,930119,82004|85004|71012|71009|76002|72004,400384,400
732,Rosie,146,1019120832,289,930185,81005|82015|76008|70303|72001|73006,417670,400
733,Cherly,179,1019120833,379,930113,81011|82001|71011|75002|73001|74014,406707,400
734,Huey,165,1019120834,202,930099,81014|85009|71002|75003|74006|74013,407001,400
735,Lorelei,160,1019120835,197,930187,82009|84015|73008|70201|75005|74003,410747,400
736,Kizzie,177,1019120836,272,930115,83002|83005|73013|76004|76004|74002,403535,400
737,Darin,180,1019120837,188,930138,82012|86007|73010|71013|74002|74011,402224,400
738,Angelic,147,1019120838,122,930159,85009|85004|75007|71009|73004|73010,402889,400
739,Albert,167,1019120839,212,930200,86006|82001|75007|74007|70102|73015,418015,400
740,Jenifer,152,1019120840,347,930156,82010|83005|73012|71013|76004|70302,404334,400
741,Ivelisse,150,1019120841,293,930117,81001|82015|71007|73003|74002|76006,409150,400
742,Ken,150,1019120842,101,930094,86006|86008|71002|72014|73011|72014,401793,400
743,Chery,143,1019120843,268,930184,84010|86008|73015|74016|73007|72005,410602,400
744,Kay,175,1019120844,323,930141,82008|85010|73008|73011|73004|73001,411296,400
745,Janay,170,1019120845,269,930183,86004|86002|71011|70203|76003|75003,418328,400
746,Inell,143,1019120846,342,930197,81010|82001|75004|76006|75002|75008,404855,400
747,Bernardina,157,1019120847,216,930128,81002|82012|76001|74003|71007|74013,411812,400
748,William,147,1019120848,237,930140,82015|81001|73009|70601|71009|74013,416222,400
749,Mica,158,1019120849,331,930186,82004|83014|73011|72012|73004|71008,412075,400
750,Lissette,177,1019120850,132,930173,81006|86003|70401|72014|73009|72003,407832,400
751,Inga,161,1019120851,370,930129,85005|83014|72001|74004|73005|71002,401910,400
752,Myron,146,1019120852,316,930095,84006|83007|75008|73007|71006|75003,400066,400
753,Malorie,162,1019120853,134,930098,82007|81015|76008|74009|73006|74006,414472,400
754,Kathern,155,1019120854,314,930106,86001|82001|72014|73015|70501|73009,403367,400
755,Ellis,149,1019120855,174,930179,85009|85009|72009|75004|72016|74016,414941,400
756,Nelida,179,1019120856,315,930201,82005|86008|73002|71002|70403|71004,400396,400
757,Landon,140,1019120857,210,930188,84013|86003|76006|71003|73011|72006,416926,400
758,Mirta,180,1019120858,214,930091,84014|83008|74011|73007|74003|72015,411042,400
759,Kenton,152,1019120859,330,930083,84001|83011|75004|75010|71006|74015,407922,400
760,Mathilde,141,1019120860,229,930078,85005|82015|74013|70203|70402|73011,400445,400
761,Sena,147,1019120861,230,930180,82016|83014|75003|74006|71008|70501,404277,400
762,Yun,152,1019120862,347,930168,85002|82015|74002|72006|71001|74008,400114,400
763,Lee,153,1019120863,341,930101,83007|81012|72014|74009|72005|73010,413070,400
764,Clayton,165,1019120864,187,930112,84003|81002|70301|74008|72011|74008,401293,400
765,Violeta,168,1019120865,345,930200,82010|81004|72008|72008|70101|74013,404104,400
766,Brandy,175,1019120866,252,930201,82002|81003|76005|73010|75007|74013,410378,400
767,Adena,142,1019120867,299,930106,83010|86006|74015|74016|71012|74016,413694,400
768,Jenee,160,1019120868,170,930112,81005|82007|72014|75002|76006|74014,408011,400
769,Blaine,167,1019120869,136,930152,81006|85008|73001|70102|73009|71008,402868,400
770,Corazon,175,1019120870,159,930109,85002|81006|73005|70201|70301|74009,417102,400
771,Ernestina,179,1019120871,141,930182,81003|86005|71008|72003|73006|72014,402526,400
772,Milton,162,1019120872,398,930115,83012|82004|76002|72002|74015|74012,418476,400
773,Ozella,155,1019120873,352,930085,81006|83010|73011|74013|72008|70402,408168,400
774,Mabel,148,1019120874,373,930178,82009|81002|75002|70203|73009|75008,412350,400
775,Julianna,177,1019120875,357,930095,85003|81015|72014|74005|73011|70201,403782,400
776,Hayden,143,1019120876,378,930116,84016|83004|71006|73002|75010|74007,417980,400
777,Maida,155,1019120877,343,930179,82011|84002|72003|72015|72002|76008,412888,400
778,Aline,148,1019120878,380,930187,82004|85009|70403|74005|70401|71005,404479,400
779,Daphne,171,1019120879,202,930120,82008|83012|72007|70601|73004|71005,403096,400
780,Susy,158,1019120880,257,930203,82010|81002|71008|73009|71013|71008,403981,400
781,Susannah,168,1019120881,271,930159,84011|82015|75004|73007|72008|71014,410209,400
782,Laree,175,1019120882,380,930142,83013|82008|72004|71007|75008|74002,402746,400
783,Jeanie,173,1019120883,383,930093,84015|83004|73010|73013|70402|70302,418390,400
784,Quinn,170,1019120884,222,930084,84006|84007|72006|72010|71012|70302,406253,400
785,Asha,147,1019120885,365,930082,81013|84002|72003|76005|74004|74016,413091,400
786,Rina,171,1019120886,366,930196,84007|84012|70401|71008|73004|70303,400545,400
787,Fabiola,165,1019120887,297,930107,82005|81008|72013|73010|71008|73002,404869,400
788,Lavonia,144,1019120888,304,930112,82011|83008|73010|71014|75007|74004,419938,400
789,Major,144,1019120889,126,930165,84009|85007|73013|73003|73015|72015,404402,400
790,Talisha,169,1019120890,301,930098,81002|82007|76006|70203|70101|74012,410705,400
791,Lemuel,163,1019120891,161,930079,82002|86002|73010|73010|74016|73002,414633,400
792,Kenya,174,1019120892,297,930126,84015|84005|75007|71006|70102|72011,403376,400
793,Charlyn,164,1019120893,278,930169,86002|86001|72010|70301|71006|76008,413129,400
794,Vernell,178,1019120894,327,930128,83004|82010|72010|72007|73004|75007,411471,400
795,Wilfredo,166,1019120895,218,930168,82005|83005|73015|75010|73006|71011,409849,400
796,Bailey,147,1019120896,370,930197,81010|86006|74014|76002|70601|76008,411396,400
797,Bernarda,145,1019120897,200,930162,84008|86004|74007|72013|75010|75004,478911,400
798,Monica,146,1019120898,258,930159,81002|84014|71003|72013|70301|72015,425606,400
799,Julia,160,1019120899,390,930162,84005|83005|73009|71004|75002|74011,492261,400
800,Paola,167,1019120900,254,930188,86004|85003|72011|72013|74004|74008,492990,400
